entry,class_name,name,Quality,RequiredLevel,ItemLevel,role,kind,weapon_kind,InventoryType,subclass,displayid,reference_entry,reference_item_level,armor,dps,sockets
209739,Warrior,Skyforged Waistplate of the Shadow Crown,2,48,53,strength_dps,armor,,6,4,26848,14856,54,139,0.0,
209740,Warrior,Warplate of the Star Forge,3,50,57,tank,armor,,5,4,21898,11633,54,341,0.0,
209741,Warrior,Thunderous Shoulder Guards,2,10,15,strength_dps,armor,,3,3,23531,3480,22,23,0.0,
209742,Warrior,The Frostmarked Veil,3,8,15,strength_dps,back,,16,1,23001,6449,22,6,0.0,
209743,Warrior,Sun Queen's Mantle,2,60,92,strength_dps,back,,16,1,37429,25489,93,40,0.0,
209744,Warrior,Earthen Girdle of the Sacred Oath,2,43,50,strength_dps,armor,,6,4,26828,14960,51,133,0.0,
209745,Warrior,Moonwoven War Leggings of the Iron Banner,2,16,19,strength_dps,armor,,7,3,685,2166,20,41,0.0,
209746,Warrior,Briarbound Mantle,2,1,4,strength_dps,back,,16,1,15149,3070,5,1,0.0,
209747,Warrior,Greenwood Greatblade of the Makers Will,2,54,56,strength_dps,2h_sword,2h_sword,17,8,28347,15254,54,0,42.5,
209748,Warrior,"Vambraces, Boar Feather",2,6,13,strength_dps,armor,,9,3,25758,6550,15,9,0.0,
209749,Warrior,Royal Cloak of the Storm Spirit,3,32,34,tank,back,,16,1,28614,13108,34,14,0.0,
209750,Warrior,Warbelt of the Endless Road,2,7,14,tank,armor,,6,3,27029,15492,15,17,0.0,
209751,Warrior,"Luminous War Greaves, Drakekeeper's Oath",2,52,56,strength_dps,armor,,8,4,27405,10167,55,172,0.0,
209752,Warrior,Armguards of Borean Tundra,3,63,101,tank,armor,,9,4,43725,31221,103,194,0.0,8
209753,Warrior,Legguards of Ice King,2,40,44,strength_dps,armor,,7,4,26641,14945,45,199,0.0,
209754,Warrior,Gauntlets of Scale Lord,3,43,46,strength_dps,armor,,10,4,29000,9410,45,131,0.0,
209755,Warrior,Runelord's Mournbound Seal,2,53,54,strength_dps,finger,,11,0,24569,13812,58,0,0.0,
209756,Warrior,"Rugged Cuirass, Nightlord's Oath",3,75,168,strength_dps,armor,,5,4,52450,37792,166,1234,0.0,
209757,Warrior,First King's Coal-black Colossal Blade,2,22,27,tank,2h_sword,2h_sword,17,8,20080,15249,26,0,17.778,
209758,Warrior,Shoulder Guards of the Titan Forge,3,27,33,tank,armor,,3,3,51883,51976,45,61,0.0,
209759,Warrior,Deepdelver War Leggings of the Grizzlemaw,2,6,13,strength_dps,armor,,7,3,26932,3282,12,27,0.0,
209760,Warrior,Leggings of Violet Flame,2,22,29,strength_dps,armor,,7,3,3083,3751,30,66,0.0,
209761,Warrior,"Battleplate Legguards, South Curse",2,56,61,strength_dps,armor,,7,4,27938,14936,61,276,0.0,
209762,Warrior,The Dawnlit Leggings,2,8,13,strength_dps,armor,,7,3,3058,6337,12,26,0.0,
209763,Warrior,Illusory Handguards of the Blackened Sky,4,80,232,strength_dps,armor,,10,4,64830,50194,232,985,0.0,
209764,Warrior,Sepulchral Scarab of Silent Crown,2,32,37,strength_dps,trinket,,12,0,39920,21756,40,0,0.0,
209765,Warrior,Witchbound Cuirass,3,72,146,tank,armor,,5,4,45683,30991,146,1016,0.0,
209766,Warrior,Bleak Clutch Headsman,3,60,92,tank,2h_axe,2h_axe,17,1,40297,25216,93,0,69.861,
209767,Warrior,Chestplate of Gundrak,2,53,55,strength_dps,armor,,5,4,28185,11195,57,282,0.0,
209768,Warrior,Windkeeper's Chainmail,3,17,19,strength_dps,armor,,5,3,12632,6642,25,51,0.0,
209769,Warrior,"Carapace, Frostfire Flame",4,80,200,strength_dps,armor,,5,4,54255,39629,200,1734,0.0,
209770,Warrior,Verdant Spaulders of Endless Road,2,20,27,tank,armor,,3,3,26965,15523,27,44,0.0,
209771,Warrior,The Stormsteel Gorget,3,54,57,strength_dps,neck,,2,0,21725,11755,56,0,0.0,
209772,Warrior,"Waistplate, Dread Heart",2,75,164,strength_dps,armor,,6,4,51948,36347,158,538,0.0,
209773,Warrior,Crimson Fire Hauberk,3,18,19,strength_dps,armor,,5,3,12632,6642,25,51,0.0,
209774,Warrior,Spellforged Carapace of Nameless Dead,2,52,54,tank,armor,,5,4,27427,10128,54,280,0.0,
209775,Warrior,Deathly Visor of the Unquiet Dead,3,51,58,tank,armor,,1,4,41372,18313,58,265,0.0,
209776,Warrior,Deathbound Forgehammer of the Iron King,3,47,54,tank,2h_mace,2h_mace,17,5,28673,12528,52,0,45.882,
209777,Warrior,Polished Legplates of Arcane Eye,2,52,55,strength_dps,armor,,7,4,27430,10133,52,257,0.0,
209778,Warrior,"Waistguard, Dark Maw",2,60,88,strength_dps,armor,,6,4,44447,31787,90,242,0.0,
209779,Warrior,"Splintered Pauldrons, First Keeper's Oath",2,51,53,strength_dps,armor,,3,4,27431,10134,51,181,0.0,
209780,Warrior,Broken Warbracers,2,72,144,strength_dps,armor,,9,4,56469,38093,146,272,0.0,
209781,Warrior,Frostguard's Warcloak of the Dark Oath,4,80,284,tank,back,,16,1,64300,50014,264,185,0.0,
209782,Warrior,The Nightshrouded Girdle,2,13,20,strength_dps,armor,,6,3,8749,5750,23,24,0.0,
209783,Warrior,Greaves of the Grave Lord,2,25,31,strength_dps,armor,,8,3,27037,15534,31,47,0.0,
209784,Warrior,Warhelm of the Cold Watch,4,76,172,tank,armor,,1,4,48033,34345,164,1080,0.0,
209785,Warrior,Ironkeeper's Nightsteel War Leggings,3,55,61,tank,armor,,7,4,31084,16435,63,324,0.0,
209786,Warrior,Shield Piercer Legguards,2,39,43,strength_dps,armor,,7,3,25820,7487,43,107,0.0,
209787,Warrior,Frozen Longcloak of Dawn Oath,2,12,15,strength_dps,back,,16,1,28298,10821,15,5,0.0,
209788,Warrior,Warbelt of the Wyrm Lord,4,79,192,tank,armor,,6,4,55382,39298,200,773,0.0,
209789,Warrior,"Stalwart Torc, Runelord's Oath",2,26,30,strength_dps,neck,,2,0,33288,20950,31,0,0.0,
209790,Warrior,Wyrmhide Gloves of the Mana Tide,2,2,7,strength_dps,armor,,10,3,25850,3472,12,8,0.0,
209791,Warrior,"Infused Gauntlets, Runemaster's Oath",3,50,55,strength_dps,armor,,10,4,30740,18383,61,162,0.0,
209792,Warrior,The Dragonbound Chestguard,2,16,19,strength_dps,armor,,5,3,25848,2864,18,46,0.0,
209793,Warrior,Moonlord's Chestplate,2,79,191,strength_dps,armor,,5,4,50991,41353,187,1324,0.0,
209794,Warrior,Icetouched Faceguard of the Void Ritual,2,46,53,strength_dps,armor,,1,4,27387,10241,53,204,0.0,
209795,Warrior,"Ruthless Footguards, Violet Keeper's Oath",2,14,20,strength_dps,armor,,8,3,27541,15498,20,30,0.0,
209796,Warrior,Cabalistic Chestplate of Scholomance,2,59,89,strength_dps,armor,,5,4,41517,29935,81,501,0.0,
209797,Warrior,"Earthen-forged Gloves, Ravenwarden's Oath",2,21,22,strength_dps,armor,,10,3,15721,7606,22,28,0.0,
209798,Warrior,Frost Steel Grips,2,18,25,tank,armor,,10,3,25782,3047,27,31,0.0,
209799,Warrior,Battleplate of Lost Memory,2,42,44,strength_dps,armor,,5,4,26811,14821,43,217,0.0,
209800,Warrior,The Coldbound Cloak,2,75,168,tank,back,,16,1,56388,39674,162,85,0.0,
209801,Warrior,Sabatons of Frost Moon,4,79,193,strength_dps,armor,,8,4,53037,41392,200,900,0.0,
209802,Warrior,Baleful Warbelt of the Taunka Village,4,76,177,strength_dps,armor,,6,4,57264,43168,175,727,0.0,
209803,Warrior,Starcaller's Colossal Great Pauldrons,3,77,180,strength_dps,armor,,3,4,55306,43865,171,867,0.0,
209804,Warrior,Great Gauntlets of Demon Lord,2,62,99,strength_dps,armor,,10,4,37498,25566,105,281,0.0,
209805,Warrior,Silent Knight's Earthwoven Leggings,2,3,8,tank,armor,,7,3,26948,9599,10,15,0.0,
209806,Warrior,Iron King's War Leggings,3,74,159,strength_dps,armor,,7,4,54828,40674,163,1007,0.0,
209807,Warrior,Pale Lady's Wargrips of the Moon Watch,2,64,104,tank,armor,,10,4,37498,25566,105,306,0.0,
209808,Warrior,Great Pauldrons of the Rime King,3,52,58,strength_dps,armor,,3,4,29971,16729,60,213,0.0,
209809,Warrior,Frostkeeper's Raider Warhammer,3,25,27,tank,1h_mace,1h_mace,13,4,18406,9488,28,0,17.105,
209810,Warrior,Shadow Queen's Deathly Ringlet,3,65,110,strength_dps,finger,,11,0,39125,24087,109,0,0.0,
209811,Warrior,"Bronzed Mark, Dreamkeeper's Oath",4,76,172,strength_dps,finger,,11,0,56766,44387,174,0,0.0,
209812,Warrior,"Chausses, Gray Guard",2,6,9,tank,armor,,7,3,25849,3473,13,18,0.0,
209813,Warrior,Magebound Warder Cloak,2,36,39,tank,back,,16,1,26112,14251,40,15,0.0,
209814,Warrior,"Warplate, North Judgment",3,58,85,strength_dps,armor,,5,4,44555,31720,88,535,0.0,
209815,Warrior,"War Axe, Ice Pledge",3,71,134,strength_dps,1h_axe,1h_axe,13,0,42177,29924,134,0,89.231,
209816,Warrior,Ancestor's Devout Legmail,2,14,20,tank,armor,,7,3,3541,9789,19,43,0.0,
209817,Warrior,Blackened Longcloak of the Dead Watch,3,9,12,strength_dps,back,,16,1,28661,12979,21,5,0.0,
209818,Warrior,"War Greaves, North Steel",2,41,47,tank,armor,,8,4,16113,7933,47,142,0.0,
209819,Warrior,"Windbound Armguards, Witchkeeper's Oath",2,56,58,tank,armor,,9,4,26476,15797,59,92,0.0,
209820,Warrior,Sun Singer Carapace,2,52,53,strength_dps,armor,,5,4,25751,12405,50,269,0.0,
209821,Warrior,"Handplates, Cold Leaf",3,59,89,tank,armor,,10,4,43146,25942,97,296,0.0,
209822,Warrior,"Greatcloak, Hammer Bolt",2,57,62,strength_dps,back,,16,1,15148,18677,61,25,0.0,
209823,Warrior,Deathly Great Chopper of Storm Crown,2,31,34,tank,2h_axe,2h_axe,17,1,19275,3210,30,0,23.333,
209824,Warrior,Wolfkeeper's Crusader Armplates,2,65,111,tank,armor,,3,4,39651,25004,111,416,0.0,
209825,Warrior,Duskbound Great Hauberk,2,26,32,strength_dps,armor,,5,3,25801,4071,31,84,0.0,
209826,Warrior,"Rotting Legplates, Lost Warden's Oath",2,54,61,strength_dps,armor,,7,4,26336,10382,62,287,0.0,
209827,Warrior,Wildfire Wrath Greaves,3,69,122,tank,armor,,8,4,42835,27813,115,467,0.0,
209828,Warrior,First Knight's Armguards,4,63,100,strength_dps,armor,,9,4,36248,23537,105,217,0.0,
209829,Warrior,Brilliant Helm of the Hallowed Flame,2,65,109,strength_dps,armor,,1,4,44686,24994,108,498,0.0,
209830,Warrior,Saronite Battleplate of Drowned Hall,2,69,127,strength_dps,armor,,5,4,51652,36293,130,756,0.0,
209831,Warrior,Voidshard Whisper Battleplate Legguards,2,67,117,tank,armor,,7,4,44347,25027,120,601,0.0,
209832,Warrior,Armorsmith's Leggings,3,31,34,strength_dps,armor,,7,3,28437,13129,39,87,0.0,
209833,Warrior,Waistplate of Ice King,3,48,50,strength_dps,armor,,6,4,28364,13077,57,149,0.0,
209834,Warrior,The Shadowwoven Wristplates,3,53,55,strength_dps,armor,,9,4,34550,22205,57,93,0.0,
209835,Warrior,Winterlord's Gauntlets of the Ice Moon,3,45,52,strength_dps,armor,,10,4,25747,12631,58,157,0.0,
209836,Warrior,Ravenlord's Warplate of the Drak Tharon,3,41,48,tank,armor,,5,4,24393,7939,49,269,0.0,
209837,Warrior,Hammerlord's Scale,3,78,184,strength_dps,trinket,,12,0,1103,36972,187,0,0.0,
209838,Warrior,Rimekeeper's Chausses,2,7,14,strength_dps,armor,,7,3,26941,15477,11,28,0.0,
209839,Warrior,Last Legacy Chausses,2,5,7,tank,armor,,7,3,26948,9599,10,14,0.0,
209840,Warrior,Nerubian Legmail of the Arcane Star,3,23,29,strength_dps,armor,,7,3,9742,6087,24,73,0.0,
209841,Warrior,Cerulean Greataxe of Cold Watch,2,34,36,tank,2h_axe,2h_axe,17,1,22250,12250,34,0,24.394,
209842,Warrior,The Stoneward Neckguard,3,22,24,strength_dps,neck,,2,0,30799,18442,35,0,0.0,
209843,Warrior,"Faceguard, Raven Root",3,19,23,tank,armor,,1,3,13279,2275,20,47,0.0,
209844,Warrior,The Mournful Casque,2,4,10,tank,armor,,1,3,15327,6971,31,17,0.0,
209845,Warrior,Grimlord's Keepsake of the Ebon Banner,2,28,30,tank,trinket,,12,0,15150,7506,25,0,0.0,
209846,Warrior,"Thornbound Crusher, Shadow Queen's Oath",2,59,83,strength_dps,2h_mace,2h_mace,17,5,44768,25130,87,0,58.429,
209847,Warrior,"Warband, Shattered Flare",2,11,18,strength_dps,finger,,11,0,6011,5351,20,0,0.0,
209848,Warrior,Runeblade of the Dying Promise,2,52,54,tank,1h_sword,1h_sword,13,7,26432,15705,57,0,31.481,
209849,Warrior,Stone Gloom Crystal,2,39,44,strength_dps,trinket,,12,0,7397,10577,41,0,0.0,
209850,Warrior,Engraved Vambraces,2,23,28,tank,armor,,9,3,27017,15545,30,22,0.0,
209851,Warrior,Cruel Gloves of Frozen Dead,2,30,32,strength_dps,armor,,10,3,27019,15548,32,40,0.0,
209852,Warrior,Royal Cloak of the Northern Forge,4,80,219,strength_dps,back,,16,1,64648,49842,219,142,0.0,2
209853,Warrior,Royal Battle Mace,2,49,50,tank,1h_mace,1h_mace,13,4,28512,15228,53,0,29.286,
209854,Warrior,Spider Thorn Legguards,2,3,8,strength_dps,armor,,7,3,26948,9599,10,16,0.0,
209855,Warrior,Hallowed Heart Phylactery,3,44,49,tank,trinket,,12,0,7122,20036,52,0,0.0,
209856,Warrior,"Neckchain, Forgotten Spirit",2,36,42,strength_dps,neck,,2,0,17918,9243,45,0,0.0,
209857,Warrior,Falchion of Light Dawn,2,30,35,strength_dps,1h_sword,1h_sword,13,7,22232,8224,36,0,18.333,
209858,Warrior,Grim Scream Pendant Chain,3,71,139,strength_dps,neck,,2,0,46805,33296,128,0,0.0,
209859,Warrior,"Greenwood Skullcrusher, Frostkeeper's Oath",3,55,60,strength_dps,2h_mace,2h_mace,17,5,25148,14531,59,0,51.818,
209860,Warrior,Unbroken Gauntlets of Violet Flame,3,66,113,strength_dps,armor,,10,4,44413,29134,115,368,0.0,
209861,Warrior,Ironforged Rampart of Titan Vault,3,56,59,tank,shield,,14,6,30872,18535,59,1350,0.0,
209862,Warrior,Mist Vigil Handguards,3,31,38,strength_dps,armor,,10,3,52164,51980,35,56,0.0,
209863,Warrior,Bloodbound Battleplate of the Winter Court,4,79,189,strength_dps,armor,,5,4,54253,43739,200,1556,0.0,
209864,Warrior,Flask of the Light Watch,3,23,26,tank,trinket,,12,0,22293,4381,28,0,0.0,
209865,Warrior,Spiritwarden's Helm,3,66,111,strength_dps,armor,,1,4,42199,28833,115,577,0.0,
209866,Warrior,Raider Greataxe of Argent Watch,2,54,60,tank,2h_axe,2h_axe,17,1,28073,11907,55,0,47.576,
209867,Warrior,Shadow King's War Greaves,2,75,167,tank,armor,,8,4,51639,39466,162,612,0.0,
209868,Warrior,Plagueforged Rune Band of the Frost Oath,2,26,29,strength_dps,finger,,11,0,9838,4535,31,0,0.0,
209869,Warrior,Bonecaller's Greaves of the Dread March,2,8,12,strength_dps,armor,,8,3,26983,14722,17,16,0.0,
209870,Warrior,Emberwrought Wristplates of the War Forge,2,51,52,strength_dps,armor,,9,4,27394,8311,53,80,0.0,
209871,Warrior,Blessed Treads of the Orgrimmar Guard,2,32,35,strength_dps,armor,,8,3,26030,7417,34,52,0.0,
209872,Warrior,Coin of the Lost Crown,2,58,80,tank,trinket,,12,0,38129,25994,87,0,0.0,
209873,Warrior,Battlehelm of Crimson Watch,2,56,63,strength_dps,armor,,1,4,26893,14979,64,250,0.0,
209874,Warrior,Forsworn Greataxe of the Earth Spirit,2,9,10,strength_dps,2h_axe,2h_axe,17,1,8531,4562,10,0,6.875,
209875,Warrior,Crusher of the Drake Rider,3,67,118,strength_dps,1h_mace,1h_mace,13,4,41771,27741,115,0,43.125,
209876,Warrior,Frostscarred Ringlet,2,62,97,tank,finger,,11,0,38674,28044,90,0,0.0,
209877,Warrior,Thunderkeeper's Girdle,3,62,100,strength_dps,armor,,6,4,43730,31227,91,340,0.0,
209878,Warrior,Darkmoon Greaves of the Bronze Flight,2,54,55,strength_dps,armor,,8,4,27392,8316,53,170,0.0,
209879,Warrior,Amulet of the Frozen Crown,3,65,110,strength_dps,neck,,2,0,33808,28321,115,0,0.0,
209880,Warrior,The Hateful Sabatons,4,76,168,tank,armor,,8,4,54510,35614,167,799,0.0,
209881,Warrior,Stonebound Mail of Wild Path,2,36,38,strength_dps,armor,,5,3,25787,9866,38,99,0.0,
209882,Warrior,Savage Brooch of Dragonblight,3,25,32,tank,neck,,2,0,6497,13084,35,0,0.0,
209883,Warrior,Visor of Red Moon,3,74,162,tank,armor,,1,4,52302,37787,154,886,0.0,
209884,Warrior,Embersteel Greathelm of the Dark Ritual,3,73,151,tank,armor,,1,4,51288,38104,146,834,0.0,
209885,Warrior,Skyforged Traveling Cloak,3,45,52,tank,back,,16,1,32069,19527,53,23,0.0,
209886,Warrior,Waistguard of the Sun Crown,3,29,35,tank,armor,,6,3,12981,6742,36,51,0.0,
209887,Warrior,Headplate of the Silver Hand,2,78,185,tank,armor,,1,4,51773,36399,182,930,0.0,
209888,Warrior,"Battleplate Legguards, Bleak Ice",2,61,91,strength_dps,armor,,7,4,38362,24947,90,454,0.0,
209889,Warrior,The Nightsteel Necklace,3,55,62,strength_dps,neck,,2,0,32714,19575,60,0,0.0,
209890,Warrior,Glittering War Greaves of Dragonblight,3,79,194,strength_dps,armor,,8,4,53004,41348,187,892,0.0,
209891,Warrior,The Gray Morningstar,3,17,21,strength_dps,1h_mace,1h_mace,13,4,9117,1483,21,0,14.423,
209892,Warrior,Lightlord's Runemaul of the Silent Watch,2,14,17,strength_dps,2h_mace,2h_mace,17,5,38269,26052,16,0,11.212,
209893,Warrior,Cracked Spaulders of Halls of Reflection,2,35,42,tank,armor,,3,3,25822,7491,43,74,0.0,
209894,Warrior,Iron King's Oathforged Shoulderguards,3,28,29,tank,armor,,3,3,28444,13131,29,52,0.0,
209895,Warrior,Great Cleaver of the Broken Banner,3,75,169,strength_dps,2h_axe,2h_axe,17,1,52456,37811,146,0,144.143,
209896,Warrior,"Warbelt, Bloodfang Mark",3,24,26,strength_dps,armor,,6,3,52166,51978,25,39,0.0,
209897,Warrior,Runesword of Grizzlemaw,2,47,53,strength_dps,2h_sword,2h_sword,17,8,28347,15254,54,0,40.147,
209898,Warrior,"Legguards, Grey Quarrel",2,75,165,tank,armor,,7,4,51955,36360,162,918,0.0,
209899,Warrior,Silent Keeper's Bright Greaves,2,56,60,tank,armor,,7,4,26336,10382,62,281,0.0,
209900,Warrior,Frozen Keeper's Belt,2,27,34,tank,armor,,6,3,25784,9869,35,45,0.0,
209901,Warrior,"Ghostly Chestplate, Lost King's Oath",2,49,56,strength_dps,armor,,5,4,27416,10275,60,289,0.0,
209902,Warrior,Hellforged Waistchain,3,5,12,strength_dps,armor,,6,3,7932,5425,20,16,0.0,
209903,Warrior,Warbracers of the Stratholme,2,58,80,strength_dps,armor,,9,4,40766,24933,84,138,0.0,
209904,Warrior,Waistplate of the Lost Promise,3,47,49,strength_dps,armor,,6,4,28640,10798,51,137,0.0,
209905,Warrior,Grim Hex Wallshield,3,66,115,tank,shield,,14,6,43238,27887,112,3022,0.0,
209906,Warrior,Choker of Blackened Sky,2,20,23,strength_dps,neck,,2,0,6539,25438,18,0,0.0,
209907,Warrior,Fireforged Gauntlets,4,77,178,tank,armor,,10,4,55003,35651,175,752,0.0,
209908,Warrior,Mana Death Cudgel,2,16,20,strength_dps,1h_mace,1h_mace,13,4,28314,15222,19,0,10.0,
209909,Warrior,Rotting Bonecrusher of the Ivory Crown,2,3,6,strength_dps,2h_mace,2h_mace,17,5,6806,3440,13,0,3.906,
209910,Warrior,Astral Gaze Greaves,3,77,178,strength_dps,armor,,7,4,56183,44240,187,1179,0.0,
209911,Warrior,War Bow of Bone Lord,2,61,97,tank,bow,bow,15,2,39007,25245,96,0,50.37,
209912,Warrior,"Blacksteel Legmail, Wyrm King's Oath",2,4,5,tank,armor,,7,3,37200,24440,11,9,0.0,
209913,Warrior,"Soulmarked Drape, Blood King's Oath",3,51,58,strength_dps,back,,16,1,30832,18496,60,26,0.0,
209914,Warrior,Sorrowful Pauldrons of Bone Wastes,4,80,226,strength_dps,armor,,3,4,58268,46227,226,1246,0.0,4|2
209915,Warrior,Dawnkeeper's Band of the Frozen Road,3,16,19,strength_dps,finger,,11,0,31800,30804,23,0,0.0,
209916,Warrior,Battle Girdle of Scourge March,4,64,107,strength_dps,armor,,6,4,40516,28733,115,379,0.0,
209917,Warrior,Armguards of Valiance Keep,3,26,31,strength_dps,armor,,9,3,6977,4438,30,27,0.0,
209918,Warrior,Barbed Girdle,2,67,116,strength_dps,armor,,6,4,39868,25006,114,355,0.0,
209919,Warrior,Ebon Dragonbow of the Shadow King,2,6,8,strength_dps,bow,bow,15,2,18350,8180,11,0,5.0,
209920,Warrior,Shoulderplates of the Scourge Watch,2,75,169,strength_dps,armor,,3,4,55306,43865,171,703,0.0,
209921,Warrior,Sunhallowed Wrap of Wyrm Forge,2,39,42,tank,back,,16,1,15246,4114,42,16,0.0,
209922,Warrior,Jagged Legplates,3,56,57,tank,armor,,7,4,29963,16732,61,298,0.0,
209923,Warrior,Battleworn Treads of the Iron King,2,38,39,strength_dps,armor,,8,3,27115,15576,39,61,0.0,
209924,Warrior,"Great Hauberk, Starfire Wing",2,6,7,tank,armor,,5,3,26936,15479,11,15,0.0,
209925,Warrior,Neckchain of the Sunreaver Host,2,54,55,strength_dps,neck,,2,0,31604,21764,47,0,0.0,
209926,Warrior,"Unyielding Treads, Bloodmage's Oath",2,28,33,tank,armor,,8,3,27771,10409,32,49,0.0,
209927,Warrior,"Starsteel Great Hauberk, Rune King's Oath",2,5,10,strength_dps,armor,,5,3,12944,6195,15,22,0.0,
209928,Warrior,Highlord's Thunderforged Raider Axe,2,15,17,strength_dps,1h_axe,1h_axe,13,0,19271,826,15,0,9.107,
209929,Warrior,Cruel War Leggings of Titan Watch,3,44,51,strength_dps,armor,,7,4,29880,17711,54,256,0.0,
209930,Warrior,Sun King's Torque,2,37,41,strength_dps,neck,,2,0,7899,7746,41,0,0.0,
209931,Warrior,Titanforged War Leggings of Wild Heart,2,6,10,strength_dps,armor,,7,3,26932,3282,12,20,0.0,
209932,Warrior,Rune-etched Shroud of Ancient Thorn,3,17,22,tank,back,,16,1,32072,20428,23,9,0.0,
209933,Warrior,The Unwavering Handguards,3,46,51,strength_dps,armor,,10,4,25747,12631,58,147,0.0,
209934,Warrior,Battlesage's Amulet of the Midnight Crown,3,66,110,strength_dps,neck,,2,0,43085,27495,115,0,0.0,
209935,Warrior,"Traveling Cloak, Holy Tongue",2,52,57,strength_dps,back,,16,1,28210,12113,56,23,0.0,
209936,Warrior,Battlemage's Aged Gemmed Band,4,64,107,tank,finger,,11,0,40518,29277,110,0,0.0,
209937,Warrior,Tombwarden's Warhammer of the Bleak Shore,3,56,59,strength_dps,1h_mace,1h_mace,13,4,31126,18683,61,0,38.0,
209938,Warrior,Earthforged Cuirass,3,64,108,tank,armor,,5,4,44078,31548,109,748,0.0,
209939,Warrior,"Dreadforged Seal, Icewarden's Oath",2,34,41,strength_dps,finger,,11,0,14436,1993,36,0,0.0,
209940,Warrior,The Argent Hourglass,2,61,94,strength_dps,trinket,,12,0,38129,25994,87,0,0.0,
209941,Warrior,"Runeforged Helm, Moonkeeper's Oath",2,72,142,strength_dps,armor,,1,4,54816,40942,142,655,0.0,
209942,Warrior,Icewarden's Legguards of the Silver Dawn,3,75,169,strength_dps,armor,,7,4,56964,44677,174,1076,0.0,
209943,Warrior,Warden's Execution Blade of the Iron Crown,3,75,162,strength_dps,2h_sword,2h_sword,17,8,50599,35618,171,0,130.938,
209944,Warrior,Battleplate of the Frozen Throne,3,77,181,strength_dps,armor,,5,4,52338,35588,179,1353,0.0,8
209945,Warrior,First Keeper's Dawnforged Girdle,3,73,154,tank,armor,,6,4,56930,44670,159,551,0.0,
209946,Warrior,Leafbound Shoulderguards of Fallen Watch,2,21,24,tank,armor,,3,3,26975,15513,25,39,0.0,
209947,Warrior,Snowbound Handguards,2,14,21,tank,armor,,10,3,6842,1448,20,25,0.0,
209948,Warrior,Great Gauntlets of Sable Crown,2,59,86,strength_dps,armor,,10,4,40763,24929,84,241,0.0,
209949,Warrior,Last Queen's Belt of the Stormcaller,2,9,10,strength_dps,armor,,6,3,27029,15492,15,12,0.0,
209950,Warrior,Sunhallowed Executioner of the Lich King,2,66,111,strength_dps,2h_axe,2h_axe,17,1,38682,23503,105,0,77.286,
209951,Warrior,Hammered Wristplates of Emerald Moon,4,80,258,strength_dps,armor,,9,4,64779,51563,251,632,0.0,8
209952,Warrior,Handplates of the Holy Guard,3,78,188,tank,armor,,10,4,51932,36995,187,695,0.0,
209953,Warrior,"Bearded Axe, Lion Keeper",2,39,43,tank,2h_axe,2h_axe,17,1,19302,9626,42,0,32.273,
209954,Warrior,The Sable Gauntlets,3,28,30,strength_dps,armor,,10,3,52164,51980,35,44,0.0,
209955,Warrior,First Warden's Sledge,3,40,43,strength_dps,2h_mace,2h_mace,17,5,18324,9423,45,0,36.875,
209956,Warrior,Earthforged Waistchain of Soul Watch,2,24,26,strength_dps,armor,,6,3,25781,4707,26,33,0.0,
209957,Warrior,Plaguekeeper's Vigilant Armplates,2,48,55,strength_dps,armor,,3,4,27414,10170,56,183,0.0,
209958,Warrior,Stormcaller's Darkmoon Legmail,2,28,33,strength_dps,armor,,7,3,25805,6386,30,79,0.0,
209959,Warrior,Warmaster Leggings of the Silver Promise,2,19,23,strength_dps,armor,,7,3,26974,15511,24,52,0.0,
209960,Warrior,"Everfrost Mail, Titanguard's Oath",2,6,9,strength_dps,armor,,5,3,36997,24107,10,21,0.0,
209961,Warrior,Twilightwarden's Dragonsteel Battlehelm,2,67,118,strength_dps,armor,,1,4,48246,25018,117,532,0.0,
209962,Warrior,Deathguard's Mark of the First Flame,3,67,117,strength_dps,finger,,11,0,43104,28211,115,0,0.0,2
209963,Warrior,Wargrips of Earthshaper,3,77,178,strength_dps,armor,,10,4,55003,35651,175,683,0.0,
209964,Warrior,Warder Cloak of the Silent Watch,3,37,42,strength_dps,back,,16,1,28602,13121,38,18,0.0,
209965,Warrior,"Fernwoven Headplate, Dreamwarden's Oath",2,56,57,strength_dps,armor,,1,4,27423,10279,58,219,0.0,
209966,Warrior,Sabatons of Frost Oath,2,41,46,tank,armor,,8,4,27905,14911,46,134,0.0,
209967,Warrior,"Ornate Visor, Worldwarden's Oath",3,40,43,strength_dps,armor,,1,4,16093,7922,43,179,0.0,
209968,Warrior,Scourgebound War Musket of Ice Moon,3,76,177,strength_dps,gun,gun,26,3,52011,39688,167,0,104.667,4
209969,Warrior,The Darkforged Wristplates,2,54,56,strength_dps,armor,,9,4,26878,14869,58,90,0.0,
209970,Warrior,Mountainborn War Leggings,3,59,84,tank,armor,,7,4,43138,24456,94,482,0.0,
209971,Warrior,Rimewalker's Battle Girdle of the Coldarra,3,65,108,strength_dps,armor,,6,4,43345,30962,109,365,0.0,
209972,Warrior,Dragonkeeper's Waistplate,3,80,200,tank,armor,,6,4,51934,37826,200,785,0.0,
209973,Warrior,"War Leggings, Hammer Vow",2,29,36,tank,armor,,7,3,25812,6402,36,87,0.0,
209974,Warrior,Ironclad Hauberk,2,37,43,tank,armor,,5,3,8678,1677,46,120,0.0,
