reference_entry,displayid,item_level,quality
13396,24106,57,3
13397,24108,61,3
13399,24109,59,3
13400,24110,59,3
13402,33114,59,3
13404,41843,57,3
13405,24115,57,3
13409,24120,57,3
13473,23715,54,2
13498,24162,60,3
13502,24164,63,3
13515,1236,60,3
13525,24177,62,2
13526,24178,62,2
13527,24179,62,2
13528,24180,62,2
13529,4107,61,3
13530,24181,61,2
13531,24182,61,2
13532,24183,61,2
13533,24185,61,2
13534,24186,60,3
13535,24189,60,2
13538,24193,60,2
13539,24194,60,2
13544,24220,60,2
13631,19804,1,0
13632,24370,1,0
13732,24563,1,1
13790,24556,1,1
13793,24557,1,1
13811,6502,60,2
13812,24569,58,2
13856,25235,51,2
13857,25207,52,2
13858,24601,52,2
13860,25232,53,2
13863,25231,55,2
13864,25233,56,2
13865,25208,57,2
13866,25230,59,2
13867,25236,61,2
13868,24612,51,2
13869,24610,51,2
13870,24616,53,2
13871,24615,56,2
13936,25659,62,3
13937,45947,62,4
13938,24743,62,3
13944,28632,62,3
13950,24748,62,3
13951,24749,62,3
13952,28782,62,3
13953,24756,62,3
13955,24777,61,3
13957,24768,61,3
13958,24767,60,3
13959,30535,60,3
13961,24772,60,3
13962,30391,60,3
13963,29016,60,3
13964,24775,62,3
13965,24776,63,3
13966,24778,63,3
13967,28604,61,3
14025,25881,17,2
14042,24893,52,2
14043,24896,54,2
14044,23422,55,2
14045,24895,56,2
14087,25864,8,1
14090,7533,11,2
14091,25869,11,2
14093,25863,9,1
14094,25873,11,2
14096,25880,16,2
14097,25876,14,2
14100,15820,54,2
14103,24928,55,2
14104,24927,58,2
14106,24932,61,2
14108,24935,57,2
14109,25877,16,2
14111,24933,58,2
14112,24934,62,2
14113,25858,15,2
14114,25857,16,2
14117,14542,16,2
14119,11421,17,2
14120,16531,20,2
14121,17462,20,2
14123,25916,17,2
14128,24945,60,2
14129,25929,20,2
14130,24942,61,2
14131,25915,19,2
14132,24943,55,2
14133,25952,24,2
14134,24946,55,3
14136,25834,57,3
14138,25228,60,3
14139,24966,61,3
14141,25571,55,2
14142,24977,54,2
14143,24978,53,2
14145,24981,18,3
14147,24982,18,3
14148,24983,18,3
14149,24985,18,3
14150,24988,18,3
14151,24990,18,3
14153,25201,62,4
14154,25203,62,4
14158,9996,26,2
14159,25893,22,2
14161,23101,18,2
14162,11144,23,2
14163,25894,26,2
14165,25890,25,2
14166,28050,19,2
14167,28054,19,2
14171,13679,22,2
14172,28098,23,2
14173,28051,20,2
14175,28052,23,2
14176,9184,26,2
14177,25970,26,2
14178,26302,31,2
14180,26023,30,2
14181,25971,28,2
14183,25974,30,2
14184,25976,30,2
14185,25969,27,2
14186,25986,29,2
14187,14640,28,2
14188,23138,27,2
14190,25984,31,2
14191,25987,30,2
14192,25989,31,2
14193,18887,31,2
14194,28730,28,2
14195,14645,29,2
14196,26008,32,2
14197,26004,30,2
14198,26006,31,2
14199,26007,33,2
14200,15293,35,2
14202,26049,36,2
14203,16719,35,2
14204,26011,36,2
14205,26005,32,2
14207,26021,36,2
14208,26308,36,2
14209,26022,33,2
14210,26015,32,2
14211,26020,34,2
14212,28729,35,2
14213,26017,37,2
14215,25973,37,2
14216,26051,41,2
14217,24113,36,2
14219,26045,34,2
14220,26044,40,2
14221,26042,35,2
14222,26050,37,2
14223,26054,38,2
14224,26052,39,2
14225,26053,41,2
14226,26055,37,2
14228,26059,41,2
14229,26057,36,2
14230,26063,42,2
14231,26062,38,2
14232,26068,39,2
14233,26061,40,2
14234,26067,42,2
14235,26058,37,2
14236,26066,38,2
14238,26100,41,2
14239,26101,39,2
14241,26102,41,2
14243,26104,43,2
14244,28991,46,2
14245,24624,41,2
14246,26309,44,2
14247,26116,44,2
14250,26117,42,2
14251,26112,40,2
14252,18992,45,2
14253,26113,43,2
14254,26119,47,2
14255,26111,42,2
14258,26190,45,2
14259,26186,46,2
14260,26187,44,2
14261,26189,43,2
14262,26193,45,2
14263,41844,48,2
14264,26196,48,2
14265,26198,51,2
14266,26195,47,2
14267,26192,51,2
14269,26145,47,2
14271,26307,49,2
14272,26143,47,2
14273,26147,48,2
14274,26144,51,2
14275,26142,52,2
14276,26138,47,2
14277,26311,52,2
14278,27928,50,2
14280,26137,48,2
14281,26128,53,2
14282,26132,50,2
14283,26124,54,2
14284,26131,56,2
14285,26134,50,2
14286,26136,50,2
14287,27927,56,2
14288,26203,57,2
14289,25098,51,2
14290,26206,51,2
14291,26205,50,2
14292,26215,49,2
14293,26214,55,2
14294,26208,51,2
14295,26212,55,2
14296,26213,52,2
14297,26211,57,2
14298,26281,56,2
14299,26268,54,2
14300,26271,52,2
14301,26266,53,2
14302,26275,56,2
14303,18834,60,2
14304,26280,55,2
14305,26282,57,2
14306,26279,60,2
14307,26277,59,2
14308,26256,61,2
14309,26252,56,2
14310,26261,58,2
14311,26253,55,2
14312,26255,61,2
14313,26262,54,2
14314,26258,58,2
14315,26260,59,2
14316,26263,59,2
14317,26254,61,2
14318,26288,63,2
14319,26285,59,2
14320,26287,57,2
14321,26299,55,2
14322,26292,62,2
14323,26290,60,2
14324,26300,60,2
14325,26298,61,2
14326,28993,63,2
14327,26284,58,2
14328,26219,65,2
14329,26225,62,2
14330,26216,61,2
14331,26227,58,2
14333,26222,63,2
14334,26223,63,2
14335,26229,63,2
14336,26226,65,2
14337,26221,61,2
14340,25039,62,3
14365,25884,15,2
14367,25885,19,2
14369,25888,23,2
14370,10079,19,2
14371,25889,23,2
14372,25954,28,2
14373,25957,25,2
14374,25966,24,2
14375,25959,25,2
14376,25958,22,2
14377,25961,26,2
14378,25965,27,2
14379,25968,29,2
14380,25956,28,2
14382,17251,1,1
14383,17262,1,1
14384,17256,1,1
14386,17274,1,1
14387,17255,1,1
14388,17252,1,1
14390,17261,1,1
14394,20550,1,1
14397,27872,32,2
14398,26003,33,2
14399,25995,31,2
14400,25997,29,2
14401,25996,33,2
14402,25994,29,2
14403,25999,31,2
14404,12973,33,2
14405,27873,33,2
14406,25998,30,2
14407,26028,39,2
14409,26027,33,2
14410,26033,38,2
14411,26029,35,2
14412,26035,36,2
14413,26038,39,2
14414,26024,34,2
14416,26025,34,2
14417,26084,44,2
14419,26079,38,2
14420,26080,38,2
14421,26093,42,2
14422,26081,40,2
14423,26096,40,2
14424,26083,42,2
14425,26092,44,2
14426,16781,39,2
14427,26161,49,2
14428,26153,44,2
14429,26151,43,2
14430,26175,42,2
14431,26154,44,2
14433,26159,46,2
14434,26174,49,2
14435,26149,43,2
14436,26150,46,2
14440,26201,46,2
14441,41845,50,2
14447,26171,53,2
14449,26170,57,2
14450,26184,51,2
14451,18423,53,2
14452,26182,54,2
14453,26157,59,2
14454,26169,53,2
14455,26178,59,2
14456,26240,64,2
14457,26235,58,2
14458,26231,60,2
14459,26233,57,2
14460,26243,63,2
14461,26236,62,2
14462,26238,62,2
14463,26247,62,2
14464,27228,64,2
14465,26230,60,2
14487,25096,62,3
14502,28757,62,3
14503,25104,62,3
14522,25111,62,3
14525,25116,62,3
14528,25138,62,3
14531,25148,59,3
14536,25157,61,3
14537,25160,62,3
14538,28705,62,3
14539,25166,62,3
14541,25649,61,3
14543,28703,62,3
14545,25169,62,3
14548,28817,62,3
14551,28280,49,4
14552,28282,55,4
14553,28386,61,4
14554,25343,62,4
14559,27520,18,2
14560,27524,19,2
14562,27518,23,2
14563,27525,17,2
14564,27519,19,2
14565,27522,21,2
14566,27523,25,2
14569,13355,22,2
14570,27669,28,2
14571,27673,21,2
14572,27672,24,2
14574,27670,26,2
14577,28715,61,3
14578,27963,29,2
14579,27965,31,2
14580,27964,27,2
14581,27962,33,2
14582,27584,28,2
14583,27966,32,2
14584,27968,35,2
14585,27967,32,2
14588,27976,36,2
14589,9169,37,2
14590,14770,35,2
14592,27979,40,2
14593,27980,35,2
14594,27977,37,2
14595,27975,38,2
14596,27978,38,2
14598,27983,40,2
14599,27982,42,2
14600,27985,40,2
14602,27986,39,2
14603,27988,41,2
14604,27987,45,2
14605,27984,43,2
14607,27981,37,2
14614,25219,61,3
14616,25220,61,3
14620,25225,61,3
14621,25227,61,3
14622,25224,61,3
14626,25245,61,3
14632,25255,61,3
14633,25247,61,3
14636,25248,61,3
14637,25249,61,3
14638,26966,61,3
14640,25253,61,3
14641,11571,61,3
14652,27579,45,2
14653,18944,46,2
14654,27582,44,2
14655,27576,49,2
14657,27577,46,2
14658,27581,49,2
14659,27578,47,2
14660,27580,47,2
14661,27566,49,2
14662,27568,51,2
14663,27565,48,2
14664,27564,54,2
14665,27573,48,2
14666,27567,51,2
14667,27572,53,2
14668,27570,52,2
14669,27569,51,2
14670,27649,59,2
14673,27653,52,2
14675,27648,56,2
14676,21299,58,2
14677,27651,58,2
14678,27652,57,2
14722,26983,17,2
14723,26982,17,2
14725,26987,17,2
14726,26985,18,2
14727,26986,19,2
14730,26984,23,2
14742,27009,24,2
14743,27007,22,2
14744,27010,28,2
14745,27011,20,2
14746,27008,22,2
14747,27012,23,2
14748,27013,25,2
14749,27014,26,2
14751,27034,33,2
14752,27033,27,2
14753,27191,33,2
14754,27027,29,2
14756,27035,29,2
14757,27028,32,2
14758,27030,31,2
14759,27048,34,2
14760,27049,39,2
14761,27046,34,2
14762,27047,37,2
14763,27051,32,2
14764,27053,35,2
14765,27052,38,2
14766,27050,37,2
14767,27054,38,2
14768,27092,44,2
14769,27093,42,2
14770,27091,40,2
14771,26141,39,2
14772,29007,40,2
14773,27094,39,2
14774,28175,43,2
14775,27097,43,2
14776,27096,43,2
14777,27099,44,2
14778,21756,45,2
14779,27147,49,2
14780,20833,49,2
14781,27152,44,2
14782,27148,45,2
14783,27146,46,2
14784,27149,46,2
14785,27151,48,2
14786,27150,47,2
14787,16079,47,2
14788,27154,49,2
14789,27155,54,2
14790,27162,54,2
14791,27161,48,2
14792,27156,50,2
14793,27159,50,2
14794,27158,50,2
14796,27157,53,2
14797,27160,51,2
14798,27194,59,2
14799,27192,58,2
14801,27197,52,2
14802,27196,55,2
14803,27185,55,2
14804,29938,58,2
14805,27195,57,2
14806,23490,57,2
14807,27193,53,2
14809,27827,62,2
14810,27136,59,2
14811,27138,64,2
14813,27143,57,2
14814,28986,63,2
14815,27536,62,2
14816,27140,62,2
14817,27142,62,2
14821,26811,43,2
14825,25134,43,2
14827,26810,41,2
14828,26813,42,2
14829,26814,42,2
14831,27182,43,2
14833,29015,44,2
14834,26685,43,2
14835,26687,48,2
14838,26686,43,2
14840,26691,47,2
14841,26688,44,2
14842,26693,48,2
14843,26692,46,2
14844,26820,54,2
14846,27190,50,2
14847,26819,49,2
14848,26822,50,2
14849,27186,53,2
14850,26824,52,2
14851,26825,51,2
14853,26821,48,2
14854,26846,59,2
14855,26847,55,2
14856,26848,54,2
14857,26850,54,2
14858,28985,58,2
14859,26849,57,2
14860,27876,56,2
14861,19760,52,2
14862,26880,63,2
14863,26881,60,2
14864,26879,59,2
14865,26883,60,2
14866,27180,62,2
14867,26884,62,2
14868,26885,61,2
14869,26878,58,2
14886,25509,5,1
14895,26654,41,2
14900,26651,40,2
14901,26655,41,2
14904,27899,50,2
14905,27901,45,2
14906,27902,44,2
14907,27906,48,2
14908,27900,48,2
14909,27904,45,2
14910,27903,44,2
14911,27905,46,2
14912,11925,50,2
14913,26799,49,2
14914,26794,46,2
14915,26795,53,2
14917,26798,48,2
14918,26792,47,2
14919,27839,52,2
14920,26800,51,2
14921,26797,49,2
14922,26874,53,2
14923,26869,50,2
14924,26871,57,2
14925,28015,57,2
14926,26872,53,2
14927,26870,52,2
14928,26873,55,2
14929,26875,54,2
14931,27932,62,2
14933,27934,58,2
14934,27935,57,2
14935,27942,60,2
14936,27938,61,2
14937,27940,59,2
14938,27933,56,2
14939,26636,46,2
14940,26643,43,2
14941,26454,42,2
14942,26640,42,2
14944,27512,45,2
14945,26641,45,2
14946,26645,43,2
14948,26838,51,2
14949,28996,47,2
14950,26836,46,2
14951,26842,47,2
14952,26257,50,2
14953,26840,49,2
14954,26844,51,2
14955,26843,47,2
14956,26837,45,2
14957,26833,51,2
14958,26827,56,2
14959,26830,52,2
14960,26828,51,2
14961,27835,55,2
14962,26831,54,2
14963,26834,53,2
14965,26829,49,2
14966,26859,61,2
14967,27833,56,2
14968,26856,55,2
14969,28024,59,2
14970,26861,58,2
14971,26864,57,2
14972,26862,56,2
14974,26857,55,2
14975,26890,65,2
14976,26888,61,2
14977,26889,60,2
14978,27832,63,2
14979,26893,64,2
14980,26891,63,2
14981,26894,62,2
14983,26887,59,2
15003,28007,8,1
15004,7537,9,1
15009,28008,11,2
15010,9536,11,2
15011,27668,15,2
15012,14276,16,2
15014,28579,17,2
15016,27990,16,2
15017,27991,19,2
15018,3390,20,2
15045,25671,52,3
15046,25673,54,3
15047,25675,61,3
15048,25676,57,3
15049,25677,59,3
15050,27943,58,3
15051,27945,60,3
15052,27944,60,3
15053,25682,57,2
15054,25683,54,2
15055,25685,61,2
15056,8682,57,3
15057,25686,55,3
15058,25687,59,3
15059,25688,60,3
15060,25694,57,3
15061,25695,54,3
15062,26071,60,3
15063,26072,58,3
15066,25699,58,3
15069,25701,57,2
15070,25702,59,2
15071,25703,55,2
15072,25705,56,2
15073,25709,55,2
15074,25706,53,2
15075,25704,58,2
15077,25720,51,2
15078,25718,55,2
15079,25714,57,2
15080,28976,59,2
15081,25713,61,2
15082,25719,56,2
15083,25724,52,2
15084,25726,53,2
15085,25721,61,2
15086,25729,56,2
15087,25722,58,2
15088,25728,60,2
15090,25731,62,2
15091,25735,54,2
15092,25736,55,2
15093,25737,56,2
15094,25739,58,2
15095,25732,60,2
15096,25734,62,2
15104,28432,39,3
15105,28231,40,2
15106,28236,40,2
15109,28225,25,2
15110,27880,20,2
15111,1981,21,2
15112,27879,20,2
15113,2211,23,2
15114,27514,19,2
15115,27878,22,2
15118,27877,26,2
15119,26177,56,2
15120,27887,26,2
15121,1966,28,2
15122,27888,25,2
15124,27693,25,2
15126,27884,29,2
15127,6775,30,2
15128,27882,31,2
15129,27886,31,2
15130,9548,34,2
15131,27710,32,2
15132,27706,29,2
15133,27720,33,2
15134,27711,37,2
15135,28563,30,2
15136,27708,31,2
15137,27715,33,2
15138,25921,60,3
15139,27712,33,2
15140,27713,34,2
15142,27685,35,2
15143,3652,33,2
15144,27689,37,2
15146,27687,39,2
15147,27686,33,2
15148,27684,34,2
15150,27688,36,2
15152,27725,41,2
15153,23048,37,2
15154,27724,38,2
15155,27722,39,2
15156,27734,43,2
15157,27723,41,2
15158,27732,40,2
15159,27728,42,2
15160,27727,39,2
15161,18980,43,2
15162,27916,45,2
15163,27922,43,2
15164,27914,47,2
15165,22253,42,2
15166,27921,45,2
15167,28979,48,2
15169,27920,44,2
15170,27586,52,2
15171,11832,50,2
15172,27589,47,2
15173,27593,46,2
15174,27591,50,2
15175,27907,51,2
15177,27592,49,2
15178,27590,47,2
15179,27663,57,2
15180,27560,53,2
15181,27562,55,2
15182,28584,51,2
15183,24159,50,2
15184,27661,54,2
15185,56052,57,2
15186,27662,55,2
15187,27664,54,2
15188,27632,57,2
15189,27634,60,2
15190,23051,55,2
15192,27635,60,2
15193,28022,62,2
15194,28019,61,2
15195,28018,62,2
15200,30797,35,3
15203,28189,18,2
15205,28229,20,2
15210,28544,16,2
15211,28567,22,2
15212,28527,27,2
15213,28570,36,2
15214,28561,40,2
15215,28528,45,2
15216,28530,51,2
15217,28458,54,2
15218,28346,57,2
15219,13078,59,2
15220,28316,62,2
15221,28552,65,2
15222,28314,19,2
15223,28571,24,2
15224,28318,25,2
15225,28521,33,2
15226,28531,37,2
15227,28508,49,2
15228,28512,53,2
15230,28539,25,2
15231,28469,31,2
15232,28542,33,2
15233,28525,39,2
15234,5640,40,2
15235,28341,48,2
15236,28566,52,2
15237,28338,55,2
15238,28459,58,2
15239,28523,61,2
15240,28504,64,2
15242,28568,30,2
15243,28348,36,2
15244,3175,42,2
15246,20299,62,2
15247,28327,64,2
15248,28535,20,2
15249,20080,26,2
15250,28536,32,2
15251,28546,43,2
15252,28465,49,2
15253,28321,52,2
15254,28347,54,2
15255,28529,57,2
15256,28576,59,2
15257,26589,62,2
15258,28517,65,2
15259,28548,25,2
15260,28468,38,2
15261,28524,40,2
15262,28540,46,2
15263,28534,50,2
15264,28311,56,2
15265,28499,58,2
15266,28526,61,2
15267,28674,63,2
15268,28460,16,2
15269,28573,24,2
15270,28533,46,2
15271,28334,56,2
15272,28541,59,2
15274,22144,52,2
15275,28467,54,2
15276,28580,58,2
15278,28502,60,2
15279,28569,51,2
15280,28457,53,2
15281,28538,57,2
15282,28518,60,2
15283,28577,64,2
15284,28572,29,2
15285,28308,32,2
15286,28575,35,2
15287,28344,45,2
15288,28322,61,2
15289,28309,65,2
15291,28543,51,2
15294,28515,53,2
15295,28547,55,2
15296,28545,63,2
15298,28017,13,2
15303,28014,14,2
15304,12369,16,2
15305,28039,18,2
15309,28042,15,2
15311,11382,22,2
15312,14522,20,2
15322,6591,39,2
15323,28557,50,2
15324,28331,56,2
15329,27998,24,2
15330,27999,25,2
15331,28001,23,2
15333,28006,22,2
15334,28005,27,2
15335,28093,14,2
15336,28003,27,2
15337,27683,29,2
15338,28002,28,2
15339,27680,34,2
15340,27679,27,2
15341,27678,30,2
15342,28583,30,2
15343,27677,30,2
15344,27681,31,2
15345,27682,31,2
15347,27674,28,2
15348,27675,26,2
15349,11953,33,2
15350,27702,34,2
15351,27699,30,2
15353,29134,38,2
15354,27700,32,2
15355,27701,34,2
15357,27703,35,2
15358,27704,35,2
15359,27956,41,2
15360,27954,38,2
15361,27958,37,2
15362,27957,39,2
15363,27959,42,2
15364,27960,36,2
15365,27955,38,2
15370,27969,44,2
15371,27974,41,2
15372,27970,43,2
15373,27973,47,2
15375,19008,43,2
15376,27971,46,2
15377,27972,42,2
15378,14702,46,2
15382,23018,45,2
15384,23544,50,2
15385,27555,49,2
15386,27553,48,2
15387,27655,50,2
15388,27654,52,2
15389,13343,53,2
15390,27656,56,2
15391,27660,56,2
15392,27658,49,2
15393,27657,52,2
15394,32816,54,2
15396,26602,14,2
15399,28149,14,2
15403,28243,18,2
15405,9529,17,2
15406,28138,17,2
15418,27412,63,3
15425,28033,55,2
15426,28031,58,2
15428,28030,56,2
15429,28034,58,2
15430,28035,60,2
15431,28029,59,2
15432,28037,58,2
15433,28028,61,2
15434,27616,61,2
15436,27608,60,2
15438,29013,63,2
15439,28850,64,2
15440,27615,63,2
15441,27618,63,2
15442,27610,65,2
15443,28199,18,2
15444,28228,18,2
15445,28191,18,2
15450,28147,18,2
15451,2922,18,2
15452,28168,18,2
15453,28247,18,2
15455,28323,37,2
15456,17155,37,2
15457,26012,28,2
15458,28192,28,2
15459,28275,28,2
15461,26086,25,2
15462,28286,25,2
15463,28288,25,2
15464,28096,28,2
15465,28216,28,2
15468,28303,29,2
15469,28302,29,2
15470,28290,29,2
15471,28266,29,2
15472,26937,9,1
15473,26939,10,1
15474,26938,8,1
15476,28998,10,1
15477,26941,11,2
15479,26936,11,2
15485,26955,14,2
15486,26959,12,2
15487,26957,16,2
15488,27004,21,2
15489,27001,16,2
15491,27000,15,2
15492,27029,15,2
15493,26998,18,2
15495,27005,15,2
15497,27127,19,2
15498,27541,20,2
15499,26993,18,2
15500,26990,24,2
15501,26991,17,2
15502,26994,20,2
15503,26995,22,2
15504,26855,22,2
15506,26970,21,2
15507,26971,19,2
15508,26977,19,2
15509,26973,21,2
15510,26969,20,2
15511,26974,24,2
15512,26978,24,2
15513,26975,25,2
15514,26972,26,2
15515,26960,25,2
15516,26964,27,2
15517,24793,25,2
15518,26961,30,2
15519,26962,23,2
15520,26963,26,2
15521,26968,27,2
15523,26965,27,2
15524,27081,31,2
15525,27540,28,2
15526,27082,24,2
15527,27075,27,2
15528,27079,26,2
15529,27076,29,2
15530,27084,31,2
15531,27080,30,2
15532,27074,26,2
15533,27083,31,2
15534,27037,31,2
15535,27038,29,2
15536,27039,34,2
15537,27040,28,2
15538,27041,30,2
15539,27045,30,2
15540,27042,34,2
15541,27043,33,2
15542,27044,32,2
15544,27022,32,2
15545,27017,30,2
15546,27018,36,2
15547,26951,29,2
15548,27019,32,2
15549,27016,31,2
15551,27020,35,2
15552,27024,36,2
15553,27023,34,2
15554,27068,33,2
15555,27065,33,2
15556,27066,32,2
15557,27067,37,2
15558,27073,37,2
15559,27072,31,2
15560,27069,34,2
15561,27070,36,2
15562,27071,36,2
15563,20973,37,2
15565,27059,38,2
15566,27058,35,2
15567,27063,40,2
15568,27062,33,2
15570,27060,36,2
15571,27057,35,2
15573,27061,38,2
15575,27110,36,2
15576,27115,39,2
15577,27111,36,2
15578,27112,41,2
15579,25910,35,2
15581,27113,38,2
15582,27114,40,2
15583,27116,41,2
15584,25911,41,2
15585,28289,35,2
15587,28292,35,2
15588,28265,35,2
15589,27891,41,2
15590,27895,37,2
15591,27889,43,2
15593,27898,42,2
15594,27108,37,2
15595,27892,39,2
15596,27890,41,2
15597,27893,42,2
15598,27894,38,2
15599,27120,44,2
15600,27122,42,2
15601,27118,46,2
15602,27124,45,2
15604,27126,46,2
15605,27119,42,2
15606,27117,41,2
15607,27121,44,2
15608,27123,44,2
15609,27322,47,2
15610,27324,43,2
15611,27325,43,2
15612,27326,44,2
15613,27323,42,2
15614,27328,45,2
15615,26098,46,2
15616,27327,46,2
15617,26091,45,2
15618,26099,47,2
15620,27128,47,2
15621,27135,51,2
15622,27129,51,2
15623,28977,50,2
15624,28565,45,2
15625,31382,47,2
15626,27132,47,2
15627,27133,50,2
15628,27134,48,2
15629,27208,48,2
15630,27215,49,2
15631,27212,52,2
15632,27220,46,2
15633,27222,52,2
15635,27825,48,2
15636,27206,49,2
15637,27214,51,2
15638,27218,49,2
15639,27170,50,2
15640,27171,56,2
15641,27169,51,2
15642,27173,52,2
15643,27176,49,2
15644,29006,52,2
15645,27178,55,2
15646,27174,55,2
15647,27177,53,2
15648,27179,56,2
15649,27286,51,2
15650,27290,57,2
15651,27293,56,2
15652,27292,51,2
15653,27287,53,2
15654,27285,54,2
15655,27289,56,2
15656,27291,54,2
15658,27301,59,2
15659,27296,55,2
15660,27297,61,2
15661,27304,54,2
15662,27299,57,2
15663,27295,56,2
15664,27306,60,2
15665,27300,60,2
15666,27302,59,2
15667,27305,61,2
15668,27314,58,2
15669,27315,62,2
15670,41846,61,2
15672,27317,60,2
15673,27313,58,2
15674,27318,60,2
15676,27319,61,2
15677,27320,61,2
15678,27312,63,2
15679,27307,61,2
15680,27308,65,2
15681,26259,58,2
15683,27310,60,2
15685,27311,63,2
15689,26391,35,2
15691,26411,38,2
15692,26412,38,2
15693,28020,59,2
15694,27288,54,2
15697,26415,38,2
15698,26419,38,2
15703,26431,55,2
15705,26432,57,2
15706,26433,57,2
15707,26435,58,2
15708,26436,58,2
15709,26437,58,2
15782,26463,60,2
15783,26464,60,2
15784,26465,59,2
15786,26466,59,2
15787,26467,59,2
15789,26468,56,2
15792,26472,58,2
15795,26473,58,2
15796,26475,59,2
15797,26476,59,2
15800,26477,58,3
15801,26479,58,3
15806,26494,61,3
15809,28911,34,1
15810,26500,25,1
15811,5636,35,1
15812,26501,56,2
15813,26502,56,2
15814,26503,60,2
15822,26504,55,2
15823,26512,55,2
15824,26513,59,2
15825,26514,59,2
15827,26515,59,2
15853,26535,60,3
15854,26536,60,3
15858,26540,59,2
15859,26541,59,2
15860,26542,60,2
15861,26543,60,2
15862,26545,54,2
15863,5205,54,2
15864,3658,39,2
15867,26551,60,2
15873,18119,60,3
15889,18811,57,2
15891,23825,26,2
15903,26593,25,1
15904,26596,35,1
15905,26592,15,1
15907,26594,25,1
15909,26597,35,1
15990,27055,39,2
15995,26616,52,2
15999,26614,54,2
16004,26737,55,3
16008,26621,58,2
16022,60693,60,3
16064,25981,35,2
16065,28734,35,2
16066,14895,35,2
16126,28730,35,2
16127,16604,35,2
16134,13670,35,2
16135,28734,35,2
16142,25861,35,2
16143,25847,35,2
16161,19678,40,2
16309,26950,63,3
16315,27087,30,3
16367,27163,60,3
16369,31063,63,3
16370,27165,60,3
16392,31068,63,3
16394,27204,60,3
16396,31075,63,3
16397,31071,63,3
16398,27209,60,3
16400,27211,60,3
16401,31244,63,3
16402,27217,60,3
16403,31245,63,3
16406,31086,63,3
16407,27226,60,3
16410,30321,63,3
16413,31057,63,3
16414,27230,63,3
16416,27232,63,3
16417,31072,63,3
16418,31077,63,3
16419,31073,63,3
16420,31076,63,3
16421,31074,63,3
16422,27235,63,3
16423,27236,63,3
16424,27234,63,3
16426,31242,63,3
16428,31246,63,3
16429,28934,63,3
16430,31083,63,3
16433,30315,63,3
16434,30316,63,3
16435,31084,63,3
16436,31085,63,3
16438,30338,65,4
16439,30340,65,4
16487,31098,63,3
16488,27257,60,3
16489,31099,63,3
16491,31102,63,3
16492,31100,63,3
16494,27263,63,3
16495,27264,60,3
16498,31035,63,3
16501,28935,63,3
16503,28106,63,3
16504,31037,63,3
16506,30358,63,3
16507,31038,63,3
16508,31040,63,3
16509,31050,63,3
16510,31051,63,3
16511,27272,60,3
16514,30071,63,3
16515,31052,63,3
16516,31049,63,3
16518,31183,63,3
16520,27280,60,3
16521,30072,63,3
16522,31185,63,3
16523,31186,63,3
16524,30382,63,3
16525,31048,63,3
16526,31184,63,3
16528,31047,63,3
16530,31182,63,3
16537,30346,65,4
16538,30345,65,4
16552,32108,71,4
16604,27472,5,2
16605,27473,5,2
16606,27477,5,2
16607,27479,5,2
16622,27492,57,2
16659,28270,27,2
16661,27521,27,2
16675,31408,59,3
16676,31406,59,3
16677,31410,62,3
16678,31403,61,3
16679,31409,60,3
16680,31404,58,3
16681,31405,57,3
16690,30422,63,3
16691,30430,59,3
16692,30427,59,3
16693,31104,62,3
16694,30424,61,3
16695,31103,60,3
16696,30425,58,3
16697,30426,57,3
16702,29793,58,3
16706,29974,63,3
16707,28180,62,3
16709,28161,61,3
16710,24190,57,3
16712,28166,59,3
16714,29977,57,3
16715,29981,59,3
16716,29976,58,3
16717,29979,59,3
16718,30412,60,3
16719,29975,61,3
16720,31228,62,3
16722,29968,57,3
16723,29966,58,3
16724,29970,59,3
16725,29967,59,3
16726,29969,63,3
16727,31207,62,3
16728,29972,61,3
16729,29971,60,3
16730,29958,63,3
16731,42241,62,3
16732,29963,61,3
16734,29960,59,3
16735,29961,57,3
16736,29959,58,3
16737,29962,59,3
16738,27910,48,2
16739,27911,48,2
16740,27912,31,2
16741,27913,31,2
16788,28407,36,2
16789,28408,36,2
16791,26168,38,2
16793,28454,38,2
16794,23729,38,2
16796,30582,66,4
16802,30583,66,4
16810,31972,66,4
16828,31722,66,4
16833,31797,66,4
16835,31729,66,4
16836,32016,66,4
16841,31832,66,4
16844,31833,66,4
16848,32030,66,4
16851,32019,66,4
16852,32024,66,4
16853,31505,66,4
16856,31510,66,4
16857,31509,66,4
16858,31353,66,4
16862,31025,66,4
16873,28522,38,2
16886,28586,30,3
16889,28592,24,2
16890,28593,24,2
16891,28608,21,2
16894,28610,21,2
16933,34011,76,4
16975,28746,27,3
16977,28749,27,3
16978,28750,27,3
16979,28754,62,4
16980,28756,61,4
16984,28760,61,4
16985,26026,25,2
16987,28767,27,2
16988,28773,62,4
16990,28775,27,2
16993,28818,60,2
16994,28822,60,2
16995,28823,60,2
16996,28827,62,3
16997,28828,62,3
16998,28829,62,3
17002,28834,61,2
17003,28835,61,2
17004,28836,61,2
17005,28837,27,2
17007,28838,51,4
17039,28869,36,2
17042,28870,36,2
17043,28871,36,2
17044,23716,61,3
17046,28873,31,2
17047,12473,30,2
17050,28990,52,3
17054,28876,50,3
17061,28891,58,3
17113,29703,67,4
17191,57734,53,3
17523,29630,58,2
17562,31059,63,3
17566,30341,63,3
17567,30385,63,3
17568,31053,63,3
