reference_entry,displayid,item_level,quality
10554,19918,11,2
10555,6478,1,1
10571,19501,37,3
10574,19903,40,3
10576,60692,50,2
10577,7397,41,2
10581,19506,40,3
10582,28654,36,3
10583,28808,39,3
10584,28685,36,3
10588,67049,47,2
10625,20315,49,3
10626,19617,50,3
10627,20259,47,3
10631,28800,46,3
10633,19900,51,3
10636,12415,5,1
10637,14152,15,2
10638,28209,15,2
10654,19949,31,2
10657,19991,26,2
10658,28238,25,2
10659,2516,57,2
10697,20570,60,2
10698,20275,60,2
10700,18832,45,2
10702,28273,43,2
10704,28267,46,2
10706,28336,47,2
10716,20625,41,2
10720,19662,42,2
10724,19665,45,2
10740,28310,53,2
10742,19710,51,2
10743,28143,51,2
10745,28330,50,2
10748,4385,41,2
10749,19728,54,3
10751,19920,54,3
10758,19779,42,3
10760,28683,39,3
10762,19953,44,3
10763,28783,44,3
10764,28710,44,3
10765,28688,43,3
10768,28684,42,3
10769,19785,41,3
10771,19910,41,3
10774,28744,42,3
10775,28694,42,3
10777,28595,42,3
10778,1399,60,2
10781,18470,55,2
10782,19930,55,2
10783,19995,52,3
10784,19793,52,3
10787,19796,52,3
10797,20030,53,3
10798,28640,51,3
10799,22242,51,3
10800,19806,52,3
10801,19912,52,3
10806,19810,55,3
10807,19812,55,3
10808,19813,55,3
10820,19932,15,2
10821,28298,15,2
10826,20293,48,2
10842,22427,54,3
10843,22995,54,3
10844,20258,54,3
10845,19893,54,3
10846,19898,54,3
11118,20769,47,3
11122,21115,50,2
11123,14590,55,3
11124,28196,55,3
11193,19002,57,2
11263,25077,40,3
11287,21096,15,2
11289,21098,31,2
11303,8104,16,2
11311,28731,46,3
11314,21462,1,0
11344,21256,0,0
11469,14601,46,2
11502,28217,46,2
11506,21144,1,0
11603,23270,51,3
11604,21580,59,3
11624,28788,52,3
11632,28725,52,3
11633,21898,54,3
11634,28741,54,3
11635,28779,54,3
11662,28642,54,3
11675,18979,55,3
11685,28704,55,3
11686,28763,55,3
11703,28686,55,3
11722,28721,55,3
11731,28666,57,3
11743,21714,55,3
11744,21715,56,3
11745,28740,56,3
11747,21719,53,3
11749,28722,53,3
11755,21725,56,3
11768,28785,57,3
11782,21771,57,3
11783,28696,57,3
11786,21775,56,3
11802,19843,58,3
11811,21804,55,3
11812,22997,58,3
11814,21805,58,3
11819,18725,59,3
11823,28728,59,3
11841,28720,55,3
11842,28792,55,3
11848,28170,5,1
11853,28241,18,2
11857,28345,46,2
11860,28108,46,2
11863,21855,52,2
11864,25632,52,2
11866,28219,55,3
11867,28332,53,2
11871,28253,54,2
11875,28305,54,2
11888,28342,50,2
11889,28304,50,2
11902,22227,56,2
11905,22753,56,2
11908,28063,55,2
11911,28198,55,2
11913,28132,55,2
11918,28186,55,2
11919,28136,55,2
11926,28712,57,3
11929,28736,57,3
11930,21965,60,3
11932,21968,59,3
11936,28242,20,2
11964,28203,55,2
11967,9835,23,2
11981,3666,20,2
11986,9849,39,2
11993,9836,22,2
12000,28207,55,2
12021,23483,54,2
12028,9857,32,2
12041,28429,54,2
12049,28244,53,2
12061,28086,60,2
12062,25611,60,2
12065,22037,60,2
12066,28251,58,2
12082,28176,58,2
12105,28234,56,3
12107,28182,60,2
12111,28202,58,2
12115,28224,56,2
12247,22247,32,2
12248,22248,34,2
12249,22249,31,2
12251,22252,37,2
12252,28699,39,2
12255,4765,46,2
12260,22258,39,2
12295,28204,15,2
12296,28248,17,2
12344,22415,61,3
12410,25856,56,2
12414,22951,60,2
12416,25740,52,2
12422,25749,60,2
12426,24513,59,2
12428,24509,53,2
12464,28680,53,3
12465,22989,53,3
12466,28190,53,3
12522,28077,15,2
12531,22721,51,3
12532,22722,56,3
12546,28637,54,3
12547,28797,56,3
12549,15501,52,3
12550,28824,53,3
12555,27829,55,3
12604,22833,60,3
12608,28693,58,3
12609,22843,61,3
12611,23486,60,2
12612,23491,61,2
12613,19730,62,2
12615,22860,62,2
12617,22869,63,2
12621,22885,59,3
12624,25754,54,3
12625,25827,58,3
12628,22892,57,3
12633,22901,60,3
12773,23234,55,2
12792,23267,58,2
12795,23271,60,3
12805,23727,46,2
12930,8232,60,3
12936,22752,63,3
12966,23552,63,3
12977,16642,20,3
12978,28448,20,3
12979,28661,21,3
12982,28452,21,3
12987,28648,22,3
12988,28375,22,3
12989,28758,22,3
12994,27778,23,3
12996,24646,23,3
12998,28651,25,3
12999,28370,25,3
13003,28794,56,3
13004,28631,58,3
13005,28951,28,3
13007,28616,58,3
13008,28646,52,3
13009,28700,51,3
13010,28438,26,3
13011,28372,27,3
13019,28772,32,3
13020,25602,39,3
13021,28801,47,3
13022,28766,55,3
13024,28671,29,3
13026,28776,45,3
13027,28689,53,3
13028,28681,61,3
13034,28708,41,3
13038,25607,40,3
13039,25608,48,3
13042,28678,41,3
13043,28675,49,3
13046,28677,50,3
13047,25626,58,3
13053,28717,60,3
13054,28764,40,3
13056,12562,56,3
13063,28697,34,3
13066,28351,51,3
13067,28355,54,3
13068,28362,42,3
13070,28353,58,3
13071,28354,45,3
13073,28360,52,3
13074,21961,46,3
13076,28357,48,3
13077,28364,57,3
13079,28742,30,3
13081,18790,38,3
13084,6497,35,3
13092,23607,63,3
13099,28617,29,3
13100,28645,44,3
13101,28597,59,3
13102,28974,47,3
13103,28612,38,3
13105,28657,37,3
13106,28656,31,3
13107,28619,62,3
13108,28614,34,3
13109,28609,49,3
13110,28368,36,3
13112,28601,48,3
13114,17031,30,3
13115,28745,45,3
13117,28802,42,3
13118,28369,57,3
13119,28735,39,3
13120,28373,55,3
13121,28602,38,3
13125,28439,50,3
13127,28440,32,3
13129,28437,39,3
13130,28447,56,3
13131,28444,29,3
13132,28443,43,3
13134,28435,49,3
13144,28649,53,3
13146,28743,58,3
13161,23673,61,3
13164,6006,61,3
13166,23704,60,3
13168,23559,60,3
13171,24060,61,2
13175,25603,60,2
13181,23732,57,3
13199,28436,41,3
13203,23747,60,3
13209,23763,61,3
13216,23777,61,2
13244,23827,60,3
13249,23837,62,3
13253,23846,60,3
13259,23856,61,3
13282,18905,59,3
13283,23435,59,3
13284,23901,58,3
13372,24063,60,3
13373,1225,60,3
13379,2618,58,3
13381,24068,61,3
13390,24292,61,3
13394,24102,59,3
13397,24108,61,3
13399,24109,59,3
13400,24110,59,3
13402,33114,59,3
13404,41843,57,3
13473,23715,54,2
13525,24177,62,2
13526,24178,62,2
13530,24181,61,2
13533,24185,61,2
13534,24186,60,3
13538,24193,60,2
13544,24220,60,2
13793,24557,1,1
13811,6502,60,2
13812,24569,58,2
13858,24601,52,2
13863,25231,55,2
13864,25233,56,2
13867,25236,61,2
13868,24612,51,2
13870,24616,53,2
13936,25659,62,3
13952,28782,62,3
13962,30391,60,3
13983,24816,62,3
14025,25881,17,2
14042,24893,52,2
14043,24896,54,2
14045,24895,56,2
14090,7533,11,2
14091,25869,11,2
14096,25880,16,2
14097,25876,14,2
14100,15820,54,2
14103,24928,55,2
14104,24927,58,2
14106,24932,61,2
14109,25877,16,2
14113,25858,15,2
14114,25857,16,2
14117,14542,16,2
14119,11421,17,2
14120,16531,20,2
14123,25916,17,2
14130,24942,61,2
14131,25915,19,2
14132,24943,55,2
14133,25952,24,2
14136,25834,57,3
14138,25228,60,3
14141,25571,55,2
14142,24977,54,2
14147,24982,18,3
14148,24983,18,3
14149,24985,18,3
14150,24988,18,3
14151,24990,18,3
14159,25893,22,2
14161,23101,18,2
14162,11144,23,2
14165,25890,25,2
14166,28050,19,2
14172,28098,23,2
14173,28051,20,2
14176,9184,26,2
14177,25970,26,2
14178,26302,31,2
14180,26023,30,2
14181,25971,28,2
14183,25974,30,2
14186,25986,29,2
14191,25987,30,2
14194,28730,28,2
14195,14645,29,2
14196,26008,32,2
14199,26007,33,2
14200,15293,35,2
14203,16719,35,2
14204,26011,36,2
14205,26005,32,2
14208,26308,36,2
14209,26022,33,2
14210,26015,32,2
14211,26020,34,2
14213,26017,37,2
14222,26050,37,2
14223,26054,38,2
14225,26053,41,2
14228,26059,41,2
14229,26057,36,2
14230,26063,42,2
14233,26061,40,2
14235,26058,37,2
14236,26066,38,2
14243,26104,43,2
14245,24624,41,2
14250,26117,42,2
14251,26112,40,2
14252,18992,45,2
14253,26113,43,2
14254,26119,47,2
14261,26189,43,2
14262,26193,45,2
14263,41844,48,2
14264,26196,48,2
14265,26198,51,2
14266,26195,47,2
14269,26145,47,2
14274,26144,51,2
14275,26142,52,2
14276,26138,47,2
14277,26311,52,2
14278,27928,50,2
14281,26128,53,2
14282,26132,50,2
14283,26124,54,2
14284,26131,56,2
14285,26134,50,2
14286,26136,50,2
14289,25098,51,2
14290,26206,51,2
14292,26215,49,2
14293,26214,55,2
14294,26208,51,2
14295,26212,55,2
14299,26268,54,2
14300,26271,52,2
14302,26275,56,2
14304,26280,55,2
14309,26252,56,2
14311,26253,55,2
14314,26258,58,2
14315,26260,59,2
14318,26288,63,2
14320,26287,57,2
14321,26299,55,2
14322,26292,62,2
14323,26290,60,2
14325,26298,61,2
14327,26284,58,2
14329,26225,62,2
14335,26229,63,2
14337,26221,61,2
14365,25884,15,2
14367,25885,19,2
14370,10079,19,2
14373,25957,25,2
14375,25959,25,2
14376,25958,22,2
14377,25961,26,2
14378,25965,27,2
14380,25956,28,2
14389,17271,1,3
14397,27872,32,2
14398,26003,33,2
14401,25996,33,2
14402,25994,29,2
14403,25999,31,2
14404,12973,33,2
14406,25998,30,2
14407,26028,39,2
14409,26027,33,2
14411,26029,35,2
14412,26035,36,2
14413,26038,39,2
14414,26024,34,2
14419,26079,38,2
14420,26080,38,2
14421,26093,42,2
14422,26081,40,2
14423,26096,40,2
14424,26083,42,2
14426,16781,39,2
14429,26151,43,2
14430,26175,42,2
14431,26154,44,2
14434,26174,49,2
14435,26149,43,2
14447,26171,53,2
14451,18423,53,2
14453,26157,59,2
14454,26169,53,2
14457,26235,58,2
14458,26231,60,2
14459,26233,57,2
14461,26236,62,2
14463,26247,62,2
14464,27228,64,2
14465,26230,60,2
14537,25160,62,3
14543,28703,62,3
14551,28280,49,4
14559,27520,18,2
14560,27524,19,2
14562,27518,23,2
14563,27525,17,2
14564,27519,19,2
14566,27523,25,2
14570,27669,28,2
14571,27673,21,2
14572,27672,24,2
14574,27670,26,2
14577,28715,61,3
14580,27964,27,2
14581,27962,33,2
14582,27584,28,2
14583,27966,32,2
14584,27968,35,2
14588,27976,36,2
14589,9169,37,2
14593,27980,35,2
14594,27977,37,2
14595,27975,38,2
14596,27978,38,2
14600,27985,40,2
14605,27984,43,2
14611,25222,61,3
14615,25221,61,3
14620,25225,61,3
14622,25224,61,3
14633,25247,61,3
14637,25249,61,3
14652,27579,45,2
14653,18944,46,2
14654,27582,44,2
14657,27577,46,2
14658,27581,49,2
14659,27578,47,2
14661,27566,49,2
14662,27568,51,2
14663,27565,48,2
14664,27564,54,2
14665,27573,48,2
14666,27567,51,2
14667,27572,53,2
14668,27570,52,2
14673,27653,52,2
14676,21299,58,2
14678,27652,57,2
14722,26983,17,2
14723,26982,17,2
14725,26987,17,2
14726,26985,18,2
14727,26986,19,2
14730,26984,23,2
14742,27009,24,2
14743,27007,22,2
14744,27010,28,2
14746,27008,22,2
14749,27014,26,2
14752,27033,27,2
14753,27191,33,2
14754,27027,29,2
14756,27035,29,2
14757,27028,32,2
14758,27030,31,2
14759,27048,34,2
14764,27053,35,2
14765,27052,38,2
14766,27050,37,2
14768,27092,44,2
14769,27093,42,2
14773,27094,39,2
14775,27097,43,2
14776,27096,43,2
14779,27147,49,2
14781,27152,44,2
14783,27146,46,2
14784,27149,46,2
14785,27151,48,2
14786,27150,47,2
14787,16079,47,2
14791,27161,48,2
14796,27157,53,2
14798,27194,59,2
14802,27196,55,2
14805,27195,57,2
14806,23490,57,2
14813,27143,57,2
14817,27142,62,2
14826,26812,41,2
14828,26813,42,2
14835,26687,48,2
14838,26686,43,2
14844,26820,54,2
14846,27190,50,2
14847,26819,49,2
14849,27186,53,2
14850,26824,52,2
14851,26825,51,2
14854,26846,59,2
14855,26847,55,2
14856,26848,54,2
14860,27876,56,2
14861,19760,52,2
14863,26881,60,2
14864,26879,59,2
14865,26883,60,2
14866,27180,62,2
14867,26884,62,2
14868,26885,61,2
14903,26646,40,2
14904,27899,50,2
14905,27901,45,2
14907,27906,48,2
14921,26797,49,2
14923,26869,50,2
14924,26871,57,2
14925,28015,57,2
14926,26872,53,2
14927,26870,52,2
14928,26873,55,2
14929,26875,54,2
14933,27934,58,2
14934,27935,57,2
14936,27938,61,2
14937,27940,59,2
14939,26636,46,2
14940,26643,43,2
14944,27512,45,2
14945,26641,45,2
14946,26645,43,2
14948,26838,51,2
14949,28996,47,2
14950,26836,46,2
14953,26840,49,2
14955,26843,47,2
14957,26833,51,2
14958,26827,56,2
14959,26830,52,2
14961,27835,55,2
14962,26831,54,2
14965,26829,49,2
14967,27833,56,2
14968,26856,55,2
14971,26864,57,2
14972,26862,56,2
14976,26888,61,2
14978,27832,63,2
14980,26891,63,2
14983,26887,59,2
15009,28008,11,2
15010,9536,11,2
15011,27668,15,2
15012,14276,16,2
15016,27990,16,2
15017,27991,19,2
15019,27667,21,1
15046,25673,54,3
15049,25677,59,3
15052,27944,60,3
15054,25683,54,2
15057,25686,55,3
15058,25687,59,3
15059,25688,60,3
15060,25694,57,3
15063,26072,58,3
15066,25699,58,3
15069,25701,57,2
15070,25702,59,2
15072,25705,56,2
15073,25709,55,2
15077,25720,51,2
15078,25718,55,2
15079,25714,57,2
15080,28976,59,2
15083,25724,52,2
15084,25726,53,2
15093,25737,56,2
15094,25739,58,2
15095,25732,60,2
15104,28432,39,3
15105,28231,40,2
15106,28236,40,2
15110,27880,20,2
15111,1981,21,2
15112,27879,20,2
15118,27877,26,2
15120,27887,26,2
15121,1966,28,2
15124,27693,25,2
15126,27884,29,2
15127,6775,30,2
15128,27882,31,2
15129,27886,31,2
15130,9548,34,2
15132,27706,29,2
15134,27711,37,2
15135,28563,30,2
15136,27708,31,2
15137,27715,33,2
15138,25921,60,3
15139,27712,33,2
15140,27713,34,2
15143,3652,33,2
15144,27689,37,2
15147,27686,33,2
15150,27688,36,2
15153,23048,37,2
15154,27724,38,2
15156,27734,43,2
15157,27723,41,2
15158,27732,40,2
15159,27728,42,2
15163,27922,43,2
15164,27914,47,2
15165,22253,42,2
15166,27921,45,2
15169,27920,44,2
15171,11832,50,2
15177,27592,49,2
15178,27590,47,2
15180,27560,53,2
15181,27562,55,2
15182,28584,51,2
15184,27661,54,2
15188,27632,57,2
15189,27634,60,2
15193,28022,62,2
15194,28019,61,2
15200,30797,35,3
15205,28229,20,2
15210,28544,16,2
15213,28570,36,2
15214,28561,40,2
15215,28528,45,2
15216,28530,51,2
15217,28458,54,2
15225,28521,33,2
15226,28531,37,2
15227,28508,49,2
15228,28512,53,2
15233,28525,39,2
15235,28341,48,2
15236,28566,52,2
15242,28568,30,2
15243,28348,36,2
15247,28327,64,2
15249,20080,26,2
15251,28546,43,2
15254,28347,54,2
15260,28468,38,2
15261,28524,40,2
15262,28540,46,2
15264,28311,56,2
15265,28499,58,2
15274,22144,52,2
15275,28467,54,2
15276,28580,58,2
15278,28502,60,2
15279,28569,51,2
15282,28518,60,2
15285,28308,32,2
15294,28515,53,2
15295,28547,55,2
15298,28017,13,2
15303,28014,14,2
15304,12369,16,2
15305,28039,18,2
15309,28042,15,2
15311,11382,22,2
15312,14522,20,2
15329,27998,24,2
15330,27999,25,2
15333,28006,22,2
15337,27683,29,2
15338,28002,28,2
15339,27680,34,2
15340,27679,27,2
15344,27681,31,2
15345,27682,31,2
15347,27674,28,2
15348,27675,26,2
15349,11953,33,2
15350,27702,34,2
15351,27699,30,2
15353,29134,38,2
15354,27700,32,2
15355,27701,34,2
15357,27703,35,2
15359,27956,41,2
15360,27954,38,2
15361,27958,37,2
15362,27957,39,2
15363,27959,42,2
15365,27955,38,2
15370,27969,44,2
15371,27974,41,2
15372,27970,43,2
15375,19008,43,2
15376,27971,46,2
15385,27555,49,2
15386,27553,48,2
15389,13343,53,2
15391,27660,56,2
15392,27658,49,2
15394,32816,54,2
15396,26602,14,2
15399,28149,14,2
15403,28243,18,2
15405,9529,17,2
15406,28138,17,2
15425,28033,55,2
15428,28030,56,2
15429,28034,58,2
15436,27608,60,2
15438,29013,63,2
15443,28199,18,2
15452,28168,18,2
15453,28247,18,2
15455,28323,37,2
15456,17155,37,2
15457,26012,28,2
15458,28192,28,2
15459,28275,28,2
15461,26086,25,2
15462,28286,25,2
15464,28096,28,2
15465,28216,28,2
15468,28303,29,2
15470,28290,29,2
15471,28266,29,2
15477,26941,11,2
15479,26936,11,2
15485,26955,14,2
15486,26959,12,2
15488,27004,21,2
15489,27001,16,2
15491,27000,15,2
15492,27029,15,2
15493,26998,18,2
15495,27005,15,2
15499,26993,18,2
15500,26990,24,2
15501,26991,17,2
15506,26970,21,2
15507,26971,19,2
15508,26977,19,2
15509,26973,21,2
15510,26969,20,2
15511,26974,24,2
15513,26975,25,2
15514,26972,26,2
15516,26964,27,2
15517,24793,25,2
15520,26963,26,2
15521,26968,27,2
15523,26965,27,2
15525,27540,28,2
15528,27079,26,2
15531,27080,30,2
15532,27074,26,2
15533,27083,31,2
15536,27039,34,2
15539,27045,30,2
15540,27042,34,2
15541,27043,33,2
15542,27044,32,2
15546,27018,36,2
15551,27020,35,2
15553,27023,34,2
15554,27068,33,2
15556,27066,32,2
15558,27073,37,2
15559,27072,31,2
15561,27070,36,2
15565,27059,38,2
15566,27058,35,2
15570,27060,36,2
15571,27057,35,2
15573,27061,38,2
15575,27110,36,2
15576,27115,39,2
15577,27111,36,2
15590,27895,37,2
15593,27898,42,2
15594,27108,37,2
15595,27892,39,2
15596,27890,41,2
15597,27893,42,2
15598,27894,38,2
15599,27120,44,2
15601,27118,46,2
15602,27124,45,2
15606,27117,41,2
15607,27121,44,2
15612,27326,44,2
15613,27323,42,2
15615,26098,46,2
15616,27327,46,2
15617,26091,45,2
15620,27128,47,2
15622,27129,51,2
15623,28977,50,2
15625,31382,47,2
15627,27133,50,2
15628,27134,48,2
15632,27220,46,2
15633,27222,52,2
15639,27170,50,2
15642,27173,52,2
15643,27176,49,2
15644,29006,52,2
15645,27178,55,2
15647,27177,53,2
15649,27286,51,2
15651,27293,56,2
15654,27285,54,2
15660,27297,61,2
15661,27304,54,2
15664,27306,60,2
15666,27302,59,2
15673,27313,58,2
15674,27318,60,2
15676,27319,61,2
15679,27307,61,2
15681,26259,58,2
15683,27310,60,2
15689,26391,35,2
15692,26412,38,2
15694,27288,54,2
15705,26432,57,2
15706,26433,57,2
15707,26435,58,2
15709,26437,58,2
15783,26464,60,2
15784,26465,59,2
15795,26473,58,2
15810,26500,25,1
15812,26501,56,2
15814,26503,60,2
15824,26513,59,2
15825,26514,59,2
15827,26515,59,2
15859,26541,59,2
15860,26542,60,2
15863,5205,54,2
15864,3658,39,2
15865,26548,39,2
15867,26551,60,2
15903,26593,25,1
15905,26592,15,1
15907,26594,25,1
15999,26614,54,2
16065,28734,35,2
16066,14895,35,2
16126,28730,35,2
16127,16604,35,2
16142,25861,35,2
16369,31063,63,3
16410,30321,63,3
16428,31246,63,3
16430,31083,63,3
16435,31084,63,3
16436,31085,63,3
16491,31102,63,3
16502,27267,63,3
16513,27274,63,3
16514,30071,63,3
16516,31049,63,3
16518,31183,63,3
16520,27280,60,3
16604,27472,5,2
16605,27473,5,2
16606,27477,5,2
16607,27479,5,2
16659,28270,27,2
16661,27521,27,2
16675,31408,59,3
16677,31410,62,3
16678,31403,61,3
16680,31404,58,3
16681,31405,57,3
16691,30430,59,3
16696,30425,58,3
16710,24190,57,3
16714,29977,57,3
16715,29981,59,3
16722,29968,57,3
16723,29966,58,3
16724,29970,59,3
16728,29972,61,3
16729,29971,60,3
16735,29961,57,3
16736,29959,58,3
16791,26168,38,2
16793,28454,38,2
16827,31339,66,4
16833,31797,66,4
16841,31832,66,4
16867,31023,66,4
16873,28522,38,2
16894,28610,21,2
16975,28746,27,3
16977,28749,27,3
16978,28750,27,3
16985,26026,25,2
16995,28823,60,2
17002,28834,61,2
17003,28835,61,2
17004,28836,61,2
17005,28837,27,2
17013,28843,60,4
17039,28869,36,2
17043,28871,36,2
17044,23716,61,3
17047,12473,30,2
17050,28990,52,3
17061,28891,58,3
17076,32199,77,4
17191,57734,53,3
17523,29630,58,2
17686,20555,43,2
17687,8095,43,2
17690,31475,60,2
17691,31480,60,2
17692,4284,23,2
17695,16572,26,2
17707,29842,54,3
17711,29880,54,3
17717,4427,53,3
17719,29897,53,3
17721,29898,38,2
17728,30172,53,3
17732,29908,53,3
17734,29911,53,3
17739,29916,52,3
17740,29941,52,3
17741,29918,51,3
17742,29919,51,3
17744,29922,51,3
17745,29924,51,3
17746,29925,51,3
17748,29927,51,3
17749,29928,51,3
17750,29929,51,3
17751,29930,51,3
17752,29931,50,3
17754,29934,50,3
17766,29939,54,3
17769,29944,47,2
17776,29952,47,2
17778,29954,47,2
17779,29955,47,2
17901,31481,60,2
17902,31482,60,3
17906,31476,60,2
17922,30171,10,2
18023,4006,59,3
18083,30474,47,3
18295,30639,55,3
18296,30643,56,3
18298,30654,56,3
18306,30669,58,2
18307,30667,58,2
18312,30675,59,3
18313,41372,58,3
18319,30680,58,3
18320,30681,45,3
18325,30685,58,3
18326,30686,59,3
18337,30693,59,2
18339,30703,59,2
18340,30696,59,3
18341,30697,45,3
18346,30698,60,2
18349,30702,61,2
18353,30711,61,2
18354,1399,60,3
18366,30721,60,3
18377,30729,62,3
18379,30736,62,3
18381,30738,62,3
18385,30744,62,3
18386,21964,61,3
18387,13656,60,3
18410,30778,57,2
18411,31732,57,2
18435,30801,50,3
18438,23521,40,3
18442,30799,35,3
18449,31248,50,3
18455,30805,50,3
18457,30806,50,3
18462,30813,60,2
18465,29712,62,3
18475,15399,60,2
18476,30817,60,2
18479,30820,60,2
18480,30821,60,2
18495,30831,63,3
18497,30833,60,3
18502,30836,62,3
18521,30854,63,3
18522,23897,63,3
18526,30860,63,3
18527,30862,63,3
18528,30864,61,3
18529,30865,61,3
18537,21072,63,3
18634,31199,52,3
18637,31204,55,2
18638,31198,58,3
18677,15148,61,2
18697,31139,55,3
18701,28733,59,3
18702,31143,60,3
18710,31159,50,3
18712,31161,50,3
18722,31173,62,3
18725,31174,59,3
18727,31177,59,3
18738,31239,61,3
18739,31191,61,3
18741,31193,61,3
18743,15163,59,3
18744,31196,58,3
18745,2311,57,3
18761,31677,62,3
18764,31225,52,2
18765,31226,52,2
18807,37667,62,3
18874,31765,78,4
18948,31385,32,3
18951,31387,50,2
18957,31400,10,2
19024,31499,55,3
19040,31526,48,2
19041,31529,48,2
19042,31531,48,2
19043,31532,58,3
19047,31534,58,3
19051,31565,58,3
19087,31598,60,3
19088,31599,60,3
19089,30839,60,3
19091,31597,60,3
19093,31601,60,3
19094,31602,60,3
19106,31613,63,3
19107,32146,63,3
19110,31617,63,3
19116,31625,50,2
19117,31626,50,2
19118,31628,50,2
19120,31631,51,2
19121,31632,51,3
19123,31634,48,2
19124,31635,48,2
19126,31638,49,2
19128,31641,50,2
19129,31644,49,2
19141,7418,50,2
19159,31633,51,3
19361,32763,77,4
19507,32034,41,3
19508,32036,41,3
19509,32038,41,3
19527,32069,53,3
19528,32070,43,3
19531,32068,53,3
19532,32071,43,3
19574,32713,60,2
19575,32714,60,3
19577,32716,65,4
19689,32160,65,3
19742,32192,60,3
19743,32193,38,2
19808,32262,45,2
19826,32264,61,4
19839,32286,61,4
19870,32320,71,3
19923,32395,68,3
19982,32503,52,3
19986,21701,52,3
19991,1504,52,3
19992,13806,52,3
20006,32678,52,3
20037,18707,52,3
20090,34392,33,3
20092,34242,43,3
20093,34393,33,3
20096,34240,33,3
20099,34244,33,3
20102,34248,33,3
20105,34244,33,3
20114,34247,33,3
20126,34394,33,3
20213,32718,70,3
20216,32720,70,3
20217,32724,70,3
20218,32726,59,3
20219,32727,59,3
20265,32758,68,3
20296,32762,54,3
20369,32890,52,3
20406,33129,60,2
20426,30661,23,3
20428,32072,23,3
20430,32076,23,3
20438,32081,23,3
20441,32074,23,3
20442,32008,23,3
20443,32075,23,3
20478,32872,62,3
20502,32888,52,3
20504,33033,52,3
20505,31905,52,3
20512,24730,52,3
20521,32906,52,3
20524,32910,52,3
20525,32912,52,3
20530,33150,52,3
20534,30690,52,3
20538,32927,63,3
20539,38344,63,3
20550,32945,63,3
20575,32974,20,2
20640,34495,45,2
20641,18863,45,2
20642,33062,47,2
20643,35629,47,2
20647,33069,59,3
20650,33092,60,2
20652,33098,60,2
20654,18368,60,3
20655,33101,60,2
20657,33107,60,3
20658,33112,60,2
20659,33110,60,2
20661,33132,60,2
20665,33119,62,3
20668,33122,62,3
20674,33127,62,3
20698,33145,63,4
20701,33147,63,3
20703,33148,63,3
20724,33172,62,2
20821,24087,20,2
20832,43894,31,3
20906,9823,15,2
20909,33262,30,2
20916,33266,5,1
20917,33269,5,1
20923,33276,5,1
20950,33288,31,2
20956,33287,34,2
20961,28831,38,2
20996,33324,5,1
20998,33326,5,1
21000,33328,5,1
21119,6502,33,3
21184,33528,62,4
21278,4318,55,3
21312,33591,48,2
21320,33601,58,2
21322,33603,58,2
21331,33709,88,4
21334,34061,88,4
21389,33705,88,4
21468,33841,74,3
21473,33973,74,3
21483,33864,73,3
21484,33901,73,3
21488,33849,73,3
21501,33897,71,3
21524,33998,1,2
21525,33999,1,2
21568,7248,25,3
21582,34176,88,4
21598,34191,81,4
21599,34193,81,4
21607,34203,81,4
21611,34207,81,4
21748,39914,40,2
21753,31576,50,3
21756,39920,40,2
21760,39916,45,2
21763,39917,47,2
21764,31604,47,2
21769,39918,52,2
21774,43893,55,3
21779,31908,62,3
21792,39214,61,3
21859,38942,106,3
21862,38941,114,3
21866,42714,112,3
21933,34491,22,2
21934,9854,20,2
22003,34684,60,4
22005,34700,60,4
22009,34689,60,4
22061,34648,60,4
22062,34599,65,3
22066,34600,60,4
22076,34626,60,4
22078,34628,65,3
22205,34550,57,3
22210,34557,1,0
22212,34558,56,3
22223,34564,55,3
22234,34579,53,3
22241,34590,57,3
22245,34595,56,3
22254,34636,57,3
22256,30774,57,3
22257,31655,57,3
22271,34710,57,3
22272,34714,52,3
22274,34717,52,3
22301,34799,63,3
22303,34788,62,3
22305,34791,61,3
22311,34792,61,3
22335,34891,63,3
22394,34894,62,3
22397,34955,57,3
22398,34954,62,3
22405,34897,61,3
22409,34900,63,3
22411,34902,63,3
22417,35051,88,4
22420,35067,86,4
22428,36972,88,4
22430,35613,86,4
22477,35065,88,4
22479,35064,86,4
22482,36349,88,4
22490,35162,88,4
22655,35283,80,4
22661,35290,80,4
22802,35819,89,4
22812,35253,89,4
22821,35263,92,4
22936,35310,83,4
22961,35367,83,4
22984,35390,21,3
22986,12718,15,2
22987,36996,15,2
22991,35380,15,2
22992,35381,15,2
22993,35399,15,2
22995,35392,21,3
22998,35395,20,2
23059,35472,92,4
23069,36370,85,4
23082,35542,63,3
23124,35563,60,3
23170,18339,35,3
23178,22994,41,3
23206,35649,90,4
23221,35643,83,4
23316,36042,71,3
23363,35991,90,4
23368,8308,5,1
23423,35962,10,2
23430,5145,10,2
23431,35961,10,2
23433,35974,15,2
23434,35975,15,2
23484,38319,90,2
23487,39451,96,2
23497,39450,93,2
23499,39449,99,2
23506,38684,103,3
23507,36206,106,3
23508,38685,103,3
23510,38687,113,3
23511,38689,113,3
23515,42877,112,3
23525,38702,115,3
23526,38703,115,3
23536,44877,105,4
23714,34282,20,4
23761,40545,89,3
23825,36539,109,3
23931,36676,5,2
24021,43142,85,3
24024,43187,85,3
24046,43160,85,3
24064,43135,85,3
24078,39128,83,2
24079,39121,112,3
24082,39120,113,3
