entry,name,required_level,item_level,quality,profile_id,map_id,difficulty_id,instance,destination,encounter,encounter_kind,encounter_name,pool_id,loot_mode,chance,quantity,item_level_min,item_level_max,target_count,target_entries,target_names,targets
200939,Polished Handguards of the Ancient Grove,65,106,3,map_557_difficulty_0,557,0,AuchindounEthereal,dungeon,boss_000205,boss,Nexus-Prince Shaffar,3480003,1,2.0,1,102,116,1,creature:18344,Nexus-Prince Shaffar,creature:18344=Nexus-Prince Shaffar
200940,"Chestplate, Wolf Song",53,55,3,map_560_difficulty_0,560,0,HillsbradPast,dungeon,trash,trash,Trash,3520000,1,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
200941,"Warbracers, Sunfire Judgment",71,134,2,map_576_difficulty_1,576,1,Nexus70,dungeon,boss_000519,boss,Frozen Commander,3580000,2,2.0,1,133,284,1,creature:26796,Commander Stoutbeard,creature:26796=Commander Stoutbeard
200942,"Warbelt, Darkfire Ward",35,38,3,map_560_difficulty_1,560,1,HillsbradPast,dungeon,trash,trash,Trash,3530000,2,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
200944,Thunderforged Hauberk of the Frozen Dead,20,26,2,map_560_difficulty_0,560,0,HillsbradPast,dungeon,trash,trash,Trash,3520000,1,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
200945,The Watchful Wargrips,71,135,3,map_550_difficulty_0,550,0,TempestKeepRaid,raid,boss_000731,boss,Void Reaver,3370002,1,2.0,1,126,155,1,creature:19516,Void Reaver,creature:19516=Void Reaver
200946,Fernwoven Signet Ring of the Howling Wind,65,109,4,map_558_difficulty_1,558,1,AuchindounDraenei,dungeon,trash,trash,Trash,3510001,2,2.0,1,106,120,10,creature:18493; creature:18495; creature:18497; creature:18521; creature:18524; creature:18556; creature:18557; creature:18558; creature:18559; creature:18702,Auchenai Soulpriest; Auchenai Vindicator; Auchenai Monk; Raging Skeleton; Angered Skeleton; Phasing Soldier; Phasing Cleric; Phasing Sorcerer; Phasing Stalker; Auchenai Necromancer,creature:18493=Auchenai Soulpriest; creature:18495=Auchenai Vindicator; creature:18497=Auchenai Monk; creature:18521=Raging Skeleton; creature:18524=Angered Skeleton; creature:18556=Phasing Soldier; creature:18557=Phasing Cleric; creature:18558=Phasing Sorcerer; creature:18559=Phasing Stalker; creature:18702=Auchenai Necromancer
200947,Spellscarred Warplate of Emerald Star,65,107,3,map_558_difficulty_1,558,1,AuchindounDraenei,dungeon,boss_000202,boss,Exarch Maladaar,3510002,2,2.0,1,106,120,1,creature:18373,Exarch Maladaar,creature:18373=Exarch Maladaar
200948,Hoarfrost Armguards,50,56,2,map_560_difficulty_0,560,0,HillsbradPast,dungeon,trash,trash,Trash,3520000,1,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
200949,Tombbound Signet Ring,78,185,4,map_576_difficulty_1,576,1,Nexus70,dungeon,boss_000520,boss,Grand Magus Telestra,3580002,2,2.0,1,133,284,1,creature:26731,Grand Magus Telestra,creature:26731=Grand Magus Telestra
200950,Carapace of Bone Crown,57,58,3,map_560_difficulty_0,560,0,HillsbradPast,dungeon,trash,trash,Trash,3520000,1,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
200951,Warblade of the Ruby Sanctum,61,92,2,map_309_difficulty_0,309,0,Zul'gurub,raid,boss_000787,boss,Bloodlord Mandokir,3130004,1,2.0,1,57,104,1,creature:11382,Bloodlord Mandokir,creature:11382=Bloodlord Mandokir
200952,"Armguards, Plague Grave",38,39,3,map_560_difficulty_1,560,1,HillsbradPast,dungeon,trash,trash,Trash,3530000,2,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
200953,"Great Hauberk, Bitter Frost",34,40,2,map_560_difficulty_0,560,0,HillsbradPast,dungeon,trash,trash,Trash,3520000,1,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
200954,Warboots of the Warsong Hold,19,23,2,map_560_difficulty_0,560,0,HillsbradPast,dungeon,trash,trash,Trash,3520000,1,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
200955,Lightbound Great Cape,17,23,2,map_560_difficulty_1,560,1,HillsbradPast,dungeon,trash,trash,Trash,3530000,2,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
200957,Hearthkeeper's Hand Hammer,65,109,2,map_546_difficulty_0,546,0,CoilfangMarsh,dungeon,boss_000320,boss,Hungarfen,3320000,1,2.0,1,95,112,1,creature:17770,Hungarfen,creature:17770=Hungarfen
200958,Star Thorn Casque,13,16,2,map_389_difficulty_0,389,0,OrgrimmarInstance,dungeon,boss_000433,boss,Bazzalan,3160004,1,2.0,1,14,24,1,creature:11519,Bazzalan,creature:11519=Bazzalan
200959,Dragoncaller's Warborn Bolt Thrower,78,186,2,map_576_difficulty_0,576,0,Nexus70,dungeon,boss_000526,boss,Keristrasza,3570005,1,2.0,1,133,284,1,creature:26723,Keristrasza,creature:26723=Keristrasza
200960,Gold Wall Earthshaker,66,110,2,map_560_difficulty_0,560,0,HillsbradPast,dungeon,trash,trash,Trash,3520000,1,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
200961,Dawnlit Pauldrons of Violet Citadel,58,84,2,map_560_difficulty_0,560,0,HillsbradPast,dungeon,trash,trash,Trash,3520000,1,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
200962,Leafwoven Legguards of the Azure Moon,37,40,3,map_560_difficulty_0,560,0,HillsbradPast,dungeon,trash,trash,Trash,3520000,1,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
200963,Steel Shadow Footguards,24,31,3,map_560_difficulty_1,560,1,HillsbradPast,dungeon,trash,trash,Trash,3530000,2,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
200964,Scarlet Champion's Magebound War Mace,80,251,4,map_576_difficulty_0,576,0,Nexus70,dungeon,boss_000522,boss,Anomalus,3570003,1,2.0,1,133,284,1,creature:26763,Anomalus,creature:26763=Anomalus
200965,Dwarven Battlehelm of the Dark Rider,66,112,2,map_556_difficulty_0,556,0,AuchindounDemon,dungeon,boss_000206,boss,Darkweaver Syth,3460000,1,2.0,1,110,127,1,creature:18472,Darkweaver Syth,creature:18472=Darkweaver Syth
200966,Dreambound Neckguard of Burning Steppes,20,23,2,map_560_difficulty_0,560,0,HillsbradPast,dungeon,trash,trash,Trash,3520000,1,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
200967,Dragonwarden's Highblade,26,29,2,map_560_difficulty_1,560,1,HillsbradPast,dungeon,trash,trash,Trash,3530000,2,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
200968,Ebon Shoulderplates of Forgotten Dead,64,105,4,map_560_difficulty_1,560,1,HillsbradPast,dungeon,trash,trash,Trash,3530000,2,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
200969,Battlehelm of Drak Tharon Keep,63,101,2,map_547_difficulty_0,547,0,CoilfangDraenei,dungeon,boss_000303,boss,Quagmirran,3340003,1,2.0,1,95,108,1,creature:17942,Quagmirran,creature:17942=Quagmirran
200970,Wolf Crown Footguards,19,23,2,map_560_difficulty_1,560,1,HillsbradPast,dungeon,trash,trash,Trash,3530000,2,2.0,1,11,120,18,creature:2267; creature:2350; creature:2354; creature:2385; creature:2408; creature:17814; creature:17815; creature:17819; creature:17820; creature:17833; creature:17840; creature:17846; creature:17860; creature:18092; creature:18093; creature:18094; creature:20424; creature:28132,Hillsbrad Peasant; Forest Moss Creeper; Vicious Gray Bear; Feral Mountain Lion; Snapjaw; Lordaeron Watchman; Lordaeron Sentry; Durnholde Sentry; Durnholde Rifleman; Durnholde Warden; Durnholde Tracking Hound; Pit Spectator; Durnholde Veteran; Tarren Mill Guardsman; Tarren Mill Protector; Tarren Mill Lookout; Hillsbrad Peasant; Don Carlos,creature:2267=Hillsbrad Peasant; creature:2350=Forest Moss Creeper; creature:2354=Vicious Gray Bear; creature:2385=Feral Mountain Lion; creature:2408=Snapjaw; creature:17814=Lordaeron Watchman; creature:17815=Lordaeron Sentry; creature:17819=Durnholde Sentry; creature:17820=Durnholde Rifleman; creature:17833=Durnholde Warden; creature:17840=Durnholde Tracking Hound; creature:17846=Pit Spectator; creature:17860=Durnholde Veteran; creature:18092=Tarren Mill Guardsman; creature:18093=Tarren Mill Protector; creature:18094=Tarren Mill Lookout; creature:20424=Hillsbrad Peasant; creature:28132=Don Carlos
