entry,class_name,name,Quality,RequiredLevel,ItemLevel,role,kind,weapon_kind,InventoryType,subclass,displayid,reference_entry,reference_item_level,armor,dps,sockets
229916,Paladin,Skyforged Brooch,2,26,33,tank,neck,,2,0,33288,20950,31,0,0.0,
229917,Paladin,Runewarden's Illusory Great Pauldrons,3,69,122,strength_dps,armor,,3,4,42836,27847,115,533,0.0,
229918,Paladin,"Primal Legguards, Old Keeper's Oath",3,38,44,strength_dps,armor,,7,3,18274,9396,39,124,0.0,
229919,Paladin,Old Stonehammer of Ironforge Guard,3,50,56,strength_dps,2h_mace,2h_mace,17,5,25625,11921,57,0,46.515,
229920,Paladin,"Waistchain, Boar Spark",3,5,7,strength_dps,armor,,6,3,28448,12978,20,9,0.0,
229921,Paladin,Handplates of Sacred Flame,4,60,90,healer,armor,,10,4,36279,23072,90,326,0.0,
229922,Paladin,Casque of the Frozen Sea,2,33,35,tank,armor,,1,3,46449,33253,36,72,0.0,
229923,Paladin,Legplates of the Ashen Oath,2,46,50,healer,armor,,7,4,27377,8280,49,221,0.0,
229924,Paladin,Grand Mace of the Ironforge Guard,2,64,105,tank,2h_mace,2h_mace,17,5,39408,25136,105,0,73.0,
229925,Paladin,Iron King's Clouded Footplates,2,45,51,tank,armor,,8,4,27425,10131,50,154,0.0,
229926,Paladin,Seer's Boneforged Headguard,3,38,45,tank,armor,,1,3,15811,7719,42,105,0.0,
229927,Paladin,Thunderous Capelet of Wolf Spirit,2,60,92,strength_dps,back,,16,1,44450,31768,90,40,0.0,
229928,Paladin,Engraved Battle Girdle,3,60,92,strength_dps,armor,,6,4,41962,31202,100,298,0.0,
229929,Paladin,Voidbound Colossal Blade of Storm Pact,2,40,43,strength_dps,2h_sword,2h_sword,17,8,26586,1625,41,0,31.719,
229930,Paladin,Stormlord's Warbracers,2,62,96,tank,armor,,9,4,44272,24965,96,169,0.0,
229931,Paladin,Hammer of the Deep Roads,3,33,37,strength_dps,1h_mace,1h_mace,13,4,28706,13025,37,0,24.722,
229932,Paladin,The Mistbound Wargrips,2,4,11,strength_dps,armor,,10,3,25850,3472,12,12,0.0,
229933,Paladin,Broken Warden's Sorrowful Bracers,2,22,24,strength_dps,armor,,9,3,24793,15517,25,18,0.0,
229934,Paladin,Relicbound War Greaves,3,64,107,tank,armor,,8,4,43715,31213,109,414,0.0,
229935,Paladin,"Spiritbound Armplates, Kingskeeper's Oath",4,80,264,tank,armor,,3,4,65267,51545,270,1384,0.0,2
229936,Paladin,Cuirass of Astral Gate,2,42,49,tank,armor,,5,4,16117,7935,48,251,0.0,
229937,Paladin,Frostbitten Wargrips of Dragon Wastes,2,27,30,healer,armor,,10,3,27027,14754,29,39,0.0,
229938,Paladin,War Leggings of the Spellweaver,2,11,14,strength_dps,armor,,7,3,22687,9763,14,30,0.0,
229939,Paladin,Dustbound Runestone of Restless Dead,3,50,57,strength_dps,relic,,28,7,51588,38683,70,0,0.0,
229940,Paladin,Warmaster's Wristplates,3,72,146,strength_dps,armor,,9,4,45741,30862,141,302,0.0,
229941,Paladin,The Silvered War Pauldrons,3,77,174,healer,armor,,3,4,55306,43865,171,824,0.0,
229942,Paladin,Windlord's Vicious Chainmail,2,11,18,tank,armor,,5,3,13011,9783,20,43,0.0,
229943,Paladin,Savage Sabatons of Water Spirit,3,67,118,healer,armor,,8,4,38702,23525,115,452,0.0,
229944,Paladin,Earthen Highblade,2,66,112,healer,2h_sword,2h_sword,17,8,39758,25166,111,0,77.206,
229945,Paladin,Voidforged Wargrips of Violet Eye,4,71,141,strength_dps,armor,,10,4,46487,32278,141,545,0.0,4
229946,Paladin,Runic Warbracers,3,70,126,tank,armor,,9,4,43529,28795,125,265,0.0,
229947,Paladin,Surcoat of Zangarmarsh,2,12,18,healer,armor,,5,3,25848,2864,18,44,0.0,
229948,Paladin,The Unbroken Cuirass,2,48,49,healer,armor,,5,4,26687,14835,48,259,0.0,
229949,Paladin,Wind Oath Waistguard,3,80,213,healer,armor,,6,4,52611,37801,200,827,0.0,2
229950,Paladin,Frozen Knight's Barbed Helm,2,67,120,strength_dps,armor,,1,4,41928,30337,114,538,0.0,
229951,Paladin,Wyrmcarved Wargrips of Last Memory,2,13,17,healer,armor,,10,3,6982,3458,18,20,0.0,
229952,Paladin,Violet Mage's Timeworn Necklace,3,40,46,tank,neck,,2,0,18308,9417,47,0,0.0,
229953,Paladin,Shattered Shadow Bracers,2,53,54,strength_dps,armor,,9,4,27406,10171,54,88,0.0,
229954,Paladin,Rotting Sabatons of Wyrm Lord,2,72,146,tank,armor,,8,4,54823,40949,146,529,0.0,
229955,Paladin,Voidshard Storm Shawl,3,31,35,strength_dps,back,,16,1,28614,13108,34,15,0.0,
229956,Paladin,Chainmail of Eternal Watch,3,16,17,healer,armor,,5,3,12632,6642,25,46,0.0,
229957,Paladin,Breastplate of the Wild Path,3,73,149,strength_dps,armor,,5,4,53241,41932,158,1053,0.0,
229958,Paladin,"War Mantle, Unholy Brand",3,16,20,tank,armor,,3,3,23531,3480,22,36,0.0,
229959,Paladin,Deathcaller's Tomahawk of the Hidden Vault,4,78,182,strength_dps,1h_axe,1h_axe,13,0,56204,42207,200,0,130.192,
229960,Paladin,Blade of the Sunreaver Host,2,8,13,strength_dps,1h_sword,1h_sword,13,7,20160,7329,15,0,6.429,
229961,Paladin,Windwarden's Undying Effigy,2,60,90,healer,relic,,28,7,51588,38683,70,0,0.0,
229962,Paladin,Doom Decree Promise,2,20,24,strength_dps,finger,,11,0,14432,5622,22,0,0.0,
229963,Paladin,Plague Beacon Surcoat,2,13,17,strength_dps,armor,,5,3,22688,9765,15,41,0.0,
229964,Paladin,Legguards of the Frozen King,2,9,15,strength_dps,armor,,7,3,9738,6084,13,32,0.0,
229965,Paladin,Surcoat of Storm Watch,2,22,28,strength_dps,armor,,5,3,4723,4448,27,73,0.0,
229966,Paladin,Greatsword of the Zul Drak,3,70,133,tank,2h_sword,2h_sword,17,8,49223,36529,130,0,120.714,
229967,Paladin,Dalaran Mantle of the War Watch,4,80,239,strength_dps,back,,16,1,61403,46970,245,155,0.0,
229968,Paladin,Eagle Sigil Wrap,3,46,51,tank,back,,16,1,22989,12465,53,23,0.0,
229969,Paladin,Prayerbound Handguards of the Wyrmrest,4,60,92,tank,armor,,10,4,36279,23072,90,335,0.0,
229970,Paladin,Runekeeper's War Pauldrons,4,80,232,strength_dps,armor,,3,4,62011,48535,232,1258,0.0,2
229971,Paladin,Runemarked Gauntlets,2,2,5,tank,armor,,10,3,25850,3472,12,5,0.0,
229972,Paladin,Age-darkened Breastplate of the Fel Watch,2,44,49,healer,armor,,5,4,26838,14948,51,254,0.0,
229973,Paladin,Armguards of the Grim Oath,3,68,117,healer,armor,,9,4,42865,27447,115,245,0.0,
229974,Paladin,Warhelm of the White Flame,3,64,105,healer,armor,,1,4,44873,27408,100,507,0.0,
229975,Paladin,Rune-etched Boots of Eternal Flame,3,19,24,healer,armor,,8,3,28452,12982,21,38,0.0,
229976,Paladin,Highguard's Magebound Faceguard,2,64,108,tank,armor,,1,4,44131,31520,108,492,0.0,
229977,Paladin,Highborne Great Cape,3,39,45,tank,back,,16,1,22988,9512,46,20,0.0,
229978,Paladin,Gauntlets of the Sunreaver Host,2,75,162,strength_dps,armor,,10,4,51645,36350,158,524,0.0,
229979,Paladin,The Tombforged Poleblade,4,73,155,healer,polearm,polearm,17,6,47996,34183,154,0,141.912,2
229980,Paladin,Battlelord's Bitter Royal Cloak,2,68,113,strength_dps,back,,16,1,43867,31341,108,51,0.0,
229981,Paladin,Farseer's Epaulets of the Black Citadel,3,37,39,strength_dps,armor,,3,3,18333,9430,45,76,0.0,
229982,Paladin,Thunderwarden's Vambraces,2,68,120,healer,armor,,9,4,44348,25029,120,228,0.0,
229983,Paladin,Armguards of the Broken Promise,2,58,82,strength_dps,armor,,9,4,40768,24941,87,140,0.0,
229984,Paladin,"Worldforged Armguards, Kingskeeper's Oath",2,35,41,strength_dps,armor,,9,3,13053,6793,40,33,0.0,
229985,Paladin,The Moonwoven Chausses,3,30,33,strength_dps,armor,,7,3,28317,9625,37,85,0.0,
229986,Paladin,Lost Hide Boots,2,16,18,strength_dps,armor,,8,3,28138,15406,17,26,0.0,
229987,Paladin,Visor of the Crimson Watch,3,76,169,strength_dps,armor,,1,4,50615,35639,171,905,0.0,
229988,Paladin,Sorcerous Handguards,2,71,135,strength_dps,armor,,10,4,51096,35883,138,406,0.0,
229989,Paladin,Primal Chainmail of Violet Watch,2,15,16,strength_dps,armor,,5,3,26957,15487,16,37,0.0,
229990,Paladin,Mistbound Sledge of Dragon Wastes,2,23,30,tank,2h_mace,2h_mace,17,5,18531,9604,30,0,20.312,
229991,Paladin,Knightblade of Arathi Highlands,2,9,13,tank,1h_sword,1h_sword,13,7,8279,5744,12,0,7.391,
229992,Paladin,Pathfinder's Stonecarved Vambraces,2,29,30,healer,armor,,9,3,27026,14750,28,23,0.0,
229993,Paladin,Emberkeeper's Sunforged Hauberk,2,7,11,tank,armor,,5,3,22688,9765,15,25,0.0,
229994,Paladin,Collar of the Dragon Flame,2,45,52,healer,neck,,2,0,15421,7551,47,0,0.0,
229995,Paladin,Darkforged Royal Band,4,80,251,healer,finger,,11,0,64225,51381,251,0,0.0,4
229996,Paladin,"Waistplate, Dark Singer",3,61,94,healer,armor,,6,4,42848,31151,94,297,0.0,
229997,Paladin,Emberwarden's Wildbound Greatcloak,2,6,12,strength_dps,back,,16,1,23014,1355,15,4,0.0,
229998,Paladin,Silverwarden's Faded Barricade,2,25,31,tank,shield,,14,6,27084,15530,31,586,0.0,
229999,Paladin,Warbelt of the Dark Forge,3,60,91,healer,armor,,6,4,43730,31227,91,297,0.0,
240000,Hunter,"Luminous Seal Ring, Sunkeeper's Oath",4,80,258,hunter,finger,,11,0,64170,50008,264,0,0.0,4|8
240001,Hunter,Fearsome Belt,3,58,84,hunter,armor,,6,3,43153,24360,91,150,0.0,
240002,Hunter,Lost Knight's Hauberk,2,67,114,hunter,armor,,5,3,39979,24896,114,365,0.0,
240003,Hunter,The Northforged Carapace,2,33,39,hunter,armor,,5,2,14068,9854,38,52,0.0,
240004,Hunter,Frozen Queen's Gilded Seal,2,55,62,hunter,finger,,11,0,24569,13812,58,0,0.0,
240005,Hunter,Stormlord's War Mantle,2,53,58,hunter,armor,,3,3,26273,10237,58,103,0.0,
240006,Hunter,Bright Song Harness,2,35,38,hunter,armor,,5,2,27689,15144,37,54,0.0,
240007,Hunter,"Clasp, Sun Wing",3,32,35,hunter,neck,,2,0,30799,18442,35,0,0.0,
240008,Hunter,Defiant Longspear,2,47,54,hunter,polearm,polearm,17,6,22242,10799,51,0,41.97,
240009,Hunter,"Handguards, Dragon Howl",2,30,35,hunter,armor,,10,2,17061,6408,34,23,0.0,
240010,Hunter,Chestguard of Dusk Watch,3,80,213,hunter,armor,,5,3,58778,46060,213,911,0.0,
240011,Hunter,Clawmarked Wristbands of the First King,3,34,36,hunter,armor,,9,2,18371,9455,33,16,0.0,
240012,Hunter,Stonebound Signet,3,78,189,hunter,finger,,11,0,51515,38617,200,0,0.0,4
240013,Hunter,"Gray Handguards, Dragonkeeper's Oath",3,32,33,hunter,armor,,10,2,49985,51965,35,24,0.0,
240014,Hunter,"Embersteel Grips, Spellbinder's Oath",3,44,51,hunter,armor,,10,3,32762,20296,54,84,0.0,
240015,Hunter,Rimewarden's Warbelt of the Makers Will,2,77,183,hunter,armor,,6,3,56136,42818,174,338,0.0,
240016,Hunter,Wildfire Crush Chestguard,2,68,115,hunter,armor,,5,3,39979,24896,114,384,0.0,
240017,Hunter,Titanforged Execution Axe of the War Forge,2,2,5,hunter,2h_axe,2h_axe,17,1,8531,4562,10,0,3.125,
240018,Hunter,"Warhelm, Dream Moon",3,66,112,hunter,armor,,1,3,37618,25683,112,306,0.0,
240019,Hunter,Stonelord's Cowl of the Earth Spirit,2,12,18,hunter,armor,,1,2,8753,5753,31,17,0.0,
240020,Hunter,Gold Ripper Shoulderwraps,2,39,42,hunter,armor,,3,2,3169,9894,41,38,0.0,
240021,Hunter,Dreambound Striders of Makers Forge,2,37,38,hunter,armor,,8,2,14672,6420,39,29,0.0,
240022,Hunter,Icecaller's Rotting Tunic,2,5,6,hunter,armor,,5,2,9536,15010,11,6,0.0,
240023,Hunter,The Timeworn Waistguard,3,66,111,hunter,armor,,6,3,44268,29494,112,205,0.0,
240024,Hunter,"Sepulchral Epaulets, Ironkeeper's Oath",2,43,47,hunter,armor,,3,3,16111,7932,47,86,0.0,
240025,Hunter,Long Curse Claws,2,34,41,hunter,armor,,10,2,17185,4509,40,29,0.0,
240026,Hunter,Jeweled Deathmask,2,39,41,hunter,armor,,1,2,21293,4124,40,43,0.0,
240027,Hunter,Starkeeper's Warbelt,2,73,150,hunter,armor,,6,3,51320,38034,146,264,0.0,2
240028,Hunter,Iceforged Footguards of the Ice Queen,3,30,36,hunter,armor,,8,2,16996,2276,37,31,0.0,
240029,Hunter,Doom Memory Warbelt,3,71,141,hunter,armor,,6,3,51411,38531,146,274,0.0,
240030,Hunter,Voidshard Light Claws,2,33,36,hunter,armor,,10,2,18443,9518,36,24,0.0,
240031,Hunter,Deathmask of Thor Modan,2,24,31,hunter,armor,,1,2,27886,15129,31,31,0.0,
240032,Hunter,Rimewarden's Handguards,2,53,54,hunter,armor,,10,3,28726,8267,54,75,0.0,
240033,Hunter,War Mantle of the Divine Watch,3,50,56,hunter,armor,,3,3,30830,18494,60,111,0.0,
240034,Hunter,Beads of the Hidden Vault,2,32,34,hunter,neck,,2,0,6494,5180,34,0,0.0,
240035,Hunter,"War Leggings, Sky Blade",4,80,277,hunter,armor,,7,3,64832,50645,277,1089,0.0,2
240036,Hunter,Cracked Wargrips,2,8,10,hunter,armor,,10,2,17189,1945,18,6,0.0,
240037,Hunter,Vest of the Icecrown Citadel,2,5,9,hunter,armor,,5,2,5243,4861,10,10,0.0,
240038,Hunter,Ghost Slayer Wristbands,2,26,30,hunter,armor,,9,2,14803,7410,31,12,0.0,
240039,Hunter,Earthwoven Spaulders of the Black Forge,3,67,119,hunter,armor,,3,3,44206,31569,115,288,0.0,
240040,Hunter,Titan Keeper's Pants of the Ancient Memory,2,11,14,hunter,armor,,7,2,9380,3578,15,15,0.0,
240041,Hunter,Grimkeeper's Dusklit Veil,2,42,43,hunter,back,,16,1,15246,4114,42,17,0.0,
240042,Hunter,Emberwrought Talisman,3,78,186,hunter,neck,,2,0,39432,44688,175,0,0.0,
240043,Hunter,"Wrap, Necro Reaver",2,12,13,hunter,back,,16,1,23012,4771,15,5,0.0,
240044,Hunter,Primal Breaker Headdress,3,16,23,hunter,armor,,1,2,21310,3392,30,25,0.0,
240045,Hunter,Warden Locket,3,40,47,hunter,neck,,2,0,18707,20037,52,0,0.0,
240046,Hunter,Prayerbound Waistband of the Amber Ledge,2,13,20,hunter,armor,,6,2,16922,6379,17,12,0.0,
240047,Hunter,"Frostworn Treads, Shadowlord's Oath",3,77,183,hunter,armor,,8,3,52342,36999,187,426,0.0,
240048,Hunter,Gloves of Earthen King,2,62,97,hunter,armor,,10,3,38867,24849,96,156,0.0,
240049,Hunter,"Arbalest, Scarlet Dusk",3,77,175,hunter,crossbow,crossbow,26,18,49138,35018,154,0,105.161,
240050,Hunter,"Frostforged Longshot, Bloodknight's Oath",4,76,169,hunter,bow,bow,15,2,49140,35047,154,0,110.484,4
240051,Hunter,Nightmare Greaves,3,71,136,hunter,armor,,8,3,46049,32791,136,301,0.0,
240052,Hunter,Haunted Great Runeaxe of the Amber Ledge,3,79,191,hunter,2h_axe,2h_axe,17,1,53200,41816,175,0,156.714,2
240053,Hunter,Faithful Shawl,4,79,192,hunter,back,,16,1,55336,41609,200,123,0.0,
240054,Hunter,The Ferocious Treads,2,30,33,hunter,armor,,8,2,3036,4055,34,25,0.0,
240055,Hunter,Hearthkeeper's Neckchain,2,38,41,hunter,neck,,2,0,9859,4614,35,0,0.0,
240056,Hunter,The Pitiless Battle Rifle,3,1,8,hunter,gun,gun,26,3,20732,2904,16,0,4.6,
240057,Hunter,Forgemaster's Lost Ranger Bow,4,71,137,hunter,bow,bow,15,2,48215,33474,132,0,88.966,
240058,Hunter,Boar Warden Faceguard,2,43,44,hunter,armor,,1,3,25937,9932,44,92,0.0,
240059,Hunter,Wildwoven Bone Bow of the Fallen Watch,3,77,182,hunter,bow,bow,15,2,50151,36626,182,0,110.0,
240060,Hunter,Duskbound Footguards of Frost Giant,3,48,55,hunter,armor,,8,3,28666,11731,57,105,0.0,
240061,Hunter,"Shoulderguards, Frozen Stone",2,69,122,hunter,armor,,3,3,39815,24908,117,254,0.0,
240062,Hunter,The Argent Runebow,2,23,26,hunter,bow,bow,15,2,18355,8183,27,0,14.2,
240063,Hunter,Deep Voice Ring,3,19,25,hunter,finger,,11,0,24646,12996,23,0,0.0,
240064,Hunter,Abyss Fang War Axe,3,18,19,hunter,1h_axe,1h_axe,13,0,9118,2807,23,0,11.964,
240065,Hunter,Drake Edge Warboots,2,47,54,hunter,armor,,8,3,27288,15694,54,88,0.0,
240066,Hunter,Burial Wrist Chains of the Iron Oath,2,53,57,hunter,armor,,9,3,26313,8302,58,49,0.0,
240067,Hunter,War Leggings of the Ebon Crown,3,49,55,hunter,armor,,7,3,28234,12105,56,151,0.0,
240068,Hunter,Wolfhide Thunderstick of Hidden King,3,69,126,hunter,gun,gun,26,3,47010,33491,132,0,76.034,
240069,Hunter,Battlelord's Astral Crankbow,2,20,24,hunter,crossbow,crossbow,26,18,38651,33274,37,0,12.963,
240070,Hunter,"Hoary War Mantle, Deathwarden's Oath",3,75,164,hunter,armor,,3,3,52484,37779,166,434,0.0,
240071,Hunter,"Dreamwoven Glaive, Starcaller's Oath",2,23,28,hunter,polearm,polearm,17,6,5638,1406,21,0,18.438,
240072,Hunter,Violet Warden's Astral Wargrips,3,67,119,hunter,armor,,10,3,42581,27474,115,222,0.0,
240073,Hunter,Violet Guardian's Bolt Thrower,2,55,62,hunter,crossbow,crossbow,26,18,30747,18388,62,0,36.552,
240074,Hunter,Grimlord's Mask,3,24,27,hunter,armor,,1,2,21295,9375,38,31,0.0,
240075,Hunter,Titan Queen's Argent Greatbow,2,32,37,hunter,bow,bow,15,2,20713,11306,32,0,21.042,
240076,Hunter,"Scarlet Wargrips, Skullkeeper's Oath",2,31,35,hunter,armor,,10,2,15000,7443,37,23,0.0,
240077,Hunter,Stormcaller's Harness,3,49,53,hunter,armor,,5,3,16729,8367,51,167,0.0,
240078,Hunter,The Wintertouched Brooch,2,68,117,hunter,neck,,2,0,39877,25069,114,0,0.0,
240079,Hunter,The Deepforged Warhelm,3,73,149,hunter,armor,,1,3,53371,37775,146,422,0.0,
240080,Hunter,"Wintersteel Tunic, Bloodmage's Oath",3,18,21,hunter,armor,,5,2,9531,2314,24,30,0.0,
240081,Hunter,Cowl of the Dragon Crown,2,13,17,hunter,armor,,1,2,8753,5753,31,15,0.0,
240082,Hunter,Winterguard's Scourgebound Footguards,2,30,36,hunter,armor,,8,2,46445,33249,37,28,0.0,
240083,Hunter,Bloodfire Song Gloves,2,61,92,hunter,armor,,10,3,37472,25523,93,150,0.0,
240084,Hunter,Crimson Dream Shawl,3,37,43,hunter,back,,16,1,15273,4327,40,19,0.0,
240085,Hunter,Fireforged Royal Band,2,16,18,hunter,finger,,11,0,28682,28303,21,0,0.0,
240086,Hunter,"Firearm, Boar Talon",2,54,60,hunter,gun,gun,26,3,31210,20285,63,0,27.8,
240087,Hunter,The Vrykul Breeches,2,20,22,hunter,armor,,7,2,9514,5958,21,25,0.0,
240088,Hunter,"Austere Carapace, Violet Mage's Oath",3,3,8,hunter,armor,,5,2,5243,4861,10,10,0.0,
240089,Hunter,Runesmith's Graveborn Legguards,2,65,111,hunter,armor,,7,3,39518,24883,108,314,0.0,
240090,Hunter,"Deathmask, Celestial Decree",2,6,9,hunter,armor,,1,2,15304,1024,1,8,0.0,
240091,Hunter,Bracers of Dragon Flame,4,75,167,hunter,armor,,9,3,48325,34437,154,222,0.0,
240092,Hunter,Feral War Mantle,3,68,115,hunter,armor,,3,3,42573,27802,115,278,0.0,
240093,Hunter,Armguards of the War Banner,2,41,47,hunter,armor,,9,3,26103,8125,48,39,0.0,
240094,Hunter,"Dragonbow, Sable Fate",2,6,12,hunter,bow,bow,15,2,18350,8180,11,0,7.308,
240095,Hunter,"Bracers, Sable Skull",2,25,30,hunter,armor,,9,2,28482,9829,29,12,0.0,
240096,Hunter,Duskwoven Shoulderpads of the Spellweaver,3,16,18,hunter,armor,,3,2,6729,5404,23,16,0.0,
240097,Hunter,Wrap of Iron Watch,2,11,14,hunter,back,,16,1,23115,5610,15,5,0.0,
240098,Hunter,Firekeeper's Footguards of the Demon Lord,2,16,20,hunter,armor,,8,2,17159,5311,21,15,0.0,
240099,Hunter,Worldwarden's Bloodied Chainmail,3,65,107,hunter,armor,,5,3,41583,29975,100,404,0.0,
240100,Hunter,The Stormbound Vest,3,5,7,hunter,armor,,5,2,17093,2961,11,9,0.0,
240101,Hunter,Shadowmarked Bracers of the Red Dawn,2,9,14,hunter,armor,,9,2,25864,26028,13,5,0.0,
240102,Hunter,"Shoulderguards, Eternal Dirge",3,33,38,hunter,armor,,3,2,15890,7755,38,38,0.0,
240103,Hunter,Gemmed Band of the Long Road,2,30,36,hunter,finger,,11,0,28831,20961,38,0,0.0,
240104,Hunter,Chestguard of War Watch,3,62,96,hunter,armor,,5,3,41617,30076,100,338,0.0,
240105,Hunter,The Veiled Grips,4,71,140,hunter,armor,,10,3,45670,32275,141,301,0.0,
240106,Hunter,Trousers of Blood Moon,2,25,26,hunter,armor,,7,2,18489,2233,27,31,0.0,
240107,Hunter,Rime Snowfall Trousers,3,21,22,hunter,armor,,7,2,1978,5199,21,28,0.0,
240108,Hunter,"Nightwoven Treads, Plaguewarden's Oath",3,64,108,hunter,armor,,8,3,44200,31573,109,234,0.0,
240109,Hunter,Darkforged War Leggings of the Rune Watch,2,60,89,hunter,armor,,7,3,43918,29933,81,248,0.0,
240110,Hunter,Dragonstalker's Runed Crossbow,2,71,136,hunter,crossbow,crossbow,26,18,50160,36627,130,0,78.519,2
240111,Hunter,Ancient King's Faceguard,2,62,100,hunter,armor,,1,3,45178,25976,96,243,0.0,
240112,Hunter,Twilight Ice Gemmed Band,3,73,149,hunter,finger,,11,0,51278,37960,146,0,0.0,
240113,Hunter,Ancestral Grips of the Scarlet Keep,2,56,61,hunter,armor,,10,3,24183,13532,61,90,0.0,
240114,Hunter,Striders of the Endless Road,3,26,33,hunter,armor,,8,2,34393,20093,33,29,0.0,
240115,Hunter,"Profane Surcoat, Titanforger's Oath",4,80,219,hunter,armor,,5,3,60551,47244,219,986,0.0,
240116,Hunter,Brilliant Seal,2,12,19,hunter,finger,,11,0,28682,28303,21,0,0.0,
240117,Hunter,Nightwatcher's Harness,2,73,149,hunter,armor,,5,3,51240,37440,138,502,0.0,8
240118,Hunter,Sunsteel Vest of Deep Earth,2,9,15,hunter,armor,,5,2,36996,22987,15,18,0.0,
240119,Hunter,The Coldhearted Ringlet,2,69,125,hunter,finger,,11,0,51277,37525,138,0,0.0,
240120,Hunter,Skull Axe of Lich King,3,49,56,hunter,1h_axe,1h_axe,13,0,19127,10805,54,0,37.045,
240121,Hunter,"Royal Cloak, Blade Maw",2,51,52,hunter,back,,16,1,27653,14673,52,21,0.0,
240122,Hunter,Iron Pledge Surcoat,2,51,56,hunter,armor,,5,3,28237,11194,57,160,0.0,
240123,Hunter,Ravenbound Mantle,3,34,36,hunter,armor,,3,2,12830,2264,30,34,0.0,
240124,Hunter,Wildguard's Leggings of the Holy Flame,2,36,42,hunter,armor,,7,2,15020,7478,43,51,0.0,
240125,Hunter,Eye of the Old Memory,4,80,226,hunter,trinket,,12,0,59328,46051,226,0,0.0,4
240126,Hunter,Mystic Winter Striders,2,13,14,hunter,armor,,8,2,17163,2307,18,10,0.0,
240127,Hunter,Leggings of the Long Road,2,19,25,hunter,armor,,7,2,16954,3056,26,27,0.0,
240128,Hunter,The Warborn Casque,3,78,188,hunter,armor,,1,3,18418,38445,187,585,0.0,
240129,Hunter,Bloodfire Storm Belt,2,78,187,hunter,armor,,6,3,56136,42818,174,348,0.0,
240130,Hunter,Dragonkeeper's Spaulders,3,42,44,hunter,armor,,3,3,28443,13132,43,89,0.0,
240131,Hunter,"Waistguard, Frostfire Root",2,69,119,hunter,armor,,6,3,43483,31114,114,197,0.0,
240132,Hunter,The Stormwrought Warbelt,3,58,83,hunter,armor,,6,3,43153,24360,91,140,0.0,
240133,Hunter,Vambraces of the Scarlet Crusade,3,65,112,hunter,armor,,9,3,37647,25697,114,120,0.0,
240134,Hunter,Aged Warboots of Wyrmrest,3,57,62,hunter,armor,,8,3,30736,18379,62,117,0.0,
240135,Hunter,Nightforged Longshot of the Violet Eye,2,7,9,hunter,bow,bow,15,2,8107,2903,15,0,5.0,
240136,Hunter,The Frostbitten Cloak,2,30,37,hunter,back,,16,1,26057,14229,36,14,0.0,
240137,Hunter,Trousers of the Grave King,2,11,15,hunter,armor,,7,2,1963,2818,15,16,0.0,
240138,Hunter,Soulforged Promise,4,80,258,hunter,finger,,11,0,64176,50986,251,0,0.0,4
240139,Hunter,Graveborn Nightcloak,2,24,25,hunter,back,,16,1,15161,4797,25,9,0.0,
240140,Hunter,Longcloak of the Dark Star,3,17,24,hunter,back,,16,1,22991,2059,24,10,0.0,
240141,Hunter,"Enchanted Scout Bow, Ironlord's Oath",3,79,188,hunter,bow,bow,15,2,50515,37050,187,0,109.167,
240142,Hunter,The Runic Cinch,2,11,18,hunter,armor,,6,2,27880,15110,20,11,0.0,
240143,Hunter,Bloodied Chestguard of Dawn Star,3,24,31,hunter,armor,,5,2,8676,1489,25,45,0.0,
240144,Hunter,Shoulderpads of the Rune Crown,2,35,41,hunter,armor,,3,2,17192,4737,44,36,0.0,
240145,Hunter,Grave Hammer Charmstone,2,28,31,hunter,neck,,2,0,33262,20909,30,0,0.0,
240146,Hunter,The Coldforged Claws,2,32,39,hunter,armor,,10,2,17067,6727,41,27,0.0,
240147,Hunter,Plagueborn Mask of the Abyssal Gate,2,29,36,hunter,armor,,1,2,28984,6720,37,37,0.0,
240148,Hunter,"Woe-bound Waistguard, Deathkeeper's Oath",3,6,12,hunter,armor,,6,2,28384,10412,21,8,0.0,
240149,Hunter,Eagle Wrath Crystal,2,22,27,hunter,trinket,,12,0,22293,4381,28,0,0.0,
240150,Hunter,Legmail of the Drake Rider,2,74,159,hunter,armor,,7,3,51878,39440,162,493,0.0,
240151,Hunter,Nightcloak of the Dark Star,3,16,21,hunter,back,,16,1,15156,6632,20,9,0.0,
240152,Hunter,"Scalebound Belt, Blood Prince's Oath",2,8,11,hunter,armor,,6,2,7545,5275,15,6,0.0,
240153,Hunter,Tunic of Red Dawn,2,16,18,hunter,armor,,5,2,9511,4243,17,22,0.0,
240154,Hunter,Flawless Wrist Chains,2,45,50,hunter,armor,,9,3,26155,10191,51,42,0.0,
240155,Hunter,Scarlet Chestguard of the Moon Watch,3,21,27,hunter,armor,,5,2,9531,2314,24,40,0.0,
240156,Hunter,Fierce Royal Band,3,46,47,hunter,finger,,11,0,32678,20006,52,0,0.0,
240157,Hunter,Warbelt of the River Heart,2,47,53,hunter,armor,,6,3,27285,15654,54,73,0.0,
240158,Hunter,Northwind Surcoat of the Void King,2,40,46,hunter,armor,,5,3,25932,9928,45,127,0.0,
240159,Hunter,Runemarked Chestpiece of the Deep Hall,2,14,16,hunter,armor,,5,2,8908,5781,19,19,0.0,
240160,Hunter,Surcoat of Shadow Oath,3,54,55,hunter,armor,,5,3,25671,15045,52,171,0.0,
