reference_entry,displayid,item_level,quality,source,earliest_expansion
9967,27351,43,2,item_template.sql,Classic
9998,24352,41,2,item_template.sql,Classic
9999,24354,41,2,item_template.sql,Classic
10003,18835,43,2,item_template.sql,Classic
10004,24951,43,2,item_template.sql,Classic
10008,41463,43,2,item_template.sql,Classic
10009,16764,43,2,item_template.sql,Classic
10018,19111,45,2,item_template.sql,Classic
10019,18999,45,3,item_template.sql,Classic
10023,19055,45,2,item_template.sql,Classic
10028,18866,47,2,item_template.sql,Classic
10029,19113,47,2,item_template.sql,Classic
10030,18872,48,2,item_template.sql,Classic
10031,19051,48,2,item_template.sql,Classic
10032,18877,48,2,item_template.sql,Classic
10041,19000,50,3,item_template.sql,Classic
10042,14606,45,2,item_template.sql,Classic
10043,20209,31,2,item_template.sql,Classic
10044,18933,49,2,item_template.sql,Classic
10047,19009,15,2,item_template.sql,Classic
10048,18914,24,2,item_template.sql,Classic
10049,20472,25,2,item_template.sql,Classic
10059,28124,50,2,item_template.sql,Classic
10061,44716,51,2,item_template.sql,Classic
10064,28140,53,2,item_template.sql,Classic
10065,28165,55,2,item_template.sql,Classic
10066,28155,49,2,item_template.sql,Classic
10067,19019,49,2,item_template.sql,Classic
10068,19013,51,2,item_template.sql,Classic
10070,19012,55,2,item_template.sql,Classic
10072,19017,51,2,item_template.sql,Classic
10073,21309,52,2,item_template.sql,Classic
10074,19018,53,2,item_template.sql,Classic
10075,19020,51,2,item_template.sql,Classic
10076,19725,49,2,item_template.sql,Classic
10080,26328,50,2,item_template.sql,Classic
10082,26326,51,2,item_template.sql,Classic
10083,26330,51,2,item_template.sql,Classic
10085,26329,52,2,item_template.sql,Classic
10086,27363,49,2,item_template.sql,Classic
10087,27364,46,2,item_template.sql,Classic
10090,27366,46,2,item_template.sql,Classic
10091,27367,47,2,item_template.sql,Classic
10092,27371,47,2,item_template.sql,Classic
10095,27600,56,2,item_template.sql,Classic
10098,27607,53,2,item_template.sql,Classic
10102,27609,59,2,item_template.sql,Classic
10107,27719,54,2,item_template.sql,Classic
10108,27721,53,2,item_template.sql,Classic
10111,28590,57,2,item_template.sql,Classic
10113,27733,57,2,item_template.sql,Classic
10118,26291,58,2,item_template.sql,Classic
10120,26304,53,2,item_template.sql,Classic
10121,26293,56,2,item_template.sql,Classic
10122,26295,55,2,item_template.sql,Classic
10124,19708,57,2,item_template.sql,Classic
10126,26289,54,2,item_template.sql,Classic
10127,27426,49,2,item_template.sql,Classic
10128,27427,54,2,item_template.sql,Classic
10129,27428,50,2,item_template.sql,Classic
10130,27429,50,2,item_template.sql,Classic
10132,19759,51,2,item_template.sql,Classic
10133,27430,52,2,item_template.sql,Classic
10134,27431,51,2,item_template.sql,Classic
10136,27630,60,2,item_template.sql,Classic
10137,27633,61,2,item_template.sql,Classic
10141,27629,63,2,item_template.sql,Classic
10142,27640,62,2,item_template.sql,Classic
10144,27647,60,2,item_template.sql,Classic
10146,27741,61,2,item_template.sql,Classic
10148,27743,58,2,item_template.sql,Classic
10149,27745,61,2,item_template.sql,Classic
10152,18962,63,2,item_template.sql,Classic
10164,27407,58,2,item_template.sql,Classic
10165,29014,55,2,item_template.sql,Classic
10166,27411,54,2,item_template.sql,Classic
10169,27413,57,2,item_template.sql,Classic
10171,27406,54,2,item_template.sql,Classic
10172,28109,55,2,item_template.sql,Classic
10174,23136,52,2,item_template.sql,Classic
10175,44717,55,2,item_template.sql,Classic
10177,28084,56,2,item_template.sql,Classic
10179,28080,54,2,item_template.sql,Classic
10180,28079,52,2,item_template.sql,Classic
10181,28078,58,2,item_template.sql,Classic
10184,4382,52,2,item_template.sql,Classic
10187,27809,55,2,item_template.sql,Classic
10190,19001,52,2,item_template.sql,Classic
10192,26160,53,2,item_template.sql,Classic
10193,26156,55,2,item_template.sql,Classic
10195,26176,55,2,item_template.sql,Classic
10198,26172,53,2,item_template.sql,Classic
10201,27400,48,2,item_template.sql,Classic
10202,27402,48,2,item_template.sql,Classic
10203,27397,52,2,item_template.sql,Classic
10204,27388,55,2,item_template.sql,Classic
10205,27398,49,2,item_template.sql,Classic
10206,27399,48,2,item_template.sql,Classic
10208,27401,50,2,item_template.sql,Classic
10209,27403,50,2,item_template.sql,Classic
10210,27867,60,2,item_template.sql,Classic
10213,27870,58,2,item_template.sql,Classic
10216,27842,58,2,item_template.sql,Classic
10217,25198,61,2,item_template.sql,Classic
10219,28851,60,2,item_template.sql,Classic
10223,18978,58,2,item_template.sql,Classic
10226,18985,61,2,item_template.sql,Classic
10227,18982,62,2,item_template.sql,Classic
10228,18983,60,2,item_template.sql,Classic
10229,26265,56,2,item_template.sql,Classic
10232,26269,58,2,item_template.sql,Classic
10233,26270,57,2,item_template.sql,Classic
10235,26274,59,2,item_template.sql,Classic
10236,26272,59,2,item_template.sql,Classic
10237,26273,58,2,item_template.sql,Classic
10240,27384,55,2,item_template.sql,Classic
10242,27381,52,2,item_template.sql,Classic
10244,27383,54,2,item_template.sql,Classic
10245,27386,53,2,item_template.sql,Classic
10253,27823,63,2,item_template.sql,Classic
10255,27830,62,2,item_template.sql,Classic
10275,27416,60,2,item_template.sql,Classic
10277,29003,57,2,item_template.sql,Classic
10278,27418,55,2,item_template.sql,Classic
10279,27423,58,2,item_template.sql,Classic
10280,13206,59,2,item_template.sql,Classic
10281,27422,58,2,item_template.sql,Classic
10288,18976,31,2,item_template.sql,Classic
10289,27862,32,2,item_template.sql,Classic
10328,19049,39,3,item_template.sql,Classic
10332,28383,35,3,item_template.sql,Classic
10369,26352,58,2,item_template.sql,Classic
10370,26353,57,2,item_template.sql,Classic
10372,26365,59,2,item_template.sql,Classic
10377,26362,59,2,item_template.sql,Classic
10378,26332,63,2,item_template.sql,Classic
10380,26334,60,2,item_template.sql,Classic
10381,26335,59,2,item_template.sql,Classic
10383,26337,61,2,item_template.sql,Classic
10384,19844,65,2,item_template.sql,Classic
10385,26341,62,2,item_template.sql,Classic
10387,26340,61,2,item_template.sql,Classic
10390,26342,63,2,item_template.sql,Classic
10391,26360,60,2,item_template.sql,Classic
10399,9123,24,3,item_template.sql,Classic
10402,21903,18,2,item_template.sql,Classic
10403,14389,22,3,item_template.sql,Classic
10406,28173,32,2,item_template.sql,Classic
10408,27774,32,2,item_template.sql,Classic
10409,27771,32,2,item_template.sql,Classic
10410,28385,23,3,item_template.sql,Classic
10411,27949,23,3,item_template.sql,Classic
10412,28384,21,3,item_template.sql,Classic
10413,19125,19,3,item_template.sql,Classic
10423,19201,31,2,item_template.sql,Classic
10462,19313,47,2,item_template.sql,Classic
10499,19397,35,2,item_template.sql,Classic
10500,19399,41,2,item_template.sql,Classic
10504,19563,49,3,item_template.sql,Classic
10518,23129,45,2,item_template.sql,Classic
10543,20814,41,2,item_template.sql,Classic
10545,22420,42,2,item_template.sql,Classic
10549,19951,12,2,item_template.sql,Classic
10553,19919,11,2,item_template.sql,Classic
10554,19918,11,2,item_template.sql,Classic
10555,6478,1,1,item_template.sql,Classic
10574,19903,40,3,item_template.sql,Classic
10576,60692,50,2,item_template.sql,Classic
10577,7397,41,2,item_template.sql,Classic
10582,28654,36,3,item_template.sql,Classic
10583,28808,39,3,item_template.sql,Classic
10588,67049,47,2,item_template.sql,Classic
10624,25604,47,3,item_template.sql,Classic
10626,19617,50,3,item_template.sql,Classic
10631,28800,46,3,item_template.sql,Classic
10633,19900,51,3,item_template.sql,Classic
10637,14152,15,2,item_template.sql,Classic
10638,28209,15,2,item_template.sql,Classic
10653,9174,30,2,item_template.sql,Classic
10654,19949,31,2,item_template.sql,Classic
10657,19991,26,2,item_template.sql,Classic
10658,28238,25,2,item_template.sql,Classic
10659,2516,57,2,item_template.sql,Classic
10696,22229,60,2,item_template.sql,Classic
10698,20275,60,2,item_template.sql,Classic
10700,18832,45,2,item_template.sql,Classic
10702,28273,43,2,item_template.sql,Classic
10703,20297,45,2,item_template.sql,Classic
10704,28267,46,2,item_template.sql,Classic
10705,19915,47,2,item_template.sql,Classic
10706,28336,47,2,item_template.sql,Classic
10707,19742,52,2,item_template.sql,Classic
10716,20625,41,2,item_template.sql,Classic
10720,19662,42,2,item_template.sql,Classic
10724,19665,45,2,item_template.sql,Classic
10726,19667,47,2,item_template.sql,Classic
10740,28310,53,2,item_template.sql,Classic
10742,19710,51,2,item_template.sql,Classic
10745,28330,50,2,item_template.sql,Classic
10746,28343,50,2,item_template.sql,Classic
10747,19992,41,2,item_template.sql,Classic
10749,19728,54,3,item_template.sql,Classic
10751,19920,54,3,item_template.sql,Classic
10760,28683,39,3,item_template.sql,Classic
10762,19953,44,3,item_template.sql,Classic
10763,28783,44,3,item_template.sql,Classic
10765,28688,43,3,item_template.sql,Classic
10768,28684,42,3,item_template.sql,Classic
10769,19785,41,3,item_template.sql,Classic
10771,19910,41,3,item_template.sql,Classic
10774,28744,42,3,item_template.sql,Classic
10777,28595,42,3,item_template.sql,Classic
10778,1399,60,2,item_template.sql,Classic
10779,16452,60,2,item_template.sql,Classic
10783,19995,52,3,item_template.sql,Classic
10784,19793,52,3,item_template.sql,Classic
10787,19796,52,3,item_template.sql,Classic
10788,19996,52,3,item_template.sql,Classic
10797,20030,53,3,item_template.sql,Classic
10798,28640,51,3,item_template.sql,Classic
10800,19806,52,3,item_template.sql,Classic
10801,19912,52,3,item_template.sql,Classic
10802,18968,52,3,item_template.sql,Classic
10806,19810,55,3,item_template.sql,Classic
10807,19812,55,3,item_template.sql,Classic
10820,19932,15,2,item_template.sql,Classic
10821,28298,15,2,item_template.sql,Classic
10826,20293,48,2,item_template.sql,Classic
10827,28205,48,2,item_template.sql,Classic
10833,19838,56,3,item_template.sql,Classic
10838,19869,54,3,item_template.sql,Classic
10842,22427,54,3,item_template.sql,Classic
10843,22995,54,3,item_template.sql,Classic
10844,20258,54,3,item_template.sql,Classic
10845,19893,54,3,item_template.sql,Classic
10846,19898,54,3,item_template.sql,Classic
11118,20769,47,3,item_template.sql,Classic
11122,21115,50,2,item_template.sql,Classic
11123,14590,55,3,item_template.sql,Classic
11124,28196,55,3,item_template.sql,Classic
11190,28188,5,1,item_template.sql,Classic
11193,19002,57,2,item_template.sql,Classic
11229,28306,32,2,item_template.sql,Classic
11265,28629,42,2,item_template.sql,Classic
11287,21096,15,2,item_template.sql,Classic
11288,21097,23,2,item_template.sql,Classic
11303,8104,16,2,item_template.sql,Classic
11308,21113,49,2,item_template.sql,Classic
11311,28731,46,3,item_template.sql,Classic
11469,14601,46,2,item_template.sql,Classic
11475,28181,5,1,item_template.sql,Classic
11502,28217,46,2,item_template.sql,Classic
11505,21461,1,0,item_template.sql,Classic
11603,23270,51,3,item_template.sql,Classic
11604,21580,59,3,item_template.sql,Classic
11606,21577,56,2,item_template.sql,Classic
11607,22218,57,3,item_template.sql,Classic
11624,28788,52,3,item_template.sql,Classic
11627,28658,53,3,item_template.sql,Classic
11628,28780,53,3,item_template.sql,Classic
11632,28725,52,3,item_template.sql,Classic
11634,28741,54,3,item_template.sql,Classic
11662,28642,54,3,item_template.sql,Classic
11677,28381,55,3,item_template.sql,Classic
11685,28704,55,3,item_template.sql,Classic
11686,28763,55,3,item_template.sql,Classic
11703,28686,55,3,item_template.sql,Classic
11722,28721,55,3,item_template.sql,Classic
11743,21714,55,3,item_template.sql,Classic
11745,28740,56,3,item_template.sql,Classic
11746,21717,56,3,item_template.sql,Classic
11747,21719,53,3,item_template.sql,Classic
11748,28807,53,3,item_template.sql,Classic
11749,28722,53,3,item_template.sql,Classic
11750,21723,53,3,item_template.sql,Classic
11755,21725,56,3,item_template.sql,Classic
11764,21753,57,3,item_template.sql,Classic
11766,21755,57,3,item_template.sql,Classic
11768,28785,57,3,item_template.sql,Classic
11782,21771,57,3,item_template.sql,Classic
11783,28696,57,3,item_template.sql,Classic
11784,21773,53,3,item_template.sql,Classic
11787,28669,58,3,item_template.sql,Classic
11802,19843,58,3,item_template.sql,Classic
11811,21804,55,3,item_template.sql,Classic
11814,21805,58,3,item_template.sql,Classic
11819,18725,59,3,item_template.sql,Classic
11822,28660,59,3,item_template.sql,Classic
11823,28728,59,3,item_template.sql,Classic
11832,19764,58,3,item_template.sql,Classic
11839,21839,55,3,item_template.sql,Classic
11853,28241,18,2,item_template.sql,Classic
11856,28312,45,2,item_template.sql,Classic
11857,28345,46,2,item_template.sql,Classic
11864,25632,52,2,item_template.sql,Classic
11866,28219,55,3,item_template.sql,Classic
11867,28332,53,2,item_template.sql,Classic
11872,28164,54,2,item_template.sql,Classic
11873,28325,56,2,item_template.sql,Classic
11875,28305,54,2,item_template.sql,Classic
11876,28233,56,2,item_template.sql,Classic
11889,28304,50,2,item_template.sql,Classic
11905,22753,56,2,item_template.sql,Classic
11906,28075,55,2,item_template.sql,Classic
11908,28063,55,2,item_template.sql,Classic
11910,28076,55,2,item_template.sql,Classic
11913,28132,55,2,item_template.sql,Classic
11917,28255,55,2,item_template.sql,Classic
11918,28186,55,2,item_template.sql,Classic
11920,28679,56,3,item_template.sql,Classic
11922,25609,57,3,item_template.sql,Classic
11924,28814,60,3,item_template.sql,Classic
11925,28762,57,3,item_template.sql,Classic
11929,28736,57,3,item_template.sql,Classic
11932,21968,59,3,item_template.sql,Classic
11933,28784,60,3,item_template.sql,Classic
11936,28242,20,2,item_template.sql,Classic
11964,28203,55,2,item_template.sql,Classic
11967,9835,23,2,item_template.sql,Classic
11981,3666,20,2,item_template.sql,Classic
11986,9849,39,2,item_template.sql,Classic
11993,9836,22,2,item_template.sql,Classic
12018,28135,54,2,item_template.sql,Classic
12028,9857,32,2,item_template.sql,Classic
12047,9852,30,2,item_template.sql,Classic
12062,25611,60,2,item_template.sql,Classic
12065,22037,60,2,item_template.sql,Classic
12066,28251,58,2,item_template.sql,Classic
12082,28176,58,2,item_template.sql,Classic
12105,28234,56,3,item_template.sql,Classic
12106,28089,60,2,item_template.sql,Classic
12107,28182,60,2,item_template.sql,Classic
12113,28210,56,2,item_template.sql,Classic
12251,22252,37,2,item_template.sql,Classic
12252,28699,39,2,item_template.sql,Classic
12253,28690,41,2,item_template.sql,Classic
12258,22256,44,2,item_template.sql,Classic
12295,28204,15,2,item_template.sql,Classic
12296,28248,17,2,item_template.sql,Classic
12344,22415,61,3,item_template.sql,Classic
12410,25856,56,2,item_template.sql,Classic
12414,22951,60,2,item_template.sql,Classic
12417,25826,59,2,item_template.sql,Classic
12418,25744,57,2,item_template.sql,Classic
12419,25741,58,2,item_template.sql,Classic
12420,25745,61,2,item_template.sql,Classic
12422,25749,60,2,item_template.sql,Classic
12426,24513,59,2,item_template.sql,Classic
12429,24506,61,2,item_template.sql,Classic
12466,28190,53,3,item_template.sql,Classic
12470,22656,47,3,item_template.sql,Classic
12522,28077,15,2,item_template.sql,Classic
12528,28673,52,3,item_template.sql,Classic
12531,22721,51,3,item_template.sql,Classic
12535,22733,54,3,item_template.sql,Classic
12546,28637,54,3,item_template.sql,Classic
12547,28797,56,3,item_template.sql,Classic
12549,15501,52,3,item_template.sql,Classic
12550,28824,53,3,item_template.sql,Classic
12552,23111,55,3,item_template.sql,Classic
12555,27829,55,3,item_template.sql,Classic
12587,22794,63,3,item_template.sql,Classic
12589,21796,61,3,item_template.sql,Classic
12603,8725,61,3,item_template.sql,Classic
12608,28693,58,3,item_template.sql,Classic
12613,19730,62,2,item_template.sql,Classic
12614,23485,62,2,item_template.sql,Classic
12615,22860,62,2,item_template.sql,Classic
12621,22885,59,3,item_template.sql,Classic
12624,25754,54,3,item_template.sql,Classic
12625,25827,58,3,item_template.sql,Classic
12628,22892,57,3,item_template.sql,Classic
12633,22901,60,3,item_template.sql,Classic
12653,28813,59,3,item_template.sql,Classic
12709,22977,63,3,item_template.sql,Classic
12772,23230,54,2,item_template.sql,Classic
12774,23236,55,3,item_template.sql,Classic
12775,23434,56,2,item_template.sql,Classic
12779,23243,57,2,item_template.sql,Classic
12791,23262,55,3,item_template.sql,Classic
12793,23266,55,3,item_template.sql,Classic
12805,23727,46,2,item_template.sql,Classic
12895,28335,62,4,item_template.sql,Classic
12930,8232,60,3,item_template.sql,Classic
12935,28625,63,3,item_template.sql,Classic
12970,26387,63,3,item_template.sql,Classic
12974,28676,31,3,item_template.sql,Classic
12976,8272,20,3,item_template.sql,Classic
12977,16642,20,3,item_template.sql,Classic
12978,28448,20,3,item_template.sql,Classic
12979,28661,21,3,item_template.sql,Classic
12982,28452,21,3,item_template.sql,Classic
12987,28648,22,3,item_template.sql,Classic
12988,28375,22,3,item_template.sql,Classic
12989,28758,22,3,item_template.sql,Classic
12994,27778,23,3,item_template.sql,Classic
12996,24646,23,3,item_template.sql,Classic
12998,28651,25,3,item_template.sql,Classic
12999,28370,25,3,item_template.sql,Classic
13003,28794,56,3,item_template.sql,Classic
13005,28951,28,3,item_template.sql,Classic
13007,28616,58,3,item_template.sql,Classic
13008,28646,52,3,item_template.sql,Classic
13009,28700,51,3,item_template.sql,Classic
13010,28438,26,3,item_template.sql,Classic
13011,28372,27,3,item_template.sql,Classic
13012,28596,27,3,item_template.sql,Classic
13013,28643,56,3,item_template.sql,Classic
13018,23228,48,3,item_template.sql,Classic
13024,28671,29,3,item_template.sql,Classic
13026,28776,45,3,item_template.sql,Classic
13027,28689,53,3,item_template.sql,Classic
13038,25607,40,3,item_template.sql,Classic
13039,25608,48,3,item_template.sql,Classic
13041,28768,26,3,item_template.sql,Classic
13043,28675,49,3,item_template.sql,Classic
13045,25627,35,3,item_template.sql,Classic
13051,28598,44,3,item_template.sql,Classic
13054,28764,40,3,item_template.sql,Classic
13056,12562,56,3,item_template.sql,Classic
13059,25633,52,3,item_template.sql,Classic
13063,28697,34,3,item_template.sql,Classic
13064,28787,42,3,item_template.sql,Classic
13066,28351,51,3,item_template.sql,Classic
13067,28355,54,3,item_template.sql,Classic
13068,28362,42,3,item_template.sql,Classic
13070,28353,58,3,item_template.sql,Classic
13071,28354,45,3,item_template.sql,Classic
13072,28352,60,3,item_template.sql,Classic
13073,28360,52,3,item_template.sql,Classic
13074,21961,46,3,item_template.sql,Classic
13075,28716,63,3,item_template.sql,Classic
13076,28357,48,3,item_template.sql,Classic
13084,6497,35,3,item_template.sql,Classic
13088,6522,41,3,item_template.sql,Classic
13091,23717,57,3,item_template.sql,Classic
13099,28617,29,3,item_template.sql,Classic
13100,28645,44,3,item_template.sql,Classic
13103,28612,38,3,item_template.sql,Classic
13105,28657,37,3,item_template.sql,Classic
13106,28656,31,3,item_template.sql,Classic
13107,28619,62,3,item_template.sql,Classic
13108,28614,34,3,item_template.sql,Classic
13109,28609,49,3,item_template.sql,Classic
13110,28368,36,3,item_template.sql,Classic
13112,28601,48,3,item_template.sql,Classic
13114,17031,30,3,item_template.sql,Classic
13115,28745,45,3,item_template.sql,Classic
13117,28802,42,3,item_template.sql,Classic
13119,28735,39,3,item_template.sql,Classic
13120,28373,55,3,item_template.sql,Classic
13121,28602,38,3,item_template.sql,Classic
13122,28652,55,3,item_template.sql,Classic
13124,28441,35,3,item_template.sql,Classic
13127,28440,32,3,item_template.sql,Classic
13128,28662,47,3,item_template.sql,Classic
13129,28437,39,3,item_template.sql,Classic
13130,28447,56,3,item_template.sql,Classic
13132,28443,43,3,item_template.sql,Classic
13134,28435,49,3,item_template.sql,Classic
13137,28786,34,3,item_template.sql,Classic
13144,28649,53,3,item_template.sql,Classic
13145,28356,40,3,item_template.sql,Classic
13146,28743,58,3,item_template.sql,Classic
13166,23704,60,3,item_template.sql,Classic
13181,23732,57,3,item_template.sql,Classic
13212,23766,60,3,item_template.sql,Classic
13216,23777,61,2,item_template.sql,Classic
13218,23791,61,3,item_template.sql,Classic
13249,23837,62,3,item_template.sql,Classic
13252,23844,60,3,item_template.sql,Classic
13260,23861,61,3,item_template.sql,Classic
13283,23435,59,3,item_template.sql,Classic
13359,24045,63,3,item_template.sql,Classic
13373,1225,60,3,item_template.sql,Classic
13376,24065,59,3,item_template.sql,Classic
13378,24066,58,3,item_template.sql,Classic
13383,24070,58,3,item_template.sql,Classic
13386,24073,61,3,item_template.sql,Classic
13391,25051,61,3,item_template.sql,Classic
13394,24102,59,3,item_template.sql,Classic
13395,29009,59,3,item_template.sql,Classic
13399,24109,59,3,item_template.sql,Classic
13400,24110,59,3,item_template.sql,Classic
13404,41843,57,3,item_template.sql,Classic
13408,24119,57,3,item_template.sql,Classic
13473,23715,54,2,item_template.sql,Classic
13498,24162,60,3,item_template.sql,Classic
13527,24179,62,2,item_template.sql,Classic
13530,24181,61,2,item_template.sql,Classic
13531,24182,61,2,item_template.sql,Classic
13544,24220,60,2,item_template.sql,Classic
13733,24564,1,1,item_template.sql,Classic
13793,24557,1,1,item_template.sql,Classic
13811,6502,60,2,item_template.sql,Classic
13812,24569,58,2,item_template.sql,Classic
13856,25235,51,2,item_template.sql,Classic
13864,25233,56,2,item_template.sql,Classic
13865,25208,57,2,item_template.sql,Classic
13868,24612,51,2,item_template.sql,Classic
13870,24616,53,2,item_template.sql,Classic
13871,24615,56,2,item_template.sql,Classic
13955,24777,61,3,item_template.sql,Classic
13958,24767,60,3,item_template.sql,Classic
13963,29016,60,3,item_template.sql,Classic
13968,24784,63,3,item_template.sql,Classic
14025,25881,17,2,item_template.sql,Classic
14042,24893,52,2,item_template.sql,Classic
14045,24895,56,2,item_template.sql,Classic
14090,7533,11,2,item_template.sql,Classic
14091,25869,11,2,item_template.sql,Classic
14094,25873,11,2,item_template.sql,Classic
14096,25880,16,2,item_template.sql,Classic
14097,25876,14,2,item_template.sql,Classic
14100,15820,54,2,item_template.sql,Classic
14106,24932,61,2,item_template.sql,Classic
14108,24935,57,2,item_template.sql,Classic
14111,24933,58,2,item_template.sql,Classic
14113,25858,15,2,item_template.sql,Classic
14114,25857,16,2,item_template.sql,Classic
14119,11421,17,2,item_template.sql,Classic
14121,17462,20,2,item_template.sql,Classic
14123,25916,17,2,item_template.sql,Classic
14128,24945,60,2,item_template.sql,Classic
14129,25929,20,2,item_template.sql,Classic
14131,25915,19,2,item_template.sql,Classic
14132,24943,55,2,item_template.sql,Classic
14133,25952,24,2,item_template.sql,Classic
14136,25834,57,3,item_template.sql,Classic
14138,25228,60,3,item_template.sql,Classic
14145,24981,18,3,item_template.sql,Classic
14147,24982,18,3,item_template.sql,Classic
14148,24983,18,3,item_template.sql,Classic
14149,24985,18,3,item_template.sql,Classic
14150,24988,18,3,item_template.sql,Classic
14151,24990,18,3,item_template.sql,Classic
14158,9996,26,2,item_template.sql,Classic
14161,23101,18,2,item_template.sql,Classic
14162,11144,23,2,item_template.sql,Classic
14163,25894,26,2,item_template.sql,Classic
14165,25890,25,2,item_template.sql,Classic
14166,28050,19,2,item_template.sql,Classic
14167,28054,19,2,item_template.sql,Classic
14171,13679,22,2,item_template.sql,Classic
14172,28098,23,2,item_template.sql,Classic
14176,9184,26,2,item_template.sql,Classic
14178,26302,31,2,item_template.sql,Classic
14180,26023,30,2,item_template.sql,Classic
14181,25971,28,2,item_template.sql,Classic
14183,25974,30,2,item_template.sql,Classic
14185,25969,27,2,item_template.sql,Classic
14186,25986,29,2,item_template.sql,Classic
14187,14640,28,2,item_template.sql,Classic
14192,25989,31,2,item_template.sql,Classic
14193,18887,31,2,item_template.sql,Classic
14194,28730,28,2,item_template.sql,Classic
14195,14645,29,2,item_template.sql,Classic
14196,26008,32,2,item_template.sql,Classic
14199,26007,33,2,item_template.sql,Classic
14200,15293,35,2,item_template.sql,Classic
14203,16719,35,2,item_template.sql,Classic
14204,26011,36,2,item_template.sql,Classic
14205,26005,32,2,item_template.sql,Classic
14207,26021,36,2,item_template.sql,Classic
14208,26308,36,2,item_template.sql,Classic
14210,26015,32,2,item_template.sql,Classic
14211,26020,34,2,item_template.sql,Classic
14217,24113,36,2,item_template.sql,Classic
14221,26042,35,2,item_template.sql,Classic
14222,26050,37,2,item_template.sql,Classic
14223,26054,38,2,item_template.sql,Classic
14224,26052,39,2,item_template.sql,Classic
14225,26053,41,2,item_template.sql,Classic
14226,26055,37,2,item_template.sql,Classic
14228,26059,41,2,item_template.sql,Classic
14229,26057,36,2,item_template.sql,Classic
14230,26063,42,2,item_template.sql,Classic
14231,26062,38,2,item_template.sql,Classic
14233,26061,40,2,item_template.sql,Classic
14235,26058,37,2,item_template.sql,Classic
14236,26066,38,2,item_template.sql,Classic
14238,26100,41,2,item_template.sql,Classic
14239,26101,39,2,item_template.sql,Classic
14241,26102,41,2,item_template.sql,Classic
14243,26104,43,2,item_template.sql,Classic
14244,28991,46,2,item_template.sql,Classic
14251,26112,40,2,item_template.sql,Classic
14253,26113,43,2,item_template.sql,Classic
14254,26119,47,2,item_template.sql,Classic
14258,26190,45,2,item_template.sql,Classic
14260,26187,44,2,item_template.sql,Classic
14261,26189,43,2,item_template.sql,Classic
14264,26196,48,2,item_template.sql,Classic
14266,26195,47,2,item_template.sql,Classic
14267,26192,51,2,item_template.sql,Classic
14276,26138,47,2,item_template.sql,Classic
14280,26137,48,2,item_template.sql,Classic
14283,26124,54,2,item_template.sql,Classic
14284,26131,56,2,item_template.sql,Classic
14285,26134,50,2,item_template.sql,Classic
14286,26136,50,2,item_template.sql,Classic
14287,27927,56,2,item_template.sql,Classic
14289,25098,51,2,item_template.sql,Classic
14292,26215,49,2,item_template.sql,Classic
14293,26214,55,2,item_template.sql,Classic
14294,26208,51,2,item_template.sql,Classic
14295,26212,55,2,item_template.sql,Classic
14297,26211,57,2,item_template.sql,Classic
14301,26266,53,2,item_template.sql,Classic
14302,26275,56,2,item_template.sql,Classic
14303,18834,60,2,item_template.sql,Classic
14304,26280,55,2,item_template.sql,Classic
14305,26282,57,2,item_template.sql,Classic
14307,26277,59,2,item_template.sql,Classic
14310,26261,58,2,item_template.sql,Classic
14311,26253,55,2,item_template.sql,Classic
14315,26260,59,2,item_template.sql,Classic
14319,26285,59,2,item_template.sql,Classic
14320,26287,57,2,item_template.sql,Classic
14324,26300,60,2,item_template.sql,Classic
14326,28993,63,2,item_template.sql,Classic
14327,26284,58,2,item_template.sql,Classic
14329,26225,62,2,item_template.sql,Classic
14332,26224,64,2,item_template.sql,Classic
14365,25884,15,2,item_template.sql,Classic
14367,25885,19,2,item_template.sql,Classic
14369,25888,23,2,item_template.sql,Classic
14370,10079,19,2,item_template.sql,Classic
14372,25954,28,2,item_template.sql,Classic
14373,25957,25,2,item_template.sql,Classic
14374,25966,24,2,item_template.sql,Classic
14375,25959,25,2,item_template.sql,Classic
14376,25958,22,2,item_template.sql,Classic
14377,25961,26,2,item_template.sql,Classic
14378,25965,27,2,item_template.sql,Classic
14379,25968,29,2,item_template.sql,Classic
14400,25997,29,2,item_template.sql,Classic
14402,25994,29,2,item_template.sql,Classic
14404,12973,33,2,item_template.sql,Classic
14405,27873,33,2,item_template.sql,Classic
14406,25998,30,2,item_template.sql,Classic
14411,26029,35,2,item_template.sql,Classic
14412,26035,36,2,item_template.sql,Classic
14414,26024,34,2,item_template.sql,Classic
14416,26025,34,2,item_template.sql,Classic
14417,26084,44,2,item_template.sql,Classic
14420,26080,38,2,item_template.sql,Classic
14423,26096,40,2,item_template.sql,Classic
14425,26092,44,2,item_template.sql,Classic
14429,26151,43,2,item_template.sql,Classic
14430,26175,42,2,item_template.sql,Classic
14431,26154,44,2,item_template.sql,Classic
14433,26159,46,2,item_template.sql,Classic
14434,26174,49,2,item_template.sql,Classic
14447,26171,53,2,item_template.sql,Classic
14449,26170,57,2,item_template.sql,Classic
14451,18423,53,2,item_template.sql,Classic
14452,26182,54,2,item_template.sql,Classic
14454,26169,53,2,item_template.sql,Classic
14456,26240,64,2,item_template.sql,Classic
14457,26235,58,2,item_template.sql,Classic
14465,26230,60,2,item_template.sql,Classic
14528,25138,62,3,item_template.sql,Classic
14559,27520,18,2,item_template.sql,Classic
14560,27524,19,2,item_template.sql,Classic
