entry,name,required_level,item_level,quality,profile_id,map_id,difficulty_id,instance,destination,encounter,encounter_kind,encounter_name,pool_id,loot_mode,chance,quantity,item_level_min,item_level_max,profile_required_level_min,profile_required_level_max,band_source,band_source_item_count,band_center,placement_score,placement_reason,encounter_equivalence_group,encounter_eligible_profile_count,encounter_distribution_weight,encounter_distribution_score,set_id,set_name,set_atomic_profile,target_count,target_entries,target_names,targets
200233,Runeforged War Hatchet of Grave Lord,15,19,3,map_43_difficulty_0,43,0,WailingCaverns,dungeon,trash,trash,Trash,3130001,1,2.0,1,19,20,14,20,direct,3,19.666666666666668,"[1,0.6666666666666679,1,0.5,0,1,1,0,18270627650731606124]",source evidence,"item-level=19;required-level=15;candidate-band=16-21-11-16,19-20-14-15",2,1.1677777777777778,0.831419354286477,,,,2,creature:3840; creature:5912,Druid of the Fang; Deviate Faerie Dragon,creature:3840=Druid of the Fang; creature:5912=Deviate Faerie Dragon
200234,"Warbracers, Dream Fury",70,128,2,map_568_difficulty_0,568,0,ZulAman,raid,boss_000782,boss,Hex Lord Malacrass,3720004,1,2.0,1,128,128,70,70,direct,1,128.0,"[0,0.0,0,0.0,0,1,0,4,10718805399214875337]",source evidence,item-level=128;required-level=70;candidate-band=128-128-70-70,3,1.1300000000000001,0.8188651667971882,,,,1,creature:24239,Hex Lord Malacrass,creature:24239=Hex Lord Malacrass
200235,The Deathless Greatbow,24,31,2,map_47_difficulty_0,47,0,RazorfenKraulInstance,dungeon,boss_000438,boss,Roogug,3140000,1,2.0,1,28,31,22,30,direct,5,29.6,"[3,1.3999999999999986,3,0.5,0,1,0,0,8299229219802508334]",source evidence,"item-level=31;required-level=24;candidate-band=28-31-23-26,28-35-23-30,31-31-24-24",3,1.1253333333333333,0.951499441530374,,,,1,creature:6168,Roogug,creature:6168=Roogug
200238,Last Keeper's Bracers,57,62,3,map_229_difficulty_0,229,0,BlackRockSpire,dungeon,boss_000275,boss,Overlord Wyrmthalak,3220007,1,2.0,1,60,62,52,58,direct,8,61.0,"[2,1.0,2,1.0,0,1,0,6,13168931876577254079]",source evidence,"item-level=62;required-level=57;candidate-band=60-62-55-57,62-62-57-57",4,1.2066666666666668,1.0468162182653717,,,,1,creature:9568,Overlord Wyrmthalak,creature:9568=Overlord Wyrmthalak
200239,Deepforged Warhelm of the Dark Crown,25,29,2,map_47_difficulty_0,47,0,RazorfenKraulInstance,dungeon,boss_000438,boss,Roogug,3140000,1,2.0,1,28,31,22,30,direct,5,29.6,"[3,0.6000000000000014,3,0.5,0,1,0,0,4102969819774442906]",source evidence,"item-level=29;required-level=25;candidate-band=28-31-23-26,28-35-23-30",2,1.1280000000000001,1.0731192237829543,,,,1,creature:6168,Roogug,creature:6168=Roogug
200240,Sunblessed Epaulets of Sholazar,37,42,2,map_189_difficulty_0,189,0,MonasteryInstances,dungeon,boss_000448,boss,Herod,3200005,1,2.0,1,42,43,25,39,direct,4,42.25,"[1,0.25,1,0.5,0,1,0,4,1531194879951946586]",source evidence,"item-level=42;required-level=37;candidate-band=41-42-36-37,41-43-36-38,42-43-37-38",3,1.1291666666666667,0.618561565861464,,,,1,creature:3975,Herod,creature:3975=Herod
200241,Hammerlord's Mail of the Broken Promise,16,21,2,map_33_difficulty_0,33,0,Shadowfang,dungeon,trash,trash,Trash,3100001,1,2.0,1,21,26,15,21,direct,162,23.43949044585987,"[5,2.439490445859871,4,2.0,0,1,1,0,16621264699929284471]",source evidence,"item-level=21;required-level=16;candidate-band=20-21-15-16,21-23-16-18,21-26-16-20",3,1.0818683651804673,0.8143392574716638,,,,21,creature:2529; creature:3849; creature:3850; creature:3851; creature:3853; creature:3854; creature:3855; creature:3857; creature:3859; creature:3861; creature:3862; creature:3863; creature:3864; creature:3866; creature:3868; creature:3872; creature:3873; creature:3875; creature:3877; creature:14682; creature:36296,Son of Arugal; Deathstalker Adamant; Sorcerer Ashcrombe; Shadowfang Whitescalp; Shadowfang Moonwalker; Shadowfang Wolfguard; Shadowfang Darksoul; Shadowfang Glutton; Shadowfang Ragetooth; Bleak Worg; Slavering Worg; Lupine Horror; Fel Steed; Vile Bat; Blood Seeker; Deathsworn Captain; Tormented Officer; Haunted Servitor; Wailing Guardsman; Sever; Apothecary Hummel,creature:2529=Son of Arugal; creature:3849=Deathstalker Adamant; creature:3850=Sorcerer Ashcrombe; creature:3851=Shadowfang Whitescalp; creature:3853=Shadowfang Moonwalker; creature:3854=Shadowfang Wolfguard; creature:3855=Shadowfang Darksoul; creature:3857=Shadowfang Glutton; creature:3859=Shadowfang Ragetooth; creature:3861=Bleak Worg; creature:3862=Slavering Worg; creature:3863=Lupine Horror; creature:3864=Fel Steed; creature:3866=Vile Bat; creature:3868=Blood Seeker; creature:3872=Deathsworn Captain; creature:3873=Tormented Officer; creature:3875=Haunted Servitor; creature:3877=Wailing Guardsman; creature:14682=Sever; creature:36296=Apothecary Hummel
200242,Manaforged Poleblade,44,50,3,map_209_difficulty_0,209,0,TanarisInstance,dungeon,boss_000595,boss,Antu\'sul,3210002,1,2.0,1,48,50,40,45,direct,6,48.833333333333336,"[2,1.1666666666666643,2,0.0,0,1,0,1,6573730528138142119]",source evidence,"item-level=50;required-level=44;candidate-band=46-54-41-49,48-50-43-45,50-50-44-44",3,1.2061111111111114,1.1780819384366068,,,,1,creature:8127,Antu\'sul,creature:8127=Antu\'sul
200243,Girdle of Frozen Moon,15,19,2,map_43_difficulty_0,43,0,WailingCaverns,dungeon,trash,trash,Trash,3130001,1,2.0,1,19,20,14,20,direct,3,19.666666666666668,"[1,0.6666666666666679,1,0.5,0,1,1,0,2772737112309744938]",source evidence,"item-level=19;required-level=15;candidate-band=16-21-11-16,19-20-14-15",2,1.0877777777777777,1.087101089837123,,,,2,creature:3840; creature:5912,Druid of the Fang; Deviate Faerie Dragon,creature:3840=Druid of the Fang; creature:5912=Deviate Faerie Dragon
200244,Chain of the Wind King,11,18,3,map_36_difficulty_0,36,0,DeadminesInstance,dungeon,trash,trash,Trash,3120001,1,2.0,1,16,21,11,20,direct,20,18.6,"[5,0.6000000000000014,5,2.5,0,1,1,0,16186238098131098608]",source evidence,item-level=18;required-level=11;candidate-band=16-21-11-16,1,1.108,0.07009426761219364,,,,16,creature:598; creature:622; creature:634; creature:636; creature:641; creature:642; creature:657; creature:1725; creature:1729; creature:1731; creature:1732; creature:3586; creature:3947; creature:4416; creature:4417; creature:4418,Defias Miner; Goblin Engineer; Defias Overseer; Defias Blackguard; Goblin Woodcarver; Sneed\'s Shredder; Defias Pirate; Defias Watchman; Defias Evoker; Goblin Craftsman; Defias Squallshaper; Miner Johnson; Goblin Shipbuilder; Defias Strip Miner; Defias Taskmaster; Defias Wizard,creature:598=Defias Miner; creature:622=Goblin Engineer; creature:634=Defias Overseer; creature:636=Defias Blackguard; creature:641=Goblin Woodcarver; creature:642=Sneed\'s Shredder; creature:657=Defias Pirate; creature:1725=Defias Watchman; creature:1729=Defias Evoker; creature:1731=Goblin Craftsman; creature:1732=Defias Squallshaper; creature:3586=Miner Johnson; creature:3947=Goblin Shipbuilder; creature:4416=Defias Strip Miner; creature:4417=Defias Taskmaster; creature:4418=Defias Wizard
200247,Bloodforged Tower Shield of Dread Crown,31,38,3,map_129_difficulty_0,129,0,RazorfenDowns,dungeon,trash,trash,Trash,3190001,1,2.0,1,35,42,30,40,direct,53,37.9622641509434,"[7,0.03773584905660243,7,2.5,0,1,1,0,6307117133557068140]",source evidence,"item-level=38;required-level=31;candidate-band=35-42-30-37,35-45-30-40",2,1.1698742138364782,0.33493537496928744,,,,15,creature:7327; creature:7328; creature:7329; creature:7332; creature:7335; creature:7337; creature:7341; creature:7342; creature:7345; creature:7347; creature:7348; creature:7352; creature:7353; creature:7354; creature:14686,Withered Warrior; Withered Reaver; Withered Quilguard; Withered Spearhide; Death\'s Head Geomancer; Death\'s Head Necromancer; Skeletal Frostweaver; Skeletal Summoner; Splinterbone Captain; Boneflayer Ghoul; Thorn Eater Ghoul; Frozen Soul; Freezing Spirit; Ragglesnout; Lady Falther\'ess,creature:7327=Withered Warrior; creature:7328=Withered Reaver; creature:7329=Withered Quilguard; creature:7332=Withered Spearhide; creature:7335=Death\'s Head Geomancer; creature:7337=Death\'s Head Necromancer; creature:7341=Skeletal Frostweaver; creature:7342=Skeletal Summoner; creature:7345=Splinterbone Captain; creature:7347=Boneflayer Ghoul; creature:7348=Thorn Eater Ghoul; creature:7352=Frozen Soul; creature:7353=Freezing Spirit; creature:7354=Ragglesnout; creature:14686=Lady Falther\'ess
200248,Battleplate Legguards of Emerald Grove,47,54,3,map_230_difficulty_0,230,0,BlackrockDepths,dungeon,boss_000228,boss,Lord Roccor,3230002,1,2.0,1,52,57,46,55,direct,3,53.5,"[5,0.5,1,0.5,0,1,0,1,14441642411052898428]",source evidence,"item-level=54;required-level=47;candidate-band=46-54-41-49,52-57-47-48",2,1.2083333333333335,0.9562556180367819,,,,1,creature:9025,Lord Roccor,creature:9025=Lord Roccor
200250,Scourgebound Boots of Sable Crown,25,31,2,map_47_difficulty_0,47,0,RazorfenKraulInstance,dungeon,boss_000440,boss,Death Speaker Jargba,3140003,1,2.0,1,30,33,22,30,direct,3,31.333333333333332,"[3,0.33333333333333215,2,1.0,0,1,0,2,12793923057519208009]",source evidence,item-level=31;required-level=25;candidate-band=30-33-25-27,1,1.128888888888889,0.3505926051698695,,,,1,creature:4428,Death Speaker Jargba,creature:4428=Death Speaker Jargba
200251,Fanged Treads,30,32,3,map_90_difficulty_0,90,0,GnomeragonInstance,dungeon,trash,trash,Trash,3170001,1,2.0,1,28,35,23,30,direct,113,30.47787610619469,"[7,1.5221238938053112,7,3.5,0,1,1,0,17693531812860383701]",source evidence,"item-level=32;required-level=30;candidate-band=28-35-23-30,30-44-25-34",2,1.1649262536873157,0.07655958801383173,,,,23,creature:6206; creature:6207; creature:6211; creature:6212; creature:6218; creature:6219; creature:6220; creature:6223; creature:6224; creature:6225; creature:6226; creature:6227; creature:6228; creature:6230; creature:6232; creature:6233; creature:6234; creature:6329; creature:6391; creature:6392; creature:6407; creature:7603; creature:7849,Caverndeep Burrower; Caverndeep Ambusher; Caverndeep Reaver; Dark Iron Agent; Irradiated Slime; Corrosive Lurker; Irradiated Horror; Leprous Defender; Leprous Machinesmith; Mechano-Tank; Mechano-Flamewalker; Mechano-Frostwalker; Dark Iron Ambassador; Peacekeeper Security Suit; Arcane Nullifier X-21; Mechanized Sentry; Mechanized Guardian; Irradiated Pillager; Holdout Warrior; Holdout Medic; Holdout Technician; Leprous Assistant; Mobile Alert System,creature:6206=Caverndeep Burrower; creature:6207=Caverndeep Ambusher; creature:6211=Caverndeep Reaver; creature:6212=Dark Iron Agent; creature:6218=Irradiated Slime; creature:6219=Corrosive Lurker; creature:6220=Irradiated Horror; creature:6223=Leprous Defender; creature:6224=Leprous Machinesmith; creature:6225=Mechano-Tank; creature:6226=Mechano-Flamewalker; creature:6227=Mechano-Frostwalker; creature:6228=Dark Iron Ambassador; creature:6230=Peacekeeper Security Suit; creature:6232=Arcane Nullifier X-21; creature:6233=Mechanized Sentry; creature:6234=Mechanized Guardian; creature:6329=Irradiated Pillager; creature:6391=Holdout Warrior; creature:6392=Holdout Medic; creature:6407=Holdout Technician; creature:7603=Leprous Assistant; creature:7849=Mobile Alert System
200252,Hallowed Battle Axe of the Silent Road,15,18,2,map_36_difficulty_0,36,0,DeadminesInstance,dungeon,trash,trash,Trash,3120001,1,2.0,1,16,21,11,20,direct,20,18.6,"[5,0.6000000000000014,5,1.5,0,1,1,0,6730306793964166280]",source evidence,item-level=18;required-level=15;candidate-band=16-21-11-16,1,1.1680000000000001,0.10428640545271349,,,,16,creature:598; creature:622; creature:634; creature:636; creature:641; creature:642; creature:657; creature:1725; creature:1729; creature:1731; creature:1732; creature:3586; creature:3947; creature:4416; creature:4417; creature:4418,Defias Miner; Goblin Engineer; Defias Overseer; Defias Blackguard; Goblin Woodcarver; Sneed\'s Shredder; Defias Pirate; Defias Watchman; Defias Evoker; Goblin Craftsman; Defias Squallshaper; Miner Johnson; Goblin Shipbuilder; Defias Strip Miner; Defias Taskmaster; Defias Wizard,creature:598=Defias Miner; creature:622=Goblin Engineer; creature:634=Defias Overseer; creature:636=Defias Blackguard; creature:641=Goblin Woodcarver; creature:642=Sneed\'s Shredder; creature:657=Defias Pirate; creature:1725=Defias Watchman; creature:1729=Defias Evoker; creature:1731=Goblin Craftsman; creature:1732=Defias Squallshaper; creature:3586=Miner Johnson; creature:3947=Goblin Shipbuilder; creature:4416=Defias Strip Miner; creature:4417=Defias Taskmaster; creature:4418=Defias Wizard
200253,Silent Arrow Longcloak,53,55,3,map_230_difficulty_0,230,0,BlackrockDepths,dungeon,trash,trash,Trash,3230001,1,2.0,1,51,59,46,55,direct,544,55.68382352941177,"[8,0.683823529411768,8,3.0,0,1,1,0,16460799516948134356]",source evidence,item-level=55;required-level=53;candidate-band=51-59-46-54,1,1.107720588235294,0.9850309959648231,,,,33,creature:8889; creature:8890; creature:8891; creature:8892; creature:8893; creature:8894; creature:8895; creature:8897; creature:8898; creature:8899; creature:8903; creature:8905; creature:8906; creature:8907; creature:8908; creature:8909; creature:8910; creature:8911; creature:8912; creature:8913; creature:8914; creature:8923; creature:8929; creature:9042; creature:9541; creature:9545; creature:9554; creature:9677; creature:9678; creature:9680; creature:9681; creature:9956; creature:10043,Anvilrage Overseer; Anvilrage Warden; Anvilrage Guardsman; Anvilrage Footman; Anvilrage Soldier; Anvilrage Medic; Anvilrage Officer; Doomforge Craftsman; Anvilrage Marshal; Doomforge Dragoon; Anvilrage Captain; Warbringer Construct; Ragereaver Golem; Wrath Hammer Construct; Molten War Golem; Fireguard; Blazing Fireguard; Fireguard Destroyer; Twilight\'s Hammer Torturer; Twilight Emissary; Twilight Bodyguard; Panzor the Invincible; Princess Moira Bronzebeard; Verek; Blackbreath Crony; Grim Patron; Hammered Patron; Ograbisi; Shill Dinger; Crest Killer; Jaz; Shadowforge Flame Keeper; Ribbly\'s Crony,creature:8889=Anvilrage Overseer; creature:8890=Anvilrage Warden; creature:8891=Anvilrage Guardsman; creature:8892=Anvilrage Footman; creature:8893=Anvilrage Soldier; creature:8894=Anvilrage Medic; creature:8895=Anvilrage Officer; creature:8897=Doomforge Craftsman; creature:8898=Anvilrage Marshal; creature:8899=Doomforge Dragoon; creature:8903=Anvilrage Captain; creature:8905=Warbringer Construct; creature:8906=Ragereaver Golem; creature:8907=Wrath Hammer Construct; creature:8908=Molten War Golem; creature:8909=Fireguard; creature:8910=Blazing Fireguard; creature:8911=Fireguard Destroyer; creature:8912=Twilight\'s Hammer Torturer; creature:8913=Twilight Emissary; creature:8914=Twilight Bodyguard; creature:8923=Panzor the Invincible; creature:8929=Princess Moira Bronzebeard; creature:9042=Verek; creature:9541=Blackbreath Crony; creature:9545=Grim Patron; creature:9554=Hammered Patron; creature:9677=Ograbisi; creature:9678=Shill Dinger; creature:9680=Crest Killer; creature:9681=Jaz; creature:9956=Shadowforge Flame Keeper; creature:10043=Ribbly\'s Crony
200254,"Handplates, Prime Void",40,41,2,map_70_difficulty_0,70,0,Uldaman,dungeon,trash,trash,Trash,3160001,1,2.0,1,35,45,30,40,direct,71,41.52054794520548,"[10,0.5205479452054789,10,5.0,0,1,1,0,10803725111603369070]",source evidence,item-level=41;required-level=40;candidate-band=35-45-30-40,1,1.1082648401826485,0.8841647484976246,,,,21,creature:4847; creature:4848; creature:4849; creature:4850; creature:4851; creature:4852; creature:4853; creature:4855; creature:4860; creature:4861; creature:4863; creature:6907; creature:6908; creature:7012; creature:7022; creature:7023; creature:7030; creature:7175; creature:7290; creature:7320; creature:7321,"Shadowforge Relic Hunter; Shadowforge Darkcaster; Shadowforge Archaeologist; Stonevault Cave Lurker; Stonevault Rockchewer; Stonevault Oracle; Stonevault Geomancer; Stonevault Brawler; Stone Steward; Shrike Bat; Jadespine Basilisk; Eric \""The Swift\""; Olaf; Earthen Sculptor; Venomlash Scorpid; Obsidian Sentinel; Shadowforge Geologist; Stonevault Ambusher; Shadowforge Sharpshooter; Stonevault Mauler; Stonevault Flameweaver","creature:4847=Shadowforge Relic Hunter; creature:4848=Shadowforge Darkcaster; creature:4849=Shadowforge Archaeologist; creature:4850=Stonevault Cave Lurker; creature:4851=Stonevault Rockchewer; creature:4852=Stonevault Oracle; creature:4853=Stonevault Geomancer; creature:4855=Stonevault Brawler; creature:4860=Stone Steward; creature:4861=Shrike Bat; creature:4863=Jadespine Basilisk; creature:6907=Eric \""The Swift\""; creature:6908=Olaf; creature:7012=Earthen Sculptor; creature:7022=Venomlash Scorpid; creature:7023=Obsidian Sentinel; creature:7030=Shadowforge Geologist; creature:7175=Stonevault Ambusher; creature:7290=Shadowforge Sharpshooter; creature:7320=Stonevault Mauler; creature:7321=Stonevault Flameweaver"
200255,Witchlord's Treads,38,43,2,map_129_difficulty_0,129,0,RazorfenDowns,dungeon,boss_000437,boss,Amnennar the Coldbringer,3190003,1,2.0,1,43,44,30,40,direct,5,43.8,"[1,0.7999999999999972,3,0.5,0,1,0,2,9344021111348254604]",source evidence,"item-level=43;required-level=38;candidate-band=41-43-36-38,42-43-37-38,43-44-37-40",3,1.1273333333333335,1.0513313310100316,,,,1,creature:7358,Amnennar the Coldbringer,creature:7358=Amnennar the Coldbringer
200257,Earthcaller's Spiritbound Epaulets,25,32,2,map_47_difficulty_0,47,0,RazorfenKraulInstance,dungeon,boss_000440,boss,Death Speaker Jargba,3140003,1,2.0,1,30,33,22,30,direct,3,31.333333333333332,"[3,0.6666666666666679,2,1.0,0,1,0,2,5493487248711719761]",source evidence,item-level=32;required-level=25;candidate-band=30-33-25-27,1,1.1277777777777778,0.7396681088889752,,,,1,creature:4428,Death Speaker Jargba,creature:4428=Death Speaker Jargba
200258,Stoneward Legguards of the Wind Spirit,26,31,2,map_47_difficulty_0,47,0,RazorfenKraulInstance,dungeon,boss_000440,boss,Death Speaker Jargba,3140003,1,2.0,1,30,33,22,30,direct,3,31.333333333333332,"[3,0.33333333333333215,2,0.0,0,1,0,2,5380825645964042662]",source evidence,item-level=31;required-level=26;candidate-band=30-33-25-27,1,1.128888888888889,0.5647701708881063,,,,1,creature:4428,Death Speaker Jargba,creature:4428=Death Speaker Jargba
200259,Thunderkeeper's Promise,80,213,4,map_533_difficulty_1,533,1,Stratholme Raid,raid,boss_000673,boss,Anub\'Rekhan,3370000,2,2.0,1,213,213,80,80,encounter_reference,23,213.0,"[0,0.0,0,0.0,1,0,0,0,18282156074240949482]",source evidence,item-level=213;required-level=80;candidate-band=213-213-80-80,3,1.1900000000000002,0.9946113932046678,,,,1,creature:29249,Anub\'Rekhan (1),creature:29249=Anub\'Rekhan (1)
200260,Beastbound Cuirass,80,232,4,map_603_difficulty_0,603,0,UlduarRaid,raid,script_UpdateAI,boss,script_UpdateAI,3940006,1,2.0,1,226,232,80,80,direct,5,227.2,"[6,4.800000000000011,0,0.0,0,0,0,6,5806072678164244491]",source evidence,"item-level=232;required-level=80;candidate-band=226-232-80-80,232-232-80-80",5,1.1940000000000002,0.7838746229770239,,,,1,gameobject:27086,27086,gameobject:27086=27086
200261,Spellforged Pauldrons of Blackened Sky,44,51,3,map_109_difficulty_0,109,0,SunkenTemple,dungeon,trash,trash,Trash,3180001,1,2.0,1,46,54,41,52,direct,114,50.333333333333336,"[8,0.6666666666666643,8,1.0,0,1,1,0,8673423152730878127]",source evidence,item-level=51;required-level=44;candidate-band=46-54-41-49,1,1.1677777777777778,0.5187852491072026,,,,24,creature:5226; creature:5228; creature:5256; creature:5259; creature:5263; creature:5267; creature:5269; creature:5270; creature:5271; creature:5273; creature:5277; creature:5280; creature:5283; creature:5291; creature:5708; creature:5711; creature:5712; creature:5713; creature:5714; creature:5715; creature:5716; creature:5717; creature:8319; creature:8384,Murk Worm; Saturated Ooze; Atal\'ai Warrior; Atal\'ai Witch Doctor; Mummified Atal\'ai; Unliving Atal\'ai; Atal\'ai Priest; Atal\'ai Corpse Eater; Atal\'ai Deathwalker; Atal\'ai High Priest; Nightmare Scalebane; Nightmare Wyrmkin; Nightmare Wanderer; Hakkari Frostwing; Spawn of Hakkar; Ogom the Wretched; Zolo; Gasher; Loro; Hukku; Zul\'Lor; Mijan; Nightmare Whelp; Deep Lurker,creature:5226=Murk Worm; creature:5228=Saturated Ooze; creature:5256=Atal\'ai Warrior; creature:5259=Atal\'ai Witch Doctor; creature:5263=Mummified Atal\'ai; creature:5267=Unliving Atal\'ai; creature:5269=Atal\'ai Priest; creature:5270=Atal\'ai Corpse Eater; creature:5271=Atal\'ai Deathwalker; creature:5273=Atal\'ai High Priest; creature:5277=Nightmare Scalebane; creature:5280=Nightmare Wyrmkin; creature:5283=Nightmare Wanderer; creature:5291=Hakkari Frostwing; creature:5708=Spawn of Hakkar; creature:5711=Ogom the Wretched; creature:5712=Zolo; creature:5713=Gasher; creature:5714=Loro; creature:5715=Hukku; creature:5716=Zul\'Lor; creature:5717=Mijan; creature:8319=Nightmare Whelp; creature:8384=Deep Lurker
200263,Coldfire Hauberk of Twilight Crown,14,17,3,map_36_difficulty_0,36,0,DeadminesInstance,dungeon,trash,trash,Trash,3120001,1,2.0,1,16,21,11,20,direct,20,18.6,"[5,1.6000000000000014,5,0.5,0,1,1,0,13677050305021547766]",source evidence,item-level=17;required-level=14;candidate-band=16-21-11-16,1,1.1046666666666667,0.47431537878697017,,,,16,creature:598; creature:622; creature:634; creature:636; creature:641; creature:642; creature:657; creature:1725; creature:1729; creature:1731; creature:1732; creature:3586; creature:3947; creature:4416; creature:4417; creature:4418,Defias Miner; Goblin Engineer; Defias Overseer; Defias Blackguard; Goblin Woodcarver; Sneed\'s Shredder; Defias Pirate; Defias Watchman; Defias Evoker; Goblin Craftsman; Defias Squallshaper; Miner Johnson; Goblin Shipbuilder; Defias Strip Miner; Defias Taskmaster; Defias Wizard,creature:598=Defias Miner; creature:622=Goblin Engineer; creature:634=Defias Overseer; creature:636=Defias Blackguard; creature:641=Goblin Woodcarver; creature:642=Sneed\'s Shredder; creature:657=Defias Pirate; creature:1725=Defias Watchman; creature:1729=Defias Evoker; creature:1731=Goblin Craftsman; creature:1732=Defias Squallshaper; creature:3586=Miner Johnson; creature:3947=Goblin Shipbuilder; creature:4416=Defias Strip Miner; creature:4417=Defias Taskmaster; creature:4418=Defias Wizard
200264,Earthbound Key of Blackened Sky,33,34,3,map_189_difficulty_0,189,0,MonasteryInstances,dungeon,trash,trash,Trash,3200001,1,2.0,1,30,44,25,39,direct,127,34.95275590551181,"[14,0.9527559055118076,9,3.5,0,1,1,0,9233232113662019643]",source evidence,item-level=34;required-level=33;candidate-band=30-44-25-34,1,1.1668241469816274,0.759103540915101,,,,30,creature:3976; creature:4283; creature:4286; creature:4287; creature:4288; creature:4289; creature:4290; creature:4291; creature:4292; creature:4293; creature:4294; creature:4295; creature:4296; creature:4297; creature:4298; creature:4299; creature:4300; creature:4301; creature:4302; creature:4303; creature:4304; creature:4306; creature:4308; creature:4540; creature:6426; creature:6427; creature:6488; creature:6489; creature:6490; creature:14693,Scarlet Commander Mograine; Scarlet Sentry; Scarlet Soldier; Scarlet Gallant; Scarlet Beastmaster; Scarlet Evoker; Scarlet Guardsman; Scarlet Diviner; Scarlet Protector; Scarlet Scryer; Scarlet Sorcerer; Scarlet Myrmidon; Scarlet Adept; Scarlet Conjuror; Scarlet Defender; Scarlet Chaplain; Scarlet Wizard; Scarlet Centurion; Scarlet Champion; Scarlet Abbot; Scarlet Tracking Hound; Scarlet Torturer; Unfettered Spirit; Scarlet Monk; Anguished Dead; Haunting Phantasm; Fallen Champion; Ironspine; Azshir the Sleepless; Scorn,creature:3976=Scarlet Commander Mograine; creature:4283=Scarlet Sentry; creature:4286=Scarlet Soldier; creature:4287=Scarlet Gallant; creature:4288=Scarlet Beastmaster; creature:4289=Scarlet Evoker; creature:4290=Scarlet Guardsman; creature:4291=Scarlet Diviner; creature:4292=Scarlet Protector; creature:4293=Scarlet Scryer; creature:4294=Scarlet Sorcerer; creature:4295=Scarlet Myrmidon; creature:4296=Scarlet Adept; creature:4297=Scarlet Conjuror; creature:4298=Scarlet Defender; creature:4299=Scarlet Chaplain; creature:4300=Scarlet Wizard; creature:4301=Scarlet Centurion; creature:4302=Scarlet Champion; creature:4303=Scarlet Abbot; creature:4304=Scarlet Tracking Hound; creature:4306=Scarlet Torturer; creature:4308=Unfettered Spirit; creature:4540=Scarlet Monk; creature:6426=Anguished Dead; creature:6427=Haunting Phantasm; creature:6488=Fallen Champion; creature:6489=Ironspine; creature:6490=Azshir the Sleepless; creature:14693=Scorn
200265,Frozen Whisper Sabatons,80,232,4,map_668_difficulty_1,668,1,HallsOfReflection,dungeon,boss_000839,boss,Marwyn,4170000,2,2.0,1,232,232,80,80,encounter_reference,6,232.0,"[0,0.0,0,0.0,1,1,0,0,7426087691990856631]",source evidence,"item-level=232;required-level=80;candidate-band=226-232-80-80,232-232-80-80",5,1.1900000000000002,0.5149557980711962,,,,1,creature:38603,Marwyn (1),creature:38603=Marwyn (1)
200267,"Pendant Chain, Gray Rime",70,128,2,map_550_difficulty_0,550,0,TempestKeepRaid,raid,boss_000731,boss,Void Reaver,3530002,1,2.0,1,128,128,70,70,encounter_reference,7,128.0,"[0,0.0,0,0.0,1,1,0,1,1876238113513754127]",source evidence,item-level=128;required-level=70;candidate-band=128-128-70-70,3,1.11,0.8285730187351306,,,,1,creature:19516,Void Reaver,creature:19516=Void Reaver
200268,The Warlord Vambraces,26,32,3,map_47_difficulty_0,47,0,RazorfenKraulInstance,dungeon,boss_000440,boss,Death Speaker Jargba,3140003,1,2.0,1,30,33,22,30,direct,3,31.333333333333332,"[3,0.6666666666666679,2,0.0,0,1,0,2,14742804981272043789]",source evidence,item-level=32;required-level=26;candidate-band=30-33-25-27,1,1.2077777777777778,0.04199797560112774,,,,1,creature:4428,Death Speaker Jargba,creature:4428=Death Speaker Jargba
200271,Sun Strike War Greaves,62,101,3,map_557_difficulty_0,557,0,AuchindounEthereal,dungeon,trash,trash,Trash,3640001,1,2.0,1,96,106,62,67,encounter_reference,224,100.75892857142857,"[10,0.2410714285714306,5,2.5,1,1,1,0,3339549043875812061]",source evidence,item-level=101;required-level=62;candidate-band=96-106-62-67,1,1.0891964285714286,0.6061200190018643,,,,2,creature:18314; creature:19306,Nexus Stalker; Mana Leech,creature:18314=Nexus Stalker; creature:19306=Mana Leech
