entry,class_name,name,Quality,RequiredLevel,ItemLevel,role,kind,weapon_kind,InventoryType,subclass,displayid,reference_entry,reference_item_level,armor,dps,sockets
262077,Rogue,"Clutches, Red Bringerless",2,51,56,agility_dps,armor,,10,2,27648,14675,56,42,0.0,
262078,Rogue,The Nightbound Walkers,2,25,27,agility_dps,armor,,8,2,27999,15330,25,20,0.0,
262079,Rogue,"Hexed Wristguards, Starcaller's Oath",3,1,3,agility_dps,armor,,9,2,33328,21000,5,1,0.0,
262080,Rogue,Runewoven Tunic of Wyrm Oath,3,46,48,agility_dps,armor,,5,2,18386,9473,49,75,0.0,
262081,Rogue,Dire Ringlet of the Thunder Forge,3,51,53,agility_dps,finger,,11,0,18397,862,50,0,0.0,
262082,Rogue,Windlord's Chestpiece,3,28,29,agility_dps,armor,,5,2,18284,9406,35,43,0.0,
262083,Rogue,Carapace of Burning Blood,2,45,52,agility_dps,armor,,5,2,18943,9950,53,74,0.0,
262084,Rogue,Wargrips of Wyrm Crown,2,8,14,agility_dps,armor,,10,2,14729,6554,17,8,0.0,
262085,Rogue,Deathmarked Chestguard of Scourge Watch,2,4,9,agility_dps,armor,,5,2,9536,15010,11,10,0.0,
262086,Rogue,Icewarden's Earthen-forged Piercer,2,37,44,agility_dps,dagger,dagger,13,15,20573,3187,44,0,25.357,
262087,Rogue,Ironbound Vest of Frozen Forge,3,78,184,agility_dps,armor,,5,2,56695,43257,187,393,0.0,
262088,Rogue,Wristbands of Holy Flame,2,16,20,agility_dps,armor,,9,2,28001,15331,23,8,0.0,
262089,Rogue,Eagle Arrow Royal Band,3,48,54,agility_dps,finger,,11,0,31655,22257,57,0,0.0,
262090,Rogue,Mystic Root Breeches,2,36,38,agility_dps,armor,,7,2,15001,7440,39,46,0.0,
262091,Rogue,Far Hide Footguards,3,13,20,agility_dps,armor,,8,2,15889,7754,30,16,0.0,
262092,Rogue,Spiritkeeper's Carapace of the Blue Flame,2,48,52,agility_dps,armor,,5,2,27586,15170,52,74,0.0,
262093,Rogue,Dusklit Battle Fist,3,26,29,agility_dps,fist,fist,13,13,3007,2942,26,0,19.118,
262094,Rogue,Unquiet Cinch of Ancient Grove,3,11,12,agility_dps,armor,,6,2,28149,15399,14,8,0.0,
262095,Rogue,Charmstone of the Sky Forge,2,55,59,agility_dps,neck,,2,0,6502,13811,60,0,0.0,
262096,Rogue,Rimewalker's Harness of the Rune King,3,59,87,agility_dps,armor,,5,2,43168,24396,88,157,0.0,
262097,Rogue,Clasp of the Dawn Star,2,31,34,agility_dps,neck,,2,0,9859,4614,35,0,0.0,
262098,Rogue,Necrotic Backcloth,2,11,12,agility_dps,back,,16,1,23115,5610,15,4,0.0,
262099,Rogue,"Nerubian Vest, Frost King's Oath",3,60,92,agility_dps,armor,,5,2,38663,24727,93,165,0.0,
262100,Rogue,Jerkin of Gjalerbron,2,56,59,agility_dps,armor,,5,2,26514,15825,59,89,0.0,
262101,Rogue,Bracers of Yogg Prison,3,76,172,agility_dps,armor,,9,2,52480,40757,171,107,0.0,
262102,Rogue,Nightlord's Rune Band,3,72,144,agility_dps,finger,,11,0,51275,38036,146,0,0.0,
262103,Rogue,Sunkeeper's Coil of the Frozen Heart,3,71,138,agility_dps,finger,,11,0,45362,33499,141,0,0.0,
262104,Rogue,"Cowl, Wind Strike",3,47,52,agility_dps,armor,,1,2,29941,17740,52,61,0.0,
262105,Rogue,Splintered Tablet of Broken Banner,2,35,36,agility_dps,trinket,,12,0,7841,4397,40,0,0.0,
262106,Rogue,Icebound Cloak of Scarlet Watch,4,79,192,agility_dps,back,,16,1,56737,43565,200,123,0.0,
262107,Rogue,Torque of the Last Vigil,2,51,58,agility_dps,neck,,2,0,1399,10778,60,0,0.0,
262108,Rogue,Bracers of Forge of Souls,3,51,55,agility_dps,armor,,9,2,24190,16710,57,27,0.0,
262109,Rogue,Sunsteel Runebow,2,19,21,agility_dps,bow,bow,15,2,20672,3039,23,0,11.25,
262110,Rogue,The Greenwood Chestpiece,2,23,28,agility_dps,armor,,5,2,27669,14570,28,36,0.0,
262111,Rogue,Blood Queen's Nightcloak,2,48,54,agility_dps,back,,16,1,26262,14313,54,21,0.0,
262112,Rogue,Chestguard of the Ancient Watcher,2,27,33,agility_dps,armor,,5,2,9548,15130,34,44,0.0,
262113,Rogue,"Torque, Bear Veil",2,44,51,agility_dps,neck,,2,0,23715,13473,54,0,0.0,
262114,Rogue,"Trousers, Serpent Quarrel",3,61,92,agility_dps,armor,,7,2,42966,31226,100,145,0.0,
262115,Rogue,Mask of Frostguard,2,28,32,agility_dps,armor,,1,2,21298,7413,33,31,0.0,
262116,Rogue,Eagle Glacier Boots,2,30,34,agility_dps,armor,,8,2,27710,15131,32,26,0.0,
262117,Rogue,Ebon Shadow Headguard,3,47,53,agility_dps,armor,,1,2,21701,19986,52,62,0.0,
262118,Rogue,The Murderous Stalkers,2,5,6,agility_dps,armor,,8,2,35381,22992,15,4,0.0,
262119,Rogue,"Purified Boots, Silent Queen's Oath",2,60,93,agility_dps,armor,,8,2,38657,24726,93,88,0.0,
262120,Rogue,Infused Pricker of Hidden Vault,2,19,21,agility_dps,dagger,dagger,13,15,20399,1936,18,0,10.357,
262121,Rogue,Amulet of Ancient Pact,2,62,97,agility_dps,neck,,2,0,39023,25064,99,0,0.0,4
262122,Rogue,Silverguard's Crystal of the Black Dragon,2,27,34,agility_dps,trinket,,12,0,22293,4381,28,0,0.0,
262123,Rogue,Defiant Chestpiece,3,45,46,agility_dps,armor,,5,2,29919,17742,51,72,0.0,
262124,Rogue,Dawnsteel Bindings,3,75,170,agility_dps,armor,,9,2,56516,44036,174,108,0.0,
262125,Rogue,Grips of the Storm Banner,2,4,6,agility_dps,armor,,10,2,41379,26022,13,3,0.0,
262126,Rogue,Forsaken Pendant Chain of Scale Lord,4,80,258,agility_dps,neck,,2,0,64211,50195,264,0,0.0,
262127,Rogue,"Harness, Cold Hand",3,71,137,agility_dps,armor,,5,2,56441,35815,138,267,0.0,2
262128,Rogue,Starcaller's Unquiet Stalkers,2,5,8,agility_dps,armor,,8,2,28241,11853,18,5,0.0,
262129,Rogue,"Stalkers, Black Crush",3,53,59,agility_dps,armor,,8,2,23765,13210,60,54,0.0,
262130,Rogue,"Shroud, Earthshard Vigil",2,27,31,agility_dps,back,,16,1,27700,15354,32,12,0.0,
262131,Rogue,Shadowbound Claws of Iron Pact,4,80,239,agility_dps,armor,,10,2,61209,47878,232,284,0.0,4|8
262132,Rogue,The Warborn Spaulders,3,57,61,agility_dps,armor,,3,2,28935,16501,63,66,0.0,
262133,Rogue,Wild Forge Wristbands,2,65,108,agility_dps,armor,,9,2,43727,31224,103,54,0.0,
262134,Rogue,Warband of the Thorim Arena,2,53,57,agility_dps,finger,,11,0,31906,30422,53,0,0.0,
262135,Rogue,"Runed Armguards, Lightlord's Oath",3,78,183,agility_dps,armor,,9,2,56702,43435,187,118,0.0,
262136,Rogue,Nightkeeper's Royal Band,3,79,197,agility_dps,finger,,11,0,51515,38617,200,0,0.0,4
262137,Rogue,Runebound Fetish of Sacred Oath,2,35,38,agility_dps,trinket,,12,0,39920,21756,40,0,0.0,
262138,Rogue,Violet Guardian's Leggings,2,3,7,agility_dps,armor,,7,2,28014,15303,14,7,0.0,
262139,Rogue,"Charmstone, Sky Quarrel",2,37,40,agility_dps,trinket,,12,0,7841,4397,40,0,0.0,
262140,Rogue,Wyrmlord's Spellforged Footguards,3,4,11,agility_dps,armor,,8,2,27949,10411,23,8,0.0,
262141,Rogue,Dirk of Kirin Tor,2,28,35,agility_dps,dagger,dagger,13,15,46458,33268,38,0,18.571,
262142,Rogue,Soulforged Shard,2,28,29,agility_dps,trinket,,12,0,20625,10716,41,0,0.0,
262143,Rogue,Ironlord's Maul,3,78,187,agility_dps,1h_mace,1h_mace,13,4,55574,44052,187,0,70.962,4
262144,Rogue,"Handguards, Pale Gaze",3,55,61,agility_dps,armor,,10,2,31071,16397,63,52,0.0,
262145,Rogue,Lightcaller's Sunsteel Great Cape,4,80,200,agility_dps,back,,16,1,56737,43565,200,130,0.0,4|4
262146,Rogue,Wolfcaller's Breeches of the Shadow Watch,2,25,26,agility_dps,armor,,7,2,14757,6587,24,29,0.0,
262147,Rogue,Windkeeper's Runeblade,3,43,50,agility_dps,1h_sword,1h_sword,13,7,29897,17719,53,0,32.143,
262148,Rogue,Frozen Queen's Headguard of the Pale Moon,2,34,41,agility_dps,armor,,1,2,21313,4543,40,41,0.0,
262149,Rogue,Relicbound Walkers,2,15,22,agility_dps,armor,,8,2,16984,3057,24,16,0.0,
262150,Rogue,Frostkeeper's Belt,2,27,29,agility_dps,armor,,6,2,28270,16659,27,19,0.0,
262151,Rogue,Titan Keeper's Northforged Legguards,3,44,48,agility_dps,armor,,7,2,32910,20524,52,67,0.0,
262152,Rogue,Spiritcaller's Chestpiece,3,75,165,agility_dps,armor,,5,2,56679,44441,171,344,0.0,
262153,Rogue,Hardened Stalkers,2,16,23,agility_dps,armor,,8,2,16982,5821,24,16,0.0,
262154,Rogue,"Gloves, Argent Bloom",2,16,22,agility_dps,armor,,10,2,17054,2036,18,14,0.0,
262155,Rogue,Ornate Helm of Second Dawn,4,78,183,agility_dps,armor,,1,2,56791,44409,187,310,0.0,2|4
262156,Rogue,The Deathmarked Shanker,3,41,48,agility_dps,dagger,dagger,13,15,29931,17752,50,0,32.353,
262157,Rogue,Pants of Old Kingdom,3,27,34,agility_dps,armor,,7,2,21404,7760,39,46,0.0,
262158,Rogue,"Waistband, Ghost Blade",2,43,48,agility_dps,armor,,6,2,16920,8116,47,33,0.0,
262159,Rogue,Breeches of the Forge of Souls,2,71,140,agility_dps,armor,,7,2,49851,37406,138,212,0.0,
262160,Rogue,"Pants, Argent Claw",3,18,24,agility_dps,armor,,7,2,28385,10410,23,29,0.0,
262161,Rogue,Darkened Harness of Arcane Eye,2,12,19,agility_dps,armor,,5,2,44432,31263,18,24,0.0,
262162,Rogue,Chestguard of the Dawn Vanguard,2,45,49,agility_dps,armor,,5,2,17094,7527,50,70,0.0,
262163,Rogue,Stormwarden's Horn,2,41,46,agility_dps,trinket,,12,0,23727,12805,46,0,0.0,
262164,Rogue,Sky Hex Veil,3,60,89,agility_dps,back,,16,1,43197,24362,91,43,0.0,
262165,Rogue,The Mossbound Amulet,3,67,116,agility_dps,neck,,2,0,40047,27871,115,0,0.0,
262166,Rogue,Bracers of the Thunder Forge,3,80,213,agility_dps,armor,,9,2,54714,39765,213,141,0.0,
262167,Rogue,"Runestone, Fallen Moon",3,23,27,agility_dps,trinket,,12,0,7248,21568,25,0,0.0,
262168,Rogue,Spiritwarden's Shoulderwraps,2,12,13,agility_dps,armor,,3,2,14950,7415,29,10,0.0,
262169,Rogue,Cinch of the Dragon Queen,2,1,2,agility_dps,armor,,6,2,36906,24227,5,1,0.0,
262170,Rogue,The Gray Brand,4,80,219,agility_dps,1h_sword,1h_sword,13,7,64757,49827,219,0,164.615,
262171,Rogue,Skull Flame Waistband,2,6,9,agility_dps,armor,,6,2,17113,6558,15,5,0.0,
262172,Rogue,The Wyrmscale Chestpiece,2,32,33,agility_dps,armor,,5,2,27962,14581,33,45,0.0,
262173,Rogue,Resolute Waistguard,3,50,56,agility_dps,armor,,6,2,34506,19044,58,44,0.0,
262174,Rogue,"Handguards, Void Decree",3,53,60,agility_dps,armor,,10,2,30672,18309,59,48,0.0,
262175,Rogue,Shawl of the Dragon Guard,3,50,52,agility_dps,back,,16,1,29916,17739,52,23,0.0,
262176,Rogue,Rootwoven Trousers of Blood Oath,4,80,232,agility_dps,armor,,7,2,62089,48796,232,468,0.0,
262177,Rogue,Bloodmarked Cap of the Drak Tharon,3,76,170,agility_dps,armor,,1,2,57525,40291,162,268,0.0,4
262178,Rogue,"Bindings, Moon Bite",2,10,11,agility_dps,armor,,9,2,28427,9777,19,4,0.0,
262179,Rogue,"Coldfire Wargrips, Plaguelord's Oath",2,31,34,agility_dps,armor,,10,2,21902,7412,32,22,0.0,
262180,Rogue,Claws of Red Flight,2,48,51,agility_dps,armor,,10,2,19017,10072,51,36,0.0,
262181,Rogue,Runewarden's Grips,3,66,116,agility_dps,armor,,10,2,43020,27825,115,106,0.0,
262182,Rogue,Blazing Pants of Black Flight,2,44,51,agility_dps,armor,,7,2,19018,10074,53,62,0.0,
262183,Rogue,Headguard of the Frostwolf Clan,2,36,38,agility_dps,armor,,1,2,16483,8176,41,40,0.0,
262184,Rogue,Moonforged Longcloak,2,17,21,agility_dps,back,,16,1,23109,6564,21,8,0.0,
262185,Rogue,"Shoulderpads, Darkfire Ash",2,73,151,agility_dps,armor,,3,2,56012,39015,154,173,0.0,2|4
262186,Rogue,Shadowsteel Leggings of the Old Road,3,72,140,agility_dps,armor,,7,2,56868,44583,146,243,0.0,2
262187,Rogue,Wildguard's Spaulders of the Frost King,4,80,245,agility_dps,armor,,3,2,61447,41276,251,362,0.0,
262188,Rogue,"Coal-black Wristbands, Windwarden's Oath",3,76,168,agility_dps,armor,,9,2,52480,40757,171,102,0.0,
262189,Rogue,"Ravenbound Stalkers, Vanguard's Oath",2,19,22,agility_dps,armor,,8,2,17159,5311,21,16,0.0,
262190,Rogue,Dreamwoven Wristbands of the Kirin Tor,3,72,143,agility_dps,armor,,9,2,56397,38537,146,82,0.0,
262191,Rogue,Skullwarden's Talisman,3,78,182,agility_dps,neck,,2,0,53407,42338,167,0,0.0,
262192,Rogue,Forgotten Keeper's Vial of the Holy Guard,2,22,25,agility_dps,trinket,,12,0,22293,4381,28,0,0.0,
262193,Rogue,Rimewalker's Pants of the Star Watch,2,13,17,agility_dps,armor,,7,2,17144,1436,17,19,0.0,
262194,Rogue,Headguard of Abyssal Gate,2,50,55,agility_dps,armor,,1,2,56052,15185,57,61,0.0,
262195,Rogue,Gravecaller's Longcloak,2,2,7,agility_dps,back,,16,1,18133,5111,15,2,0.0,
262196,Rogue,Bloodfire Rune Waistband,2,30,31,agility_dps,armor,,6,2,16131,7948,30,21,0.0,
262197,Rogue,Shadowlord's Wyrmcarved Boots,2,18,25,agility_dps,armor,,8,2,27761,9802,26,19,0.0,
262198,Rogue,Wolfguard's Worldforged Harness,2,76,168,agility_dps,armor,,5,2,49921,36149,170,306,0.0,
262199,Rogue,"Shoulderpads, Celestial Briar",2,20,25,agility_dps,armor,,3,2,27523,14566,25,21,0.0,
262200,Rogue,Brilliant Pants of the Ice Crown,2,25,30,agility_dps,armor,,7,2,27681,15344,31,34,0.0,
262201,Rogue,Flamecaller's Claws of the Blue Dragon,4,80,271,agility_dps,armor,,10,2,64424,50021,264,325,0.0,2|2
262202,Rogue,"Pants, Winter Slayer",2,48,53,agility_dps,armor,,7,2,19018,10074,53,66,0.0,
262203,Rogue,Dagger of the Hallowed Oath,3,36,41,agility_dps,dagger,dagger,13,15,20326,8006,39,0,27.222,
262204,Rogue,Shiv of Iron Crown,2,41,47,agility_dps,dagger,dagger,13,15,28520,4088,47,0,27.667,
262205,Rogue,Clutches of the Old Kingdom,2,39,42,agility_dps,armor,,10,2,15018,7480,41,29,0.0,
262206,Rogue,Darkrider's Forsworn Jerkin,3,36,39,agility_dps,armor,,5,2,28368,13110,36,60,0.0,
262207,Rogue,Waistguard of the Silent Road,3,9,11,agility_dps,armor,,6,2,28149,15399,14,7,0.0,
262208,Rogue,"Grim Talisman, Runekeeper's Oath",3,24,26,agility_dps,neck,,2,0,30799,18442,35,0,0.0,
262209,Rogue,"Cryptborn Tunic, Stormkeeper's Oath",2,32,38,agility_dps,armor,,5,2,16482,8175,41,52,0.0,
262210,Rogue,Vengeful Jerkin of Blackrock Mountain,2,33,34,agility_dps,armor,,5,2,27962,14581,33,45,0.0,
262211,Rogue,Flamebound Bracers of the Violet Watch,2,4,5,agility_dps,armor,,9,2,14728,6556,15,2,0.0,
262212,Rogue,Holy Mail Belt,3,66,114,agility_dps,armor,,6,2,43021,27911,115,105,0.0,
262213,Rogue,Footguards of Oculus,3,54,57,agility_dps,armor,,8,2,18979,11675,55,54,0.0,
262214,Rogue,"Waistguard, Green Heart",3,52,59,agility_dps,armor,,6,2,27209,16398,60,49,0.0,
262215,Rogue,The Shadowmarked War Musket,4,80,232,agility_dps,gun,gun,26,3,63201,49305,232,0,184.286,8|2
262216,Rogue,Last King's Grips,2,23,26,agility_dps,armor,,10,2,28005,15334,27,17,0.0,
262217,Rogue,Dragon King's Grips of the Shattered Gate,3,68,115,agility_dps,armor,,10,2,48751,35366,115,110,0.0,
262218,Rogue,Pants of the Bone Ritual,2,46,50,agility_dps,armor,,7,2,27578,14659,47,63,0.0,
262219,Rogue,"Horn, Silver Edge",2,24,31,agility_dps,trinket,,12,0,22293,4381,28,0,0.0,
262220,Rogue,The Starbound Cowl,2,37,39,agility_dps,armor,,1,2,27687,15146,39,41,0.0,
262221,Rogue,"Crimson Legguards, Darkwarden's Oath",3,74,154,agility_dps,armor,,7,2,51573,39177,154,279,0.0,
262222,Rogue,Warpriest's Breeches of the Broken Oath,2,34,40,agility_dps,armor,,7,2,28287,4976,40,47,0.0,
262223,Rogue,Forgotten King's Royal Cloak of the Nexus,2,9,12,agility_dps,back,,16,1,23044,4701,16,4,0.0,
262224,Rogue,Deathmask of the Wyrmrest,3,76,169,agility_dps,armor,,1,2,50605,35634,171,254,0.0,
262225,Rogue,Hateful Cape of Dragon Crown,2,68,116,agility_dps,back,,16,1,41396,28269,115,53,0.0,
262226,Rogue,Hallowed Scar Wristbands,2,4,10,agility_dps,armor,,9,2,25864,26028,13,3,0.0,
262227,Rogue,Frostcaller's Necklace,3,45,51,agility_dps,neck,,2,0,29842,17707,54,0,0.0,
262228,Rogue,Brutish Chestguard of the Dying Promise,2,16,22,agility_dps,armor,,5,2,2644,6197,22,27,0.0,
262229,Rogue,Wintercaller's Brooch,4,68,114,agility_dps,neck,,2,0,43125,29347,110,0,0.0,
262230,Rogue,Cape of Star King,2,47,54,agility_dps,back,,16,1,26431,15703,55,21,0.0,
262231,Rogue,Enchanted Signet of Broken Hall,2,76,177,agility_dps,finger,,11,0,55905,42845,174,0,0.0,2
262232,Rogue,Weathered Walkers of the Makers Terrace,3,41,43,agility_dps,armor,,8,2,16996,2276,37,38,0.0,
262233,Rogue,Spellbound Chestguard,2,51,53,agility_dps,armor,,5,2,18943,9950,53,73,0.0,
262234,Rogue,Northman's Claws,2,60,93,agility_dps,armor,,10,2,44478,31788,90,77,0.0,
262235,Rogue,Veiled Ringlet,2,57,61,agility_dps,finger,,11,0,24569,13812,58,0,0.0,
262236,Rogue,Gilded Runering of Ashen Pact,3,75,163,agility_dps,finger,,11,0,56664,44337,175,0,0.0,
262237,Rogue,Primeval Vest of Fallen Watch,3,62,95,agility_dps,armor,,5,2,43177,24455,94,165,0.0,
262238,Rogue,Capelet of Iron Council,4,59,85,agility_dps,back,,16,1,35366,22960,83,44,0.0,
262239,Rogue,Wristbands of the Northern Watch,3,71,141,agility_dps,armor,,9,2,56397,38537,146,83,0.0,4
262240,Rogue,Bloodmarked Striders of the Red Moon,2,7,13,agility_dps,armor,,8,2,11373,2987,18,9,0.0,
262241,Rogue,Footguards of Pale Watch,4,8,13,agility_dps,armor,,8,2,19184,6557,16,11,0.0,
262242,Rogue,"Witchforged Walkers, Ironwarden's Oath",3,65,108,agility_dps,armor,,8,2,44187,31565,109,113,0.0,8
262243,Rogue,Sunbound Orb of Northern Watch,3,43,49,agility_dps,trinket,,12,0,13806,19992,52,0,0.0,
262244,Rogue,Dread Ember Girdle,2,30,34,agility_dps,armor,,6,2,27684,15148,34,24,0.0,
262245,Rogue,Lionheart Grave Armguards,2,78,189,agility_dps,armor,,9,2,49983,36178,182,102,0.0,
262246,Rogue,Winterlord's Grips,3,70,131,agility_dps,armor,,10,2,44185,31567,115,122,0.0,4
262247,Rogue,Titanguard's Seal of the Shadow Watch,2,11,15,agility_dps,trinket,,12,0,6551,3004,15,0,0.0,
262248,Rogue,Darkened Tunic of Crypt Lord,3,49,54,agility_dps,armor,,5,2,23266,12793,55,91,0.0,
262249,Rogue,Blademaster's Gloves,2,17,19,agility_dps,armor,,10,2,14411,2988,19,12,0.0,
262250,Rogue,Treads of Ashen Pact,3,14,21,agility_dps,armor,,8,2,1981,15111,21,18,0.0,
262251,Rogue,Firewarden's Loop,2,27,31,agility_dps,finger,,11,0,14434,6678,28,0,0.0,
262252,Rogue,Chestpiece of the Frozen Sea,2,51,54,agility_dps,armor,,5,2,19012,10070,55,78,0.0,
262253,Rogue,Nerubian Knife,4,80,245,agility_dps,dagger,dagger,13,15,60817,42244,245,0,193.529,
262254,Rogue,"Wristguards, Frost Steel",2,48,51,agility_dps,armor,,9,2,18945,9949,48,22,0.0,
262255,Rogue,Keepsake of the Ice Moon,3,64,104,agility_dps,trinket,,12,0,40051,27900,112,0,0.0,
262256,Rogue,Enchanted Leggings,2,51,57,agility_dps,armor,,7,2,17265,8262,54,73,0.0,
262257,Rogue,Warmaster's Handguards of the Storm Forge,2,54,55,agility_dps,armor,,10,2,27657,15393,52,39,0.0,
262258,Rogue,The Scale-bound Seal,2,29,35,agility_dps,finger,,11,0,26391,15689,35,0,0.0,
262259,Rogue,"Doomed Hoop, Deepwarden's Oath",3,62,99,agility_dps,finger,,11,0,39127,24088,101,0,0.0,
262260,Rogue,Hexed Cinch of Wild Pact,2,34,40,agility_dps,armor,,6,2,15016,7485,41,28,0.0,
262261,Rogue,Everfrost Pants of Golden King,2,8,13,agility_dps,armor,,7,2,19030,26020,12,14,0.0,
262262,Rogue,Windkeeper's Forsworn Carapace,2,52,55,agility_dps,armor,,5,2,19012,10070,55,78,0.0,
262263,Rogue,Devout Walkers,3,56,59,agility_dps,armor,,8,2,2373,18043,57,56,0.0,
262264,Rogue,Demon Doom Footguards,2,22,29,agility_dps,armor,,8,2,9174,10653,30,22,0.0,
262265,Rogue,Radiant Backcloth of Unending Watch,2,7,12,agility_dps,back,,16,1,15267,6542,15,4,0.0,
262266,Rogue,The Stonehewn Torque,2,77,181,agility_dps,neck,,2,0,52419,39848,158,0,0.0,
262267,Rogue,The Radiant Seal Ring,2,74,159,agility_dps,finger,,11,0,52374,39786,158,0,0.0,
262268,Rogue,Starkeeper's Silvered Boots,2,36,38,agility_dps,armor,,8,2,14672,6420,39,30,0.0,
262269,Rogue,Ancient Knight's Bracers,2,26,31,agility_dps,armor,,9,2,28482,9829,29,13,0.0,
262270,Rogue,Titan King's Backcloth,3,29,33,agility_dps,back,,16,1,23000,5257,37,14,0.0,
262271,Rogue,West Spire Cap,3,61,97,agility_dps,armor,,1,2,45101,27415,100,135,0.0,
262272,Rogue,Neckguard of the Final Watch,3,53,54,agility_dps,neck,,2,0,6546,4743,50,0,0.0,
262273,Rogue,Unwavering Rune Band,3,65,110,agility_dps,finger,,11,0,39124,31382,109,0,0.0,
262274,Rogue,Wild Quarrel Waistband,3,65,106,agility_dps,armor,,6,2,43704,31198,103,94,0.0,
262275,Rogue,Forgotten Wing Nightcloak,3,23,28,agility_dps,back,,16,1,27087,16315,30,12,0.0,
262276,Rogue,Gold Fury Cinch,2,23,27,agility_dps,armor,,6,2,27674,15347,28,17,0.0,
262277,Rogue,Moonkeeper's Grim Spellblade,2,65,107,agility_dps,1h_sword,1h_sword,13,7,39752,25152,111,0,55.769,
262278,Rogue,Coldbound Runering of the Broken Shield,2,25,32,agility_dps,finger,,11,0,9847,24118,32,0,0.0,
262279,Rogue,Scarlet Templar's Gray Shoulderwraps,3,74,159,agility_dps,armor,,3,2,56943,44672,167,204,0.0,
262280,Rogue,Battlemaiden's Poniard,2,36,40,agility_dps,dagger,dagger,13,15,22258,12260,39,0,21.786,
262281,Rogue,"Sepulchral Shawl, Old Keeper's Oath",2,50,55,agility_dps,back,,16,1,24928,14103,55,22,0.0,
262282,Rogue,Icetouched Longshot,2,31,36,agility_dps,bow,bow,15,2,28575,15286,35,0,19.821,
262283,Rogue,Deepdelver Hand Claw of Blade Edge,3,49,51,agility_dps,fist,fist,13,13,21714,11743,55,0,32.812,
262284,Rogue,The Mistbound Walkers,2,57,64,agility_dps,armor,,8,2,26543,15861,60,56,0.0,
262285,Rogue,Pendant Chain of the War Oath,4,80,226,agility_dps,neck,,2,0,59308,45945,226,0,0.0,
262286,Rogue,Magekeeper's Veteran Cinch,2,6,13,agility_dps,armor,,6,2,28149,15399,14,8,0.0,
262287,Rogue,Flamecaller's Chilled Grips,3,40,43,agility_dps,armor,,10,2,28683,10760,39,35,0.0,
262288,Rogue,Legguards of Scarlet Monastery,2,65,112,agility_dps,armor,,7,2,39898,24787,114,160,0.0,
262289,Rogue,Bindings of Great North,2,75,162,agility_dps,armor,,9,2,56365,39373,162,91,0.0,2
262290,Rogue,Shadowcaller's Murderous Warder Cloak,2,71,134,agility_dps,back,,16,1,49230,35897,138,63,0.0,
262291,Rogue,"Clutches, Storm Snowfall",3,78,186,agility_dps,armor,,10,2,57622,43265,187,199,0.0,
262292,Rogue,Deathmask of the Long Night,3,39,40,agility_dps,armor,,1,2,17213,8174,40,46,0.0,
262293,Rogue,Flamecaller's Charmstone of the Naxxramas,2,58,81,agility_dps,trinket,,12,0,38129,25994,87,0,0.0,
262294,Rogue,Stoneguard's Valiant Trousers,4,77,175,agility_dps,armor,,7,2,56680,44440,167,341,0.0,2
262295,Rogue,"Waistguard, Dawn March",2,35,42,agility_dps,armor,,6,2,18980,15161,43,28,0.0,
262296,Rogue,Spiritbound Pants of the Hidden Forge,2,46,50,agility_dps,armor,,7,2,27555,15385,49,63,0.0,
262297,Rogue,The Deathless Spaulders,2,33,39,agility_dps,armor,,3,2,27732,15158,40,33,0.0,
262298,Rogue,"Spaulders, Grave Stone",3,79,193,agility_dps,armor,,3,2,54925,43262,187,251,0.0,2
262299,Rogue,Dawnwarden's Deathmask of the Final Watch,2,32,37,agility_dps,armor,,1,2,21297,6422,39,37,0.0,
262300,Rogue,Titan-carved Shawl of the Grim Watch,2,4,9,agility_dps,back,,16,1,23133,2580,12,3,0.0,
262301,Rogue,Legguards of the Wyrm Crown,3,33,40,agility_dps,armor,,7,2,28195,9624,37,54,0.0,
262302,Rogue,Knobbed Mace of Undercity Depths,2,36,38,agility_dps,1h_mace,1h_mace,13,4,19741,4978,36,0,20.4,
262303,Rogue,Runekeeper's Shoulderpads,3,54,58,agility_dps,armor,,3,2,34590,22241,57,59,0.0,
262304,Rogue,Trousers of Broken Hall,3,76,172,agility_dps,armor,,7,2,56678,38591,171,316,0.0,
262305,Rogue,Northman's Piercer,2,48,49,agility_dps,dagger,dagger,13,15,20573,3187,44,0,29.643,
262306,Rogue,Oathwarden's Handguards,2,41,45,agility_dps,armor,,10,2,28283,9632,45,31,0.0,
262307,Rogue,Watchkeeper's Wargrips,2,40,47,agility_dps,armor,,10,2,15415,7530,46,34,0.0,
262308,Rogue,Illusory Breeches of Plague Watch,3,55,62,agility_dps,armor,,7,2,27235,16422,63,88,0.0,
262309,Rogue,Shoulderwraps of Star Watch,3,30,37,agility_dps,armor,,3,2,18433,9389,41,35,0.0,
262310,Rogue,Clouded Belt of Storm Watch,2,27,29,agility_dps,armor,,6,2,14936,9827,30,20,0.0,
262311,Rogue,Wargrips of the Khaz Modan,4,61,93,agility_dps,armor,,10,2,34260,21605,81,91,0.0,
262312,Rogue,Voidlord's Great Cape,2,50,54,agility_dps,back,,16,1,27304,15661,54,21,0.0,
262313,Rogue,Wristbands of Argent Watch,2,63,101,agility_dps,armor,,9,2,39095,24748,99,48,0.0,4
262314,Rogue,The Mournful Heart,2,26,29,agility_dps,trinket,,12,0,15150,7506,25,0,0.0,
262315,Rogue,Bloodstained Wargrips of Rune Watch,2,51,57,agility_dps,armor,,10,2,28822,16994,60,42,0.0,
